SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
SLC35A3	6.564195	5.607305	-0.227310552143156	0.0344569512929554
SLC35A4	29.60275	36.7301	0.311231620106603	0.00344458857075269
SLC35A5	9.50703	12.21235	0.361274224115347	0.00702320749995614
SLC35B1	47.51755	60.12935	0.339608910195404	0.133214802478338
SLC35B2	64.94315	50.6417	-0.358851527085894	0.0245576809272179
SLC35B3	14.7958	9.14606	-0.693965415633956	0.0522503318843746
SLC35B4	2.51982	3.75473	0.575388487882321	0.0237136725110792
SLC35C1	14.6925	19.18655	0.385015420535619	0.0116734544605428
SLC35C2	21.82715	26.99095	0.306351988194902	0.0444987557187415
SLC35D1	4.262925	3.42319	-0.316502303787733	0.0191041293013886
SLC35D2	6.549115	4.87573	-0.425681727432111	0.0955183164349484
SLC35E1	14.5817	20.4327	0.486720930686149	0.0233099363822795
SLC35E2	1.853215	1.293895	-0.518309717856497	0.171486037231642
SLC35E2B	3.58228	2.570925	-0.478590582460053	0.0919576984788453
SLC35E3	3.31988	3.952485	0.251628892423863	0.176033818668483
SLC35E4	3.183775	3.07348	-0.0508652859600619	0.680590340765822
SLC35F2	26.1972	30.68055	0.227911723412051	0.115708132642959
SLC35F3	4.42424	4.19746	-0.0759130720429029	0.262917209853976
SLC35F5	11.8467	14.12175	0.253433641806286	0.0664001794395917
SLC35F6	11.87045	16.8865	0.508495709742421	0.0698132871982924
SLC35G1	2.356375	3.281375	0.477731324533188	0.0988451409168603
SLC35G2	7.70894	8.526265	0.145381396257698	0.0902536343751511
SLC36A1	2.501495	3.760675	0.588201064445818	0.0812811245669711
SLC36A4	12.6171	13.64595	0.113092485664063	0.164337566812681
SLC37A1	2.970975	0.611365	-2.28083059837655	0.00179737398739714
SLC37A2	1.91601	1.85891	-0.0436481675872523	0.680588812399255
SLC37A3	3.683855	5.7918	0.652795508031157	0.0172895318264269
SLC37A4	12.2428	16.55075	0.434963045915172	0.0716192014765358
SLC38A1	39.27955	68.9814	0.812429007324085	0.0562771902435369
SLC38A10	15.7171	7.746785	-1.02066544143427	0.0686711222196361
SLC38A2	57.71515	100.3865	0.798543292893458	0.0262310823335307
SLC38A6	5.636965	5.060505	-0.155637247670282	0.366588241037595
SLC38A7	8.99313	8.82379	-0.0274248674906591	0.742928752966062
SLC38A9	5.619125	5.807845	0.0476574570757282	0.361123600278459
SLC39A1	101.3885	88.63655	-0.193920390221712	0.096113880839119
SLC39A10	15.6686	19.2234	0.294987245150534	0.0893390945023359
SLC39A11	8.369995	2.242935	-1.89983894905781	0.00489018157011741
SLC39A13	12.42995	11.1244	-0.160092967391312	0.204232675768406
SLC39A14	19.14915	22.70255	0.245573998618818	0.0121228876500907
SLC39A3	25.165	42.6175	0.760027367332066	0.0430558592102497
SLC39A4	6.289155	3.14775	-0.998545228167146	0.0885743740715185
SLC39A6	69.26535	100.62345	0.538760830618295	0.0109030475456058
SLC39A7	82.72255	53.773	-0.621398696831568	0.016796116943972
SLC39A8	28.3886	49.52325	0.802794292102883	0.000776265723425784
SLC39A9	13.90235	17.88435	0.363368913868512	0.0376073861452946
SLC3A2	264.0925	338.9695	0.360112136738207	0.0841133174594407
SLC41A1	14.61215	8.594695	-0.76565011997762	0.00551750587305954
SLC41A2	0.93875	1.62603	0.792540967417528	0.136032941368714
SLC41A3	14.1926	13.0566	-0.120359645547932	0.20216112664395
SLC43A1	1.146295	0.902884	-0.34436581936339	0.154800162255596
SLC43A2	2.056855	2.945975	0.518305094239137	0.0848242157441512
SLC43A3	246.998	261.5005	0.0823143449472652	0.0416015606593719
SLC44A1	31.42315	33.80335	0.105338418209392	0.14383087985866
SLC44A2	37.25305	41.337	0.150075142666758	0.158750137109837
SLC44A3	3.980925	2.41987	-0.718174146266595	0.0270574880720767
SLC45A3	10.7691	5.541535	-0.958540123451295	0.00959955983758393
SLC45A4	3.45553	2.63823	-0.38933666057418	0.214150266009176
SLC46A1	8.340595	10.5535	0.339499327569802	0.0133185357870958
SLC46A3	2.49227	3.563515	0.515840625999857	0.0733990167461257
SLC48A1	4.98622	5.656065	0.181852161575814	0.0346627568097786
SLC4A11	7.25062	9.80917	0.436026703244765	0.04313134372904
SLC4A1AP	15.03595	20.6531	0.457942321290321	0.117201861283623
SLC4A2	49.9677	59.51175	0.252178729523684	0.0753059687074918
SLC4A3	4.40012	1.893205	-1.2167122320555	0.00391855545883452
SLC4A5	1.342635	2.1065	0.649780759504316	0.0212085171727153
SLC4A7	6.89281	9.80355	0.508212015472698	0.0765225362356953
SLC50A1	27.94535	23.53795	-0.247619567431431	0.167792644100373
SLC52A2	47.54205	34.19995	-0.475209897324962	0.111583792503649
SLC5A10	1.415595	1.98024	0.484266720668431	0.113907912016258
SLC5A3	1.562415	1.567595	0.0047751714112316	0.971298553334523
SLC5A6	22.0994	22.53555	0.0281954598356883	0.528466453060662
SLC6A10P	2.599195	1.57565	-0.722117769770062	0.16439198521841
SLC6A11	1.67897	1.531365	-0.132758262900668	0.652107943727768
SLC6A15	25.2964	34.825	0.461191267183412	0.0633735709197714
SLC6A6	18.88095	23.2292	0.299008113323612	0.268026071611122
SLC6A8	66.7658	60.3352	-0.146109361597299	0.170747829738682
SLC6A9	6.343335	5.433665	-0.223315912547692	0.16111327158521
SLC7A1	22.15305	25.9143	0.226243083378283	0.253702916664643
SLC7A11	2.453695	3.51318	0.517821566053407	0.0699327210630613
SLC7A2	2.567275	1.950165	-0.396641649025698	0.0913813557492129
SLC7A5	188.5135	210.059	0.156126756788533	0.192655021761962
SLC7A5P1	3.849945	3.73971	-0.0419114366833291	0.863278012438933
SLC7A5P2	1.0376645	0.999817	-0.0536041010622307	0.904433803984661
SLC7A6	21.4818	26.5515	0.305678482430824	0.0377172464142197
SLC7A6OS	24.4952	29.17065	0.252018462614335	0.0960788724011609
SLC7A8	2.39091	2.929115	0.292905011666301	0.0529085689592096
SLC8A1	1.09636	1.77337	0.69377197643559	0.00934791507749575
SLC9A1	10.085885	3.8958	-1.37234616047554	0.00868077434450268
SLC9A2	0.6784385	1.69278	1.31910454005469	0.0347292748826529
SLC9A3	0.980323	0.902613	-0.119149614091693	0.504830345002695
SLC9A3R1	23.2998	21.19075	-0.13688292154565	0.274971493513189
SLC9A3R2	14.12275	14.45275	0.0333229885502295	0.814977711633119
SLC9A5	4.0058	2.360355	-0.763086533806414	0.0802288650431087
SLC9A6	9.26526	8.45614	-0.131832199257697	0.0309754775970962
SLC9A7	3.24662	2.99449	-0.116628220055599	0.435052746091144
SLC9A8	4.88131	3.23581	-0.593141478439573	0.0346754647166858
SLC9B1	5.43187	6.693765	0.301368950563023	0.0511764277624434
SLC9B2	4.91615	5.42197	0.141288195269347	0.22641238210661
SLCO3A1	9.535845	11.1422	0.224601426516979	0.049306788510706
SLCO4A1	32.8566	39.57105	0.268262149110642	0.0321176915819414
SLFN12	0.8958025	2.042675	1.18920708462198	0.049110880984014
SLFN5	3.000345	2.935755	-0.0313968263343949	0.468435735118619
SLFNL1	0.9140795	0.5786435	-0.659644862754825	0.10086933944898
SLFNL1-AS1	0.962802	0.6947175	-0.470812699268834	0.13155341052661
SLIRP	306.367	276.7395	-0.14673232767751	0.345957933465816
SLIT2	10.78925	12.72675	0.238269467324017	0.14070537309322
SLITRK5	3.818335	1.395215	-1.45245622676125	0.0269361372917289
SLITRK6	2.32268	1.78922	-0.376459614953168	0.178738787998604
SLK	25.8025	24.93485	-0.0493473306650306	0.344637854339902
SLMAP	6.20043	8.92666	0.525752207474083	0.077251456896402
SLMO1	4.98756	6.49361	0.380686543382453	0.0747138756380102
SLMO2	98.45155	130.701	0.408784354410442	0.0679776300568542
SLMO2-ATP5E	130.2125	116.8135	-0.156660935006682	0.195650477942442
SLPI	132.3685	127.078	-0.0588455522476384	0.7319199580922
SLTM	21.639	30.1411	0.478098239432186	0.000538137496843407
SLU7	13.81105	18.0637	0.387270425082436	0.0184280505704748
SLX4	2.458005	1.79227	-0.455699859032345	0.175892268288632
SLX4IP	7.044675	5.668385	-0.313595400311262	0.341687776262365
SMA4	1.23188	1.324265	0.104330123244914	0.588748592770897
SMAD1	6.992225	5.758795	-0.279984643202796	0.000183577202747243
SMAD2	12.1756	15.7527	0.371606258102724	0.00974816416132701
SMAD3	6.460285	10.5076	0.701763469631576	0.00064545249390919
SMAD4	11.8743	15.8549	0.417086310245726	0.00336868654231034
SMAD5	12.17145	16.02235	0.396584715173551	0.00547592181540724
SMAD6	2.79485	4.380855	0.648441608823469	0.0421385380238678
SMAD7	5.24709	8.35173	0.670557536481532	0.00954984231136586
SMAGP	16.8276	15.9416	-0.0780329954722411	0.727430867347196
SMAP1	13.0576	12.7193	-0.0378704776098006	0.24288399497603
SMAP2	16.17345	8.645055	-0.903680409147591	0.0280783172771314
SMARCA1	1.616945	0.2375665	-2.76686729009254	0.0654530285889037
SMARCA2	6.692725	9.376385	0.486438072842082	0.00676512020544028
SMARCA4	38.28855	46.88595	0.292242638814195	0.094156562922846
SMARCA5	29.7653	28.3604	-0.0697535544045285	0.25466429067224
SMARCAD1	12.31505	14.4387	0.229518368564976	0.0412415066342803
SMARCAL1	9.08919	8.25007	-0.13974537135206	0.0458612836332029
SMARCB1	65.5423	78.2049	0.254832703155801	0.175579327728314
SMARCC1	34.39425	43.73905	0.346754489173898	0.0592434453311374
SMARCC2	21.11105	19.756	-0.0957074619437469	0.267621557051778
SMARCD1	22.80925	25.85575	0.180866144207563	0.0339017325162955
SMARCD2	55.21275	66.0812	0.259238425865664	0.0682912434281276
SMARCD3	5.15848	3.215075	-0.682093630541787	0.0458028418175945
SMARCE1	42.85635	59.1812	0.465629966490878	0.0144762648212474
SMC1A	35.23615	33.1256	-0.089109713825246	0.277041510484535
SMC2	43.0218	50.4805	0.230658312710913	0.107460636680925
SMC3	41.08085	35.1344	-0.225581771167811	0.0753489546111647
SMC4	89.20305	95.13475	0.0928793734192898	0.281618512761761
SMC5	19.7365	20.9086	0.0832302949300307	0.316058303274234
SMC6	13.6198	18.91155	0.473562093888118	0.0328288418062371
SMCHD1	20.50385	22.37955	0.126286197951529	0.283267761364881
SMCR7	5.637305	3.1877	-0.822489763797886	0.139644488531766
SMCR7L	14.2493	18.5238	0.378489037267761	0.0146098308476301
SMCR8	7.27914	9.42906	0.373345941101596	0.250384434721506
SMEK1	22.93105	21.8135	-0.0720811460800131	0.212207386528065
SMEK2	38.2627	48.00865	0.327355687307995	0.16063967643137
SMG1	11.0013	13.47175	0.292263257167661	0.279016909497862
SMG5	32.574	27.6466	-0.236618822070919	0.0181308466855561
SMG6	9.501825	8.854035	-0.101869559716071	0.00561586521101274
SMG7	30.9897	30.82055	-0.00789618146999348	0.942833151103895
SMG8	10.54195	12.6844	0.266913523811478	0.110676493259057
SMG9	23.76805	37.2396	0.647814031390832	0.0228243245351341
SMIM11	13.739	18.13885	0.400805991450166	0.28522788870195
SMIM12	10.86055	7.538235	-0.526798489980946	0.0282089934457239
SMIM13	9.38006	6.538035	-0.520740050746261	0.0176775836958874
SMIM14	8.214165	4.566585	-0.846998240285964	0.00156607320938383
SMIM15	28.79515	28.98145	0.0093039402676589	0.885467087628095
SMIM3	5.9112	6.26521	0.0839118335589993	0.427418760564665
SMIM4	18.74455	16.7866	-0.159161138496755	0.595398577171194
SMIM7	22.35665	34.8826	0.641803550631588	0.0238624277919705
SMIM8	2.769455	3.04314	0.135958609932439	0.182595591385966
SMKR1	8.38608	14.1319	0.752886947471851	0.110283522291766
SMNDC1	39.08115	30.03005	-0.380066043621607	0.150028596843425
SMO	7.596875	2.47447	-1.61828653178858	0.00507910212272284
SMOC1	41.81905	52.94095	0.340223794824973	0.00887256487646554
SMOX	26.83195	41.1068	0.615425162606001	0.0132414223366717
SMPD1	1.342545	1.151365	-0.221625183914272	0.24172546026382
SMPD2	11.9386	11.29245	-0.0802751405469364	0.383363802483517
SMPD3	0.611733	0.68922	0.172062462234806	0.362527703750551
SMPD4	25.56445	26.429	0.0479828505812048	0.54293443065793
SMPDL3A	2.1124	1.938325	-0.124072558030215	0.0423813222083482
SMPDL3B	8.52169	5.623695	-0.599621218207293	0.00625548684255768
SMS	244.998	175.0705	-0.484833967056464	0.0103589512069159
SMTN	16.72975	17.0576	0.0279987873961982	0.731609292471562
SMU1	6.376725	11.3895	0.836816843420324	0.00915005480852983
SMUG1	27.99215	28.6894	0.0354954958045128	0.714870176893835
SMURF1	9.86393	11.3914	0.207710598061814	0.306250863473711
SMURF2	11.42845	14.5811	0.351469811637811	0.0443183469868775
SMYD2	35.29185	26.69005	-0.40303305005821	0.0471676317746768
SMYD3	11.8551	9.80594	-0.273779992988484	0.0922940995282207
SMYD4	8.52095	8.821175	0.0499565533825991	0.696977786413077
SMYD5	29.2425	30.0459	0.0391014817950012	0.341523348748557
SNAI1	7.932105	0.9575095	-3.05034506911845	0.00146333260302231
SNAI2	15.6029	6.116445	-1.35104891902512	0.0017102485245812
SNAI3-AS1	0.787383	0.809912	0.0406995979310349	0.795798580584781
SNAP23	11.66565	15.2174	0.383455189994428	0.0228475151980932
SNAP29	9.507725	11.33925	0.254153140082749	0.00428229766955355
SNAP47	46.20615	37.75185	-0.29153754161062	0.0582074131790312
SNAPC1	16.31045	17.2632	0.0819033289663364	0.430383454502355
SNAPC2	19.86165	22.6096	0.186949989473696	0.149103044693349
SNAPC3	20.48	24.00445	0.229086165404992	0.0256966068797178
SNAPC4	15.73805	13.8551	-0.183839673312532	0.192368548494276
SNAPC5	28.0527	33.3584	0.249910459924108	0.23406668906317
SNAPIN	22.8366	26.3183	0.2047184301179	0.468449547365853
SNCG	1.8318	21.0903	3.52524571647234	0.0142999889451747
SND1	37.23345	49.8745	0.421703077643388	0.00800588925434635
SNF8	35.94085	66.80135	0.89425272972198	0.0846442844397736
SNHG1	184.9285	171.614	-0.107800330398458	0.488813264182484
SNHG10	8.259705	6.64516	-0.313786319240367	0.0376082720598502
SNHG11	13.3289	13.6862	0.0381642117051356	0.731740987733455
SNHG12	81.1148	58.61165	-0.468777717132302	0.0666815006201953
SNHG15	36.7381	56.79105	0.628386569847652	0.0901614227470668
SNHG16	26.29745	21.9396	-0.26138568870955	0.0295409260619363
SNHG3	43.8837	30.1771	-0.540230999465364	0.0146059657062963
SNHG4	15.6228	17.16295	0.135644503266225	0.341715002589302
SNHG5	107.7265	118.2145	0.134033818126011	0.443723359818015
SNHG6	185.5545	216.936	0.225426495426767	0.36696705700497
SNHG7	73.8167	84.45195	0.194183492450248	0.117492527731902
SNHG8	164.337	178.3005	0.117653413179686	0.504826662943656
SNHG9	47.48375	34.5843	-0.457316619438209	0.351582189712289
SNIP1	7.035675	4.61674	-0.607814355004506	0.00690907679369758
SNN	2.860555	1.77765	-0.686323782266075	0.0983555328696728
SNORA1	37.0243	50.65335	0.452185226521987	0.417559232688379
SNORA10	251.5545	288.982	0.200108635598386	0.276390758088146
SNORA13	10.203015	35.7198	1.80772846977222	0.205822688931585
SNORA14B	58.5416	78.5467	0.424088487952546	0.444011325793988
SNORA15	26.8406	37.8846	0.497194593264662	0.320995417862049
SNORA16A	117.289	76.623	-0.6142182984908	0.163166472134945
SNORA17	73.5929	53.7555	-0.453154214783424	0.626546356305183
SNORA18	314.14	374.3465	0.252966610261982	0.363939555509728
SNORA19	21.46695	6.5577	-1.71085542096982	0.370429936279791
SNORA20	31.65815	25.8112	-0.294579735532322	0.274716798854795
SNORA21	35.05245	50.34985	0.522472194925829	0.522168377151968
SNORA22	30.09335	40.09975	0.414148525474245	0.389386674197739
SNORA23	3.35878	9.544425	1.50672098349103	0.148178564682779
SNORA24	105.1082	127.287	0.276209856971565	0.311609814777433
SNORA25	103.07415	97.90545	-0.0742214879354227	0.60058102706879
SNORA27	42.72725	70.2814	0.717986464355929	0.135346088999388
SNORA29	19.52085	25.2944	0.373802144057808	0.323891809252542
SNORA3	78.5204	93.82775	0.256947147493722	0.423063202041797
SNORA31	53.3924	33.7815	-0.660401010364194	0.539691139556275
SNORA32	165.05	151.2785	-0.125696175113138	0.794034577050038
SNORA33	116.5078	127.795	0.133404847608982	0.713762481123115
SNORA34	13.4582	16.248585	0.271828621165497	0.752430941385104
SNORA4	169.688	236.527	0.479120335359854	0.0224384614942252
SNORA40	581.399	578.694	-0.00672790398368229	0.977706441923084
SNORA41	17.854	31.402	0.814609116551586	0.0168595575993427
SNORA43	16.71785	5.496495	-1.60480548100393	0.21690612814099
SNORA44	95.88855	60.57735	-0.662580086316455	0.313745304603489
SNORA45	25.0003	41.6941	0.737897839784355	0.191099790537845
SNORA48	130.8195	76.49915	-0.774061982603927	0.0359739278718403
SNORA50	5.10338	13.087995	1.3587191276756	0.423651161809566
SNORA51	42.32655	44.14005	0.0605253632030148	0.889429524271025
SNORA52	70.10855	81.8293	0.22302711357586	0.581481047143379
SNORA53	3.157495	5.45258	0.788158582717505	0.352659011623516
SNORA55	13.4582	11.23543	-0.260430125966824	0.323970326095779
SNORA56	88.0923	97.042	0.139593363074097	0.803180670288859
SNORA57	95.0726	86.1957	-0.141413714981591	0.393243857952114
SNORA58	1.1708435	2.637405	1.17157087663842	0.201922561308216
SNORA5A	26.9648	21.2213	-0.345564295994554	0.695349707449157
SNORA5B	25.95365	12.9894	-0.998602654674875	0.0730803965244866
SNORA5C	31.38895	38.20875	0.283646290914154	0.800930608602374
SNORA6	110.4491	149.709	0.438779291093374	0.337047330909998
SNORA60	31.79005	26.5508	-0.259819954164563	0.720475116845723
SNORA61	786.3685	538.756	-0.545573500749351	0.104724102900596
SNORA62	50.0092	55.4142	0.148062190794562	0.575671367107566
SNORA63	215.6315	214.845	-0.00527174381048667	0.983885693356425
SNORA64	236.634	200.0235	-0.242487870888028	0.54842591927373
SNORA65	77.8758	67.3571	-0.20934505289347	0.691569650804368
SNORA66	18.797445	12.709655	-0.564611710858827	0.638289563906155
SNORA67	538.6695	527.2195	-0.030996649107154	0.778647712212748
SNORA68	34.1638	28.6084	-0.256029639782559	0.712397683610503
SNORA70	701.989	540.6795	-0.376674766710684	0.246575861020078
SNORA71A	38.2298	39.43235	0.0446820387805437	0.962244008242872
SNORA71B	31.4381	31.25265	-0.00853550406572627	0.989635526559556
SNORA71C	53.80015	73.8431	0.456852924735	0.241422585849356
SNORA72	45.80935	29.7619	-0.622175461198502	0.514091596543119
SNORA75	13.30711	12.955085	-0.0386788036358083	0.971439358646584
SNORA76	184.239	139.69	-0.399349739591569	0.556567976421494
SNORA7A	28.75165	71.0796	1.30579081080088	0.189992200077189
SNORA8	157.459	194.5185	0.304931150594714	0.492962644950564
SNORA81	90.55835	106.508	0.234042220649198	0.517094701883007
SNORA84	11.31352	8.19275	-0.465628170925627	0.745155054616594
SNORA9	56.0098	70.17085	0.325192561590017	0.13931307572577
SNORD10	69.5186	70.10885	0.012197541678389	0.958571838544886
SNORD100	283.7025	258.04715	-0.136744166891646	0.898019772910449
SNORD101	474.8105	405.9955	-0.225888102354535	0.515848218089251
SNORD104	931.5235	930.6085	-0.00141780074522661	0.995091102610803
SNORD107	45.4482	0.01	-12.1500074415128	0.0546846652019333
SNORD108	21.28455	0.01	-11.055590873507	0.500000000000001
SNORD110	706.3005	832.114	0.236499073983341	0.589640673570875
SNORD116-4	61.4068	122.1315	0.991965017213512	0.0173656564895384
SNORD119	69.22605	37.9403	-0.867583944710443	0.243441018237439
SNORD12	169.3525	147.9755	-0.194670952642597	0.511005786091998
SNORD125	73.72851335	85.64605	0.21616404368799	0.902590401998819
SNORD12B	111.299	90.9296	-0.291618718858478	0.206073800170292
SNORD12C	119.447	85.7508	-0.478148584012377	0.140648676320773
SNORD15A	12.88275	24.26815	0.913623544317571	0.306749288884159
SNORD15B	37.60385	21.3768	-0.814834472111834	0.363386453893998
SNORD16	250.6785	279.113	0.155011055579558	0.493351808569776
SNORD17	55.81225	85.7469	0.61950270662402	0.189912266007913
SNORD18A	130.9805	73.948	-0.824769009674533	0.242587738191669
SNORD18B	140.92435	174.421	0.307652835467171	0.643550600398346
SNORD18C	324.257	858.0255	1.40388280494161	0.120974591082379
SNORD19B	130.1538	193.9435	0.575418991267221	0.333749900549197
SNORD1C	73.66735	120.24875	0.706924645788629	0.406524035972071
SNORD2	1294.575	848.9555	-0.608717710238362	0.45074983119583
SNORD21	103.7311	65.0607	-0.672990248879191	0.524142787085415
SNORD22	834.181	658.307	-0.341599914079514	0.174428800345011
SNORD23	596.1	618.402	0.0529906118424687	0.835251670256986
SNORD24	111.1415	233.832	1.07307476016663	0.0378194231097855
SNORD25	1383.186	978.2155	-0.499770942111346	0.528774758101778
SNORD26	901.869	974.628	0.111933778580707	0.578312486200591
SNORD27	1252.55	1308.465	0.0630071395087034	0.831607048663072
SNORD28	2124.88	1481.595	-0.52023023411602	0.196793720290071
SNORD29	2217.01	1677.82	-0.40202732883927	0.19693638259328
SNORD30	808.1	768.255	-0.0729485820184097	0.624480823519893
SNORD31	1094.587	967.709	-0.177741442746027	0.591026110871367
SNORD32A	296.2065	398.684	0.428642408518844	0.615469958235073
SNORD33	191.8345	218.4995	0.187767776758348	0.687656508625424
SNORD34	247.374	428.646	0.79309280540638	0.289200538422911
SNORD35A	130.4585	168.5935	0.369957969539751	0.343894244421702
SNORD35B	384.0105	568.5355	0.566104676341441	0.248327915294813
SNORD36A	3669.11	5446.92	0.570010520919798	0.107293567115733
SNORD36B	274.957	418.9835	0.607687414276711	0.195190885363247
SNORD36C	1441.075	1850.165	0.360508516023984	0.387574616966054
SNORD38A	619.3435	184.6955	-1.74559106194286	0.210008731326416
SNORD38B	656.684	450.6585	-0.543164702598472	0.262445801495791
SNORD42B	149.81945	308.825	1.04356461552292	0.246395164197902
SNORD43	840.9575	553.018	-0.604706452904793	0.556488883486371
SNORD44	1127.8895	1192.614	0.0805014446801088	0.916711777231031
SNORD45A	336.1905	198.4085	-0.760805124366803	0.227084228480963
SNORD45B	1021.102	883.3515	-0.209067458048538	0.262772450708848
SNORD45C	564.09	360.7455	-0.644943963143086	0.225838218727764
SNORD46	48.6592	69.07335	0.505416593558076	0.65009417095525
SNORD47	2327.595	1773.615	-0.39214717541524	0.395135743358018
SNORD48	528.9415	193.1375	-1.45347986331196	0.0194771366414848
SNORD49A	854.938	1320.82	0.627542166138939	0.0821479057135899
SNORD4A	514.9485	586.544	0.187811181492333	0.37126495396145
SNORD4B	76.2111	94.47275	0.309897115326843	0.80325456439352
SNORD5	476.724	957.045	1.00543250375042	0.107553910812263
SNORD50A	127.2605	90.50065	-0.491784635819121	0.468389852226754
SNORD50B	522.026	884.4035	0.760583071207932	0.140725567194454
SNORD52	868.785	626.127	-0.472543879713438	0.503536446945941
SNORD55	971.8095	740.53	-0.392115353227677	0.581803845303484
SNORD56	1011.8055	860.659	-0.233418337926208	0.401072472932872
SNORD57	1198.2785	973.9625	-0.299025122486677	0.535666117413691
SNORD58A	602.092	722.871	0.263754265439761	0.783024795632017
SNORD58B	0.01	406.6675	15.3115620778431	0.5
SNORD58C	506.308	500.5415	-0.0165255917936045	0.916212851055592
SNORD59B	132.78385	160.942	0.277461178267443	0.832736682821472
SNORD6	457.5355	303.417	-0.592581765990417	0.30786987475229
SNORD60	248.0775	240.0135	-0.0476753372354662	0.948232271321878
SNORD63	227.391	316.28	0.476027175410822	0.544044469023168
SNORD64	7.36245	0.01	-9.52404212109514	0.5
SNORD65	604.42	873.6285	0.531468521977901	0.444675870839411
SNORD68	670.548	956.652	0.512653604309876	0.217549012140608
SNORD69	92.3304	113.1431	0.293270963023644	0.799003644004709
SNORD74	813.362	567.264	-0.519877280287252	0.201182586257291
SNORD76	1827.695	2370.255	0.375016939389473	0.146467762831548
SNORD77	833.8335	198.39	-2.07142002745454	0.155447246909926
SNORD79	1724.18	1143.8965	-0.591953873311209	0.143412831950645
SNORD80	2993.88	3025.755	0.0152787782756704	0.95429203969639
SNORD83A	153.5745	138.3605	-0.150506553887352	0.141598024393648
SNORD83B	311.0825	238.707	-0.38205636452342	0.587850597186951
SNORD84	365.5	257.3255	-0.506276976308994	0.0655307817200755
SNORD86	816.5665	997.526	0.288784063347983	0.693379782173992
SNORD87	724.44	1097.4435	0.599208554890868	0.336864572567858
SNORD88A	40.41305	30.4666	-0.4075927291162	0.757387748621762
SNORD88B	283.0435	303.5665	0.100988798284322	0.644942378333428
SNORD88C	182.219	121.042	-0.590165666203075	0.471851804867418
SNORD89	83.38455	61.0128	-0.450668156691021	0.198843594184251
SNORD94	16.3392	37.1456	1.18485398165963	0.10918465796011
SNORD95	369.135	460.762	0.319873204610616	0.579586152479415
SNORD96A	2747.75	2416.82	-0.185140720621016	0.353125188139333
SNORD97	11.087315	14.09965	0.346749318300537	0.548739165214131
SNORD99	184.392	203.825	0.144554950414121	0.741742060158261
SNRK	2.0133	2.875745	0.514373590869138	0.0229939414512669
SNRK-AS1	3.661215	4.51043	0.300942482294164	0.145727541675504
SNRNP200	66.7062	62.8029	-0.0869896799180234	0.499717477914981
SNRNP25	34.7072	39.90785	0.201437576449449	0.207897410334706
SNRNP27	43.67365	39.4221	-0.147758478324648	0.0914924918625319
SNRNP35	8.24639	10.24091	0.312509319955127	0.0883429888520708
SNRNP40	67.6751	55.7911	-0.278590117809648	0.106727101142945
SNRNP48	10.10997	8.69159	-0.21808668986647	0.0970186205098797
SNRNP70	136.7175	146.019	0.0949581834572769	0.328448789109822
SNRPA	57.05475	48.91935	-0.221941766082538	0.166920127981859
SNRPA1	114.0745	89.38925	-0.351803082660232	0.115735069907546
SNRPB	399.171	523.5695	0.391374145154971	0.0677337195937845
SNRPB2	83.4793	88.31115	0.0811770982410642	0.523632127819189
SNRPC	144.457	106.49215	-0.439893027702671	0.176040912743826
SNRPD1	106.607	140.2675	0.395878603969233	0.132928887433047
SNRPD2	279.3135	333.746	0.256865241193842	0.336902770582175
SNRPD3	117.786	121.554	0.0454292980164478	0.443909513034136
SNRPE	116.8715	99.1975	-0.236547493626922	0.37422803002874
SNRPF	154.375	198.2365	0.360783484358231	0.165808036522077
SNRPG	312.953	346.0385	0.144986553854212	0.191596431829967
SNRPN	40.59825	50.15365	0.304937157810184	0.0170639274645183
SNTA1	2.60412	2.429365	-0.100216666605934	0.174964707062313
SNTB2	9.388865	8.92869	-0.0725022426052605	0.569692733711808
SNUPN	27.93045	34.9132	0.321933776719986	0.0270024300023452
SNURF	12.71285	23.3453	0.87684463437394	0.448998196993302
SNW1	35.79675	36.7445	0.0376997096213133	0.437956271952109
SNX1	9.724045	11.11635	0.193054688982778	0.156257221289832
SNX10	7.88276	7.481925	-0.0752913464817312	0.688466110763437
SNX11	2.46926	3.93356	0.671756837090547	0.135105390163499
SNX12	45.69015	44.8025	-0.0283039413254578	0.619658181842212
SNX13	7.35913	6.86436	-0.100410003562442	0.339297646426838
SNX14	29.654	28.7756	-0.0433807113626998	0.283973827928201
SNX15	6.81925	7.89505	0.211335326442183	0.121486098985763
SNX16	3.8092	4.448665	0.223884424814409	0.0399642486142433
SNX17	42.7605	46.55445	0.12264035461979	0.442131712151724
SNX18	2.88127	3.110185	0.110295537407129	0.508356918713193
SNX19	5.32762	7.76974	0.544375138492415	0.0158853257437002
SNX2	31.8529	50.8149	0.673826861142368	0.00684673457495266
SNX21	6.49998	4.282505	-0.601980348356788	0.0195654313814537
SNX22	1.214695	1.33534	0.136613012729661	0.0365483828541198
SNX24	6.72248	10.078375	0.584197579697404	0.0502061776368407
SNX25	16.83315	15.5633	-0.11315717662623	0.153116895747654
SNX27	4.844805	4.688485	-0.0473167823799132	0.66043531393124
SNX29	1.486645	2.23057	0.585352240194223	0.0863386880140008
SNX3	96.63305	118.104	0.289469224790082	0.0126503077709898
SNX30	7.919095	10.26017	0.373647162463237	0.139414052161646
