SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
STEAP2	3.26546	1.58792	5.63882	2.52689
STEAP3	19.6119	8.868205	15.80675	10.95515
STEAP4	10.2911	3.44278	8.255895	6.451815
STIL	17.91065	17.946	12.38745	15.9547
STIM1	18.2371	16.98755	22.2921	22.4123
STIM2	5.486595	11.58875	6.02182	13.22305
STIP1	262.1845	304.1045	297.716	370.9095
STK10	7.618575	8.54798	6.75037	5.88465
STK11IP	8.30015	7.707425	5.57697	5.581195
STK16	7.37242	8.52699	6.13815	6.54071
STK17A	21.79215	31.9018	25.28525	33.10345
STK17B	3.565985	5.576745	2.822395	4.206105
STK19	6.68689	8.29368	4.27562	4.734235
STK24	24.0762	21.6661	25.5891	25.8631
STK25	17.55695	17.33475	15.30755	15.52885
STK3	22.76675	33.7736	20.13095	27.71995
STK32C	9.91019	10.234335	8.14177	11.46345
STK35	10.5917	13.0548	11.3608	12.78645
STK36	5.31301	2.856985	3.573705	2.681185
STK38	18.18265	18.8442	12.8063	12.7961
STK38L	7.79698	12.52875	12.16375	17.52915
STK39	23.75035	17.1357	20.84675	21.70555
STK4	15.24845	16.08925	15.31175	17.60005
STK40	26.54485	57.6549	13.9942	20.32365
STMN1	233.564	195.3025	145.4425	159.4995
STMN3	26.92865	18.12625	44.7463	35.7408
STOML1	4.65462	7.63354	6.143175	7.78034
STOML2	112.7655	54.14635	157.5785	93.60045
STON1	1.0158985	0.450936	0.360116	0.3086665
STOX1	0.785526	1.72519	1.050194	3.00579
STPG1	4.942365	5.69292	1.745315	1.79228
STRA13	146.564	114.604	107.69885	105.0705
STRA6	15.5156	6.751885	6.89319	4.99009
STRADA	5.84783	12.0298	5.076195	11.0029
STRADB	9.551165	8.280355	6.20467	6.14898
STRAP	317.9465	317.622	350.8985	379.101
STRBP	8.87759	7.463115	13.92065	15.5719
STRIP1	14.4518	15.7486	11.09835	12.06515
STRIP2	7.5237	9.600205	15.09055	18.1472
STRN	3.838	4.28371	4.255945	5.28873
STRN3	8.73254	6.833965	8.2877	6.75955
STRN4	29.8461	20.3596	37.65025	30.6101
STS	3.110055	2.67075	2.69197	2.73764
STT3A	80.94425	55.64135	85.9196	64.1622
STT3B	64.5869	61.3049	67.2606	72.8018
STUB1	31.0525	40.7594	30.6071	42.89485
STX10	41.9754	22.7877	43.66345	25.176
STX12	12.7788	21.57415	8.685585	14.5297
STX16	41.5832	56.14465	42.73525	48.2201
STX16-NPEPL1	2.31797	4.13838	0.890278	1.004451
STX17	10.16115	10.9921	10.17867	13.50925
STX18	12.90235	10.04382	13.47905	11.0846
STX1A	7.720545	13.18675	9.156665	14.1195
STX2	2.939345	2.260425	5.003945	4.725845
STX3	8.66836	16.40705	12.80015	16.3972
STX4	29.2869	38.61735	31.82015	32.06195
STX5	21.09685	45.6523	24.20675	42.77275
STX6	18.66305	22.1382	18.4201	18.54415
STX7	8.94948	17.19855	9.88465	15.8731
STX8	19.9204	25.0071	21.36515	23.0758
STXBP1	4.28764	10.178755	8.71211	20.9301
STXBP2	21.95115	20.24625	22.1639	20.61325
STXBP3	23.9903	37.15775	19.6923	27.23855
STXBP4	1.1983	2.08683	1.35712	1.842465
STXBP5	3.573155	2.96973	4.34007	4.25119
STYK1	1.141785	0.543154	0.605443	0.1942415
STYX	9.37295	9.86816	11.306	11.283
STYXL1	26.5468	23.9749	31.9898	28.93695
SUB1	22.6623	22.36095	43.3241	44.8073
SUCLA2	31.46715	29.42265	44.2178	39.5166
SUCLG1	87.0211	90.4879	112.3405	110.77
SUCLG2	82.27985	74.98135	65.41055	68.31735
SUCO	6.408475	9.15144	4.742745	6.592735
SUDS3	12.90875	6.935655	16.19105	10.3298
SUFU	5.09441	8.78575	3.486315	5.94493
SUGP1	16.3665	25.8427	19.4513	25.26695
SUGP2	34.39555	31.9846	40.29585	40.8697
SUGT1	43.6025	52.0191	42.50145	49.9063
SULF1	0.0248286	0.01016505	1.07613	0.2239425
SULF2	22.37765	8.97665	43.5774	29.1261
SULT1A1	10.166395	8.74539	6.187435	4.42842
SULT1A2	2.52554	7.050315	2.50711	2.72579
SULT1B1	1.83594	0.269515	0.5991685	0.0751814
SULT1E1	9.49978	1.8082	5.24359	0.7026265
SULT2B1	1.57354	1.29543	1.097725	0.6021315
SUMF1	18.7212	14.3651	27.1229	22.42085
SUMF2	83.01475	78.71525	62.0079	64.61755
SUMO1	69.45065	68.43055	65.19655	66.32935
SUMO2	245.7105	168.3085	206.653	184.6155
SUMO3	67.2538	55.81455	70.92175	74.05275
SUN1	32.902	42.32325	30.51785	38.5234
SUN2	24.09535	28.96545	22.3889	29.5827
SUOX	4.93896	7.50414	4.05449	4.583225
SUPT16H	123.762	93.01135	139.5555	130.2945
SUPT20H	17.97775	16.0119	18.0209	14.526
SUPT3H	1.894035	1.3744	1.444885	1.090085
SUPT4H1	33.03455	42.61055	41.88485	48.9432
SUPT5H	41.46255	58.15315	44.5749	56.26255
SUPT6H	25.9641	48.1975	30.41905	44.2331
SUPT7L	11.4174	10.316985	14.8404	12.6748
SUPV3L1	31.76055	22.6057	34.8398	29.7034
SURF1	40.3096	83.62315	36.20885	60.45855
SURF2	48.33825	56.5895	66.36935	67.3655
SURF4	112.371	139.5625	117.488	140.1735
SURF6	41.07835	36.0996	49.67565	42.3012
SUSD1	5.366065	2.29279	5.005395	3.014245
SUSD2	0.272664	0.2085775	4.24374	3.847655
SUSD4	1.43811	0.678234	1.85697	1.290085
SUV39H1	17.05185	6.320615	14.222	9.130295
SUV39H2	10.72355	8.881495	13.5927	13.08
SUV420H1	20.40825	14.0064	14.14135	10.2294
SUV420H2	6.88429	5.61184	4.032115	3.756745
SUZ12	23.452	14.9866	37.368	33.21155
SUZ12P1	2.850155	1.64381	3.04285	2.367245
SVIL	6.41774	5.13118	7.833215	6.248115
SVIP	10.7142	10.058875	12.9055	16.16165
SWAP70	8.979305	8.883355	12.9066	16.39965
SWI5	43.31585	58.6042	46.22395	61.7089
SWSAP1	2.55015	3.55266	3.00875	3.466015
SWT1	1.30205	1.609025	0.9561895	1.437595
SYAP1	38.7268	55.179	32.5922	46.54025
SYBU	5.446955	3.415925	7.909965	6.634595
SYCE1L	0.697861	1.41091	0.2711395	0.4410325
SYCE2	0.925933	0.707813	1.148397	1.687375
SYCP2L	2.07525	1.10993	1.84381	1.0455635
SYCP3	1.907425	0.875427	1.682765	1.180105
SYDE1	5.415425	0.577029	5.322075	1.23441
SYDE2	1.805555	1.637485	1.60579	1.403615
SYF2	36.7634	36.06645	26.86175	24.1735
SYK	1.3477	0.3473465	0.146795	0.1079866
SYMPK	25.0264	21.38765	31.38045	29.9138
SYN1	3.744135	1.615955	2.45631	1.16979
SYNC	18.553	10.316565	14.4577	12.0355
SYNCRIP	133.487	114.5575	149.5575	135.409
SYNE2	3.06735	3.09419	3.67942	4.50054
SYNE3	1.051999	0.745253	0.830588	0.7481815
SYNE4	9.63879	3.711745	6.790605	3.104615
SYNGAP1	4.548205	2.114835	2.072095	0.9780545
SYNGR1	11.6958	5.451295	5.28707	2.89548
SYNGR2	43.14	30.84625	36.9374	30.02065
SYNGR3	0.9050625	0.6489905	0.747564	0.6830325
SYNGR4	1.28179	0.5683245	0.537071	0.1866625
SYNJ1	1.797365	4.19813	1.708865	3.3972
SYNJ2	5.5447	5.80184	6.89918	7.40046
SYNJ2BP	6.313655	8.71555	5.44407	7.91889
SYNM	5.297305	12.5381	11.85445	22.7504
SYNRG	4.200105	4.986585	4.425885	5.30501
SYP	0.7961185	3.579495	2.36007	4.559225
SYPL1	53.51505	43.70775	70.0131	71.8736
SYS1	9.783075	18.37375	12.5792	18.08595
SYS1-DBNDD2	0.8559475	0.906015	0.3749525	0.206482
SYT12	35.8827	7.97499	15.4361	6.87978
SYT14	6.471505	3.0949	8.65617	4.03229
SYT8	1.042298	0.186319	1.67282	0.2762115
SYTL1	2.58757	0.975767	0.6328235	0.318933
SYTL2	1.49525	2.97105	1.279285	2.09982
SYTL3	1.05313	2.066545	0.8110915	1.07603
SYVN1	27.04135	34.22475	23.02245	28.04365
SZRD1	61.13945	99.11875	54.51935	78.03505
SZT2	6.324835	8.83639	2.979925	4.41629
TAB1	11.5569	9.088815	12.5131	12.0423
TAB2	22.11655	22.69405	20.29915	19.95785
TAB3	9.41424	13.8769	7.334525	7.88568
TACC1	9.94351	10.79115	7.966465	10.35475
TACC2	7.41095	4.37468	5.45882	3.889505
TACC3	76.59225	89.36385	49.1574	67.7247
TACO1	38.51385	15.8512	42.4326	23.44635
TACSTD2	44.77105	107.857	37.14	49.70295
TADA1	7.94048	5.09448	8.011985	5.53945
TADA2A	10.7302	10.32447	17.20865	15.91935
TADA2B	4.885055	4.707665	5.278935	5.25906
TADA3	49.3225	45.33355	54.99555	47.90715
TAF1	9.56657	9.189665	8.609865	7.342455
TAF10	61.7806	87.9428	66.41785	85.725
TAF11	38.71495	34.64655	26.04005	25.46435
TAF12	26.8359	64.4432	18.4339	38.04035
TAF13	34.14635	69.9702	30.66825	49.7904
TAF15	79.56085	84.3277	101.9125	106.1101
TAF1A	21.05845	16.99015	16.06525	13.74265
TAF1B	21.1094	21.5393	21.7364	23.78285
TAF1C	26.16615	22.8761	19.2935	17.19855
TAF1D	39.55975	41.8958	45.93415	46.2718
TAF2	22.88085	21.804	19.2925	21.42075
TAF3	3.965885	7.946285	7.162525	11.43805
TAF4	10.8476	10.155915	10.0897	11.53445
TAF4B	8.56438	6.597565	11.699	11.20995
TAF5	9.73867	6.68524	7.012385	6.643975
TAF5L	35.0229	27.7953	27.80555	27.81505
TAF6	26.83535	25.6864	27.7951	30.61015
TAF6L	16.71905	22.0474	14.554	19.1027
TAF7	61.9466	97.7105	67.0882	88.55335
TAF8	9.503535	15.6097	7.211835	9.88605
TAF9	114.188	324.401	144.3205	229.7205
TAF9B	8.6796	8.10717	5.840245	6.66949
TAGLN	1.1537885	0.888115	2.534455	2.00662
TAGLN2	456.3455	491.744	402.3595	412.2355
TALDO1	105.465	119.457	120.371	143.4455
TAMM41	23.713	14.8416	31.7931	20.87325
TANC1	11.82425	12.14575	7.708905	9.53114
TANC2	4.23766	3.586615	4.061555	4.419255
TANGO2	8.393365	13.15195	5.99625	9.052075
TANGO6	10.2361	3.837555	10.21305	5.99524
TANK	30.23715	29.03485	28.10225	24.75985
TAOK1	8.536145	8.680285	10.81609	8.88856
TAOK2	22.28755	36.11785	21.2403	32.79435
TAOK3	5.337475	11.7635	8.88218	15.00925
TAP1	28.13195	22.6174	23.95965	24.802
TAP2	48.9451	33.53585	33.57115	28.9853
TAPBP	26.85195	22.8728	18.2176	16.2225
TAPBPL	3.195915	2.095985	5.08124	4.03824
TAPT1	4.27114	3.198575	2.558595	1.92889
TARBP1	24.77725	16.9814	27.77995	22.4431
TARBP2	14.7172	13.02075	22.48545	18.87765
TARDBP	75.13585	82.4185	63.0807	69.69365
TARS	52.71595	59.78565	98.0126	92.16385
TARS2	17.8052	9.815885	18.4129	12.8715
TARSL2	0.5087105	2.288495	0.9610325	2.19893
TAS1R3	0.931873	0.682745	0.622233	0.671121
TASP1	22.45365	20.38485	24.3537	24.05215
TATDN1	58.8157	40.94935	46.81875	36.2506
TATDN2	28.3865	25.3278	43.22595	40.9787
TATDN3	5.416785	2.254035	4.052705	2.409605
TAX1BP1	29.5833	52.1392	29.8501	45.0559
TAX1BP3	85.6688	300.0155	60.67445	189.786
TAZ	42.34715	24.5433	32.09215	23.39595
TBC1D1	11.3548	5.441195	8.04366	6.065895
TBC1D10A	9.08731	10.1477	6.880105	6.689965
TBC1D10B	24.8699	20.89005	28.9364	26.82445
TBC1D10C	0.2198485	1.178085	0.127519	0.435203
TBC1D12	1.88298	2.39877	1.77294	2.55193
TBC1D13	11.72655	14.99325	11.6619	12.89865
TBC1D14	11.69065	8.58115	14.40085	11.585
TBC1D15	7.17446	5.754025	10.32595	8.89006
TBC1D16	11.00395	14.597	4.921	9.09051
TBC1D17	8.142625	12.8056	9.353345	11.19975
TBC1D19	1.93296	1.85762	1.477865	0.9206525
TBC1D2	8.073665	16.90635	9.870335	17.80515
TBC1D20	4.604405	7.140485	5.848635	8.084355
TBC1D22A	5.214865	4.95017	3.473615	3.31528
TBC1D22B	7.524055	6.63997	4.881445	4.35142
TBC1D23	13.86715	19.2805	11.75795	13.58635
TBC1D24	5.11918	6.942425	4.26596	6.99066
TBC1D25	8.32231	9.42578	5.597645	5.998205
TBC1D2B	9.58707	6.05461	12.59925	11.07915
TBC1D30	2.81524	0.7939505	3.74196	1.69694
TBC1D4	14.76475	12.3943	17.48665	16.35985
TBC1D5	19.47475	11.3404	27.49625	20.7855
TBC1D7	20.36155	35.25875	15.23405	26.4577
TBC1D8	13.36815	15.8933	14.7498	15.4822
TBC1D8B	0.78542	1.16005	0.477088	0.7115955
TBC1D9	3.05738	2.60849	4.90017	4.96688
TBC1D9B	37.1618	29.4569	36.3304	35.4972
TBCA	244.6515	247.8375	239.372	224.295
TBCB	38.3469	52.2516	40.2694	51.92065
TBCC	7.694895	10.8105	5.403065	6.71889
TBCCD1	6.108955	10.53445	5.8525	9.661775
TBCD	42.10315	42.8855	37.52925	45.7743
TBCE	34.55575	63.06595	22.80345	40.2921
TBCEL	1.91742	2.025755	4.02445	3.938215
TBCK	2.659775	2.955575	3.65985	3.820475
TBK1	13.823	14.726	17.8616	19.69455
TBKBP1	1.608105	0.1799345	0.596053	0.168833
TBL1X	19.04185	8.602935	14.208	8.05435
TBL1XR1	34.08015	13.09715	33.23775	18.7978
TBL2	23.42475	23.1569	35.7482	33.66325
TBL3	40.5813	38.04605	36.19705	37.7263
TBP	24.57195	21.44575	24.7735	23.9744
TBPL1	21.74425	29.2794	26.36735	31.6141
TBRG1	6.22657	9.065845	8.892225	11.8573
TBRG4	78.27865	78.82785	96.27375	103.8678
TBX18	8.91659	5.175535	9.559345	6.60098
TBX19	0.848471	1.768955	0.5913745	1.195605
TBX2	1.170955	0.524255	0.755218	0.6356595
TBX20	3.13347	2.85047	3.693005	3.698965
TBX6	1.59325	0.2375355	0.8345625	0.3662605
TC2N	2.37396	1.68178	3.21246	2.797085
TCAIM	7.73803	9.81565	8.098005	10.45875
TCEA1	58.5031	39.32995	58.2002	54.1505
TCEA2	15.80335	8.813575	12.65745	8.093615
TCEAL1	8.3135	4.352535	8.58413	5.428295
TCEAL3	1.626685	1.89468	1.809945	2.05315
TCEAL4	36.82565	28.57425	46.4191	35.4421
TCEAL8	3.46513	1.30336	0.205527	0.12395175
TCEANC	0.6390645	1.29091	0.5133615	0.8134435
TCEANC2	4.421265	2.260585	3.23775	2.406345
TCEB1	41.95005	44.58195	37.7224	42.27125
TCEB2	207.6165	224.321	204.6645	197.961
TCEB3	24.1841	22.6864	15.71015	14.8753
TCERG1	39.1585	14.056	38.3536	21.75265
TCF12	8.39475	3.305525	11.2763	6.544325
TCF19	24.7764	12.91755	14.1602	14.03195
TCF20	12.73675	8.534335	19.28545	14.9263
TCF25	25.50065	47.1279	18.40455	31.52235
TCF3	38.87915	19.1301	48.48445	32.09255
TCF4	2.9152	0.83922	2.79627	1.205265
TCF7	3.41502	1.018169	4.51137	1.98723
TCF7L2	8.89316	6.66068	6.69541	4.42315
TCFL5	22.6412	16.8777	19.6307	20.31655
TCHP	13.08755	7.95735	16.49185	12.565
TCIRG1	20.3295	24.4156	9.13406	12.95335
TCN1	0.589423	0.504172	10.2733	4.83259
TCOF1	52.4775	19.94205	60.5359	44.3157
TCP1	342.6455	267.5405	376.05	354.952
TCP11L1	9.38274	10.31875	12.88935	15.11285
TCP11L2	1.87187	2.692715	1.508195	1.527695
TCTA	9.3242	19.5474	8.55861	12.04665
TCTE3	1.0181675	1.45845	1.0175375	1.009396
TCTEX1D2	24.7765	22.12975	18.3922	18.16705
TCTEX1D4	0.997834	5.566815	0.5606875	1.29005
TCTN1	7.25714	5.24416	6.29269	5.24586
TCTN2	3.754615	2.206295	3.80737	2.936255
TCTN3	21.14195	22.658	18.1705	22.669
TDG	28.7822	23.75455	33.69755	30.23905
TDP1	8.076235	5.21464	6.064595	4.869595
TDP2	34.5005	32.29995	21.4864	22.0323
TDRD3	8.435805	2.6644	7.379595	2.853065
TDRD5	0.9407575	0.6806355	1.95478	1.365955
TDRD7	6.88924	5.6508	7.26856	7.645575
TDRKH	6.36158	13.9126	7.87788	13.8972
TEAD1	12.01915	13.5648	21.51755	19.28375
TEAD2	13.7718	4.21225	5.89085	2.736225
TEAD3	13.8847	10.271985	5.532155	5.101695
TEAD4	29.291	14.1872	38.36305	30.5426
TEC	0.5683005	1.31628	0.8447945	1.57584
TECPR1	1.272475	3.16473	1.45598	2.77405
TECPR2	3.922225	6.45162	3.783955	6.30352
TECR	94.3648	143.2915	101.21735	152.7325
TEF	1.35975	0.9089375	0.670859	0.7478145
TEFM	11.8573	11.11705	13.26825	14.72335
TEKT4P2	7.807045	6.669645	7.67279	6.868505
TELO2	16.94545	13.42595	16.62445	18.06645
TEN1	11.8745	13.05015	8.165235	8.583915
TEN1-CDK3	0.8760555	0.9187925	0.6264475	0.5677945
TENC1	1.19102	0.8298545	0.6664335	0.4707145
TENM3	5.008995	4.001055	4.786605	6.96204
TEP1	3.051955	7.07977	3.0198	5.46351
TERF1	17.2997	14.20415	14.1673	15.4246
TERF2	17.0772	16.84755	18.41325	17.41925
TERF2IP	21.50985	34.24295	24.1256	31.0317
TERT	2.843595	0.582877	2.76964	1.445115
TES	18.8476	29.6946	34.45165	38.5347
TESK1	5.513175	6.25644	5.92928	6.78483
TESK2	1.187335	3.917645	1.426675	4.54699
TET1	0.9604525	0.217494	0.3856635	0.09882845
TET2	2.607375	2.119405	2.46871	1.7443
TET3	5.049945	2.2708	5.325835	2.6868
TEX10	36.78715	24.1935	45.62945	37.1933
TEX14	0.0366409	1.005078	0.05454255	0.39468
TEX19	0.3025475	0.2649985	0.6022535	1.006366
TEX2	8.901555	11.7526	11.6978	17.61125
TEX261	60.92295	55.5129	57.38985	56.8726
TEX264	46.8768	39.1504	54.92175	51.2581
TEX30	23.0636	25.25285	28.12115	38.21215
TEX9	0.442503	0.6804795	0.9222835	1.22474
TFAM	30.03405	25.2993	27.7736	27.66765
TFAP2A	27.14645	47.83625	14.114	16.88225
TFAP2C	22.1805	21.37835	26.3256	28.7788
TFAP4	19.0418	3.412585	23.13665	8.592755
TFB1M	6.49938	5.667735	6.704125	6.080825
TFB2M	40.07755	23.96315	39.26585	28.8177
TFCP2	11.6979	10.64125	13.80335	11.84785
TFCP2L1	29.3143	13.99355	23.6645	17.34205
TFDP1	113.3595	67.29125	132.767	97.8269
TFDP2	5.225665	3.44283	4.873125	4.84269
TFE3	34.7072	48.2712	34.6427	33.4169
TFEB	7.18524	2.04045	4.66534	1.285265
TFG	97.62395	97.08615	81.0744	72.70935
TFIP11	12.69105	18.37145	16.34515	22.2051
TFPI2	10.48305	18.7835	12.9571	18.4956
TFPT	8.386135	9.198445	8.69985	9.12431
TFRC	108.272	97.7455	182.655	197.5715
TGDS	10.8231	9.06455	9.65992	7.66466
TGFA	20.25495	23.39825	23.67655	25.74485
TGFB1	28.6337	31.1796	15.4861	18.5613
TGFB1I1	1.981195	0.2197845	1.53611	0.4397865
TGFB2	16.32075	4.04154	12.46675	6.6381
TGFB3	1.0075265	0.5872985	0.732974	0.3107695
TGFBI	24.37115	24.3368	9.63399	8.57295
TGFBR1	10.7728	11.27115	12.79525	14.85365
TGFBR2	36.363	22.4588	50.60835	35.04965
TGFBR3L	2.501715	1.142695	1.10735	0.621121
TGFBRAP1	13.9755	6.39314	17.4866	12.27425
TGIF1	23.7457	33.3855	33.3571	44.5432
TGIF2	6.786665	0.7833655	4.26385	0.849053
TGIF2-C20orf24	2.61243	0.472094	1.466395	0.792755
TGM1	1.97231	0.5672405	3.21666	0.938432
TGM2	17.98235	11.6476	8.15024	6.465935
TGM4	0.8759635	1.62363	1.473165	0.706186
TGOLN2	32.4119	35.8442	44.3194	50.5128
TGS1	13.54725	13.165	13.00225	13.1029
THADA	15.1113	18.0859	15.7985	17.94195
THAP1	8.639025	8.810425	10.5885	10.4536
THAP10	3.87009	4.25597	5.000635	6.254245
THAP11	57.2163	42.69695	59.1618	53.0775
THAP2	0.8985105	0.9492515	0.9612775	0.9944315
THAP3	7.86052	9.477805	5.441575	5.92376
THAP4	27.0553	14.84935	30.97725	20.34315
THAP5	11.61785	10.008035	15.77385	14.63945
THAP6	4.84342	7.19482	6.4192	9.83387
THAP7	27.48295	22.8652	27.735	28.6365
THAP7-AS1	2.933305	5.04799	1.63499	3.4375
THAP8	2.41732	7.127585	1.861965	5.56503
THAP9	2.190225	3.49939	1.93517	3.114635
THAP9-AS1	21.4366	15.5219	18.689	13.34925
THBS1	128.85	25.6006	305.2545	70.1617
THBS3	3.91418	3.678705	2.76076	2.362705
THEM4	3.760595	5.765205	3.49117	3.82217
THEM5	2.840615	2.606235	1.705085	1.04265
THEM6	23.79495	19.95015	19.2356	27.931
THEMIS2	2.58514	4.776685	0.661716	0.600569
THG1L	11.3815	17.37895	19.06045	27.82425
THNSL1	7.06063	9.93547	7.542655	12.30445
THNSL2	12.3961	11.36025	11.56885	11.0845
THOC1	21.06985	20.7227	30.07395	35.19235
THOC2	19.1701	16.9631	21.2712	22.66485
THOC3	11.55505	9.466305	11.30745	11.0022
THOC5	22.84535	22.87905	24.85765	23.2203
THOC6	34.1582	39.16865	43.56245	55.97495
THOC7	76.3807	42.23735	81.2664	53.85805
THOP1	56.6955	43.0776	92.9371	90.94365
THRA	9.07775	2.82639	9.594825	5.121685
THRAP3	54.8824	86.03	48.4663	60.22375
THRB	3.0284	1.83533	3.19083	2.170895
THSD4	3.028425	3.2681	4.26196	6.22406
THTPA	5.75596	4.05398	7.78994	3.85033
THUMPD1	22.37545	18.77885	27.6425	23.3531
THUMPD2	14.77945	3.958905	14.63685	7.91621
THUMPD3	22.78985	25.84195	29.14205	35.25495
THYN1	15.20105	9.1164	14.7175	10.21177
TIA1	19.94775	16.89435	20.84725	16.56325
TIAF1	2.10008	2.09319	1.773795	1.1615145
TIAL1	24.8686	25.2769	22.48515	21.01835
TIAM1	2.447915	5.353325	3.26146	6.636175
TICAM1	6.440365	5.034535	12.2131	9.783105
TICAM2	1.37314	0.223324	0.7950415	0.4545135
TICRR	13.59555	10.04178	15.8055	16.95135
TIFA	6.688795	2.731805	7.271055	4.36645
TIGD1	6.240085	5.22919	3.854285	2.916
TIGD2	6.89238	8.566695	6.089725	7.7803
TIGD3	0.9271875	1.51691	1.217035	2.209365
TIGD4	0.96561	0.507531	0.561053	0.275304
TIGD5	8.01115	3.78182	5.44062	4.01459
TIGD6	1.089275	1.79879	1.172495	1.836075
TIGD7	2.65289	2.03814	1.58284	0.972762
TIMELESS	15.0331	15.0653	22.90715	30.1349
TIMM10	153.893	106.599	160.7825	127.446
TIMM10B	15.59315	14.9961	22.26545	20.2147
TIMM13	47.0413	36.4021	66.34865	51.36565
TIMM17A	112.365	124.412	113.652	117.2895
TIMM17B	83.63125	72.95125	57.59895	50.1415
TIMM21	51.15095	19.406	65.50765	34.8955
TIMM22	33.5375	35.36965	32.251	30.49665
TIMM23	82.3925	60.0756	86.78495	67.4682
TIMM44	37.7363	29.78635	63.5223	47.91135
TIMM50	30.5918	26.2487	40.1651	36.398
TIMM8A	17.7207	17.889	20.61955	23.82835
TIMM8B	51.88615	51.45465	64.6246	65.07965
TIMM9	46.80405	26.1584	56.44825	37.16055
TIMMDC1	93.7229	95.1536	99.7737	88.6667
TIMP1	934.6775	2569.535	454.266	612.774
TIMP2	11.3112	10.7846	9.187615	10.72085
TIMP4	8.90272	6.35922	6.82887	6.22919
TINAGL1	46.53205	106.457	32.87	54.77225
TINF2	12.67745	21.79915	11.17975	18.71315
TIPARP	9.002455	17.7935	9.311405	12.9895
TIPIN	22.13085	7.679065	28.16425	17.31935
TIPRL	34.82985	42.60975	27.6424	31.6746
TIRAP	4.98274	3.978575	4.33375	4.27237
TJAP1	9.10167	10.76155	5.9747	6.12861
TJP1	25.48905	42.48275	39.47895	54.92235
TJP2	37.48885	38.5797	43.1805	39.72085
TJP3	1.61366	1.085145	1.179615	0.7506535
TK1	90.47545	128.755	62.8375	105.8235
TK2	12.52105	6.84097	10.99945	9.579455
TKT	255.8665	223.4595	270.087	254.093
TLCD1	18.61005	22.30745	14.8197	17.73875
TLCD2	0.95117	1.596115	0.8029565	0.7316925
TLE1	13.0299	14.09575	16.988	19.5653
TLE2	0.5001455	0.371052	1.353405	1.031751
TLE3	9.55278	8.32223	7.96735	8.78773
TLE4	3.512585	8.12738	7.06746	10.6971
TLK1	11.71935	6.551615	11.0712	7.016985
TLK2	11.30085	8.31084	11.984	10.1594
TLL1	1.918655	0.5819115	1.286915	0.4247305
TLN1	16.3043	20.56075	21.5693	29.10745
TLN2	0.3242155	0.7525485	1.45181	2.54966
TLR2	3.12268	1.12334	1.56944	0.743771
TLR3	1.547345	0.0377192	1.050455	0.11327685
TLR4	4.71738	1.24235	4.400575	0.823552
TLR5	0.4354765	1.196945	0.2360545	0.504414
TLR6	1.100665	0.738256	0.627501	0.3278925
TLR8-AS1	9.258465	34.1642	9.253525	37.4084
TLX3	12.2133	6.517055	3.327865	1.881
TM2D1	11.14925	6.177645	9.244735	5.763805
TM2D2	10.08431	16.4311	10.277675	14.10245
TM2D3	18.07725	20.44385	22.23645	26.559
TM4SF1	51.856	46.05965	49.5859	22.93805
TM4SF19	6.657365	3.6562	5.70563	1.505495
TM4SF19-TCTEX1D2	3.175825	1.154848	1.953225	1.78726
TM6SF1	1.26085	0.284351	1.452175	0.670295
TM7SF2	7.37917	36.38755	4.028715	13.0587
TM7SF3	31.0446	22.2818	46.09115	34.38565
TM9SF1	19.3992	14.12905	22.3005	17.10755
TM9SF2	52.58795	40.34885	50.5522	43.05725
TM9SF3	34.49225	32.2498	31.1426	29.8127
TM9SF4	24.14325	19.1972	26.86035	21.80165
TMA16	31.20175	21.45015	28.66945	26.53735
TMA7	318.963	272.895	335.0545	303.9345
TMBIM1	41.30975	37.22755	38.70715	28.48795
TMBIM4	9.644405	4.354495	11.2718	7.80868
TMBIM6	221.848	293.0635	265.0105	356.219
TMC4	6.19317	7.734735	7.152535	6.79152
TMC5	1.633865	0.4927165	2.54545	1.0117375
TMC6	2.54624	3.801285	1.09967	0.857262
TMC7	1.17073	0.9415645	2.35281	1.31307
TMCC1	2.7221	2.83877	4.45186	4.801975
TMCC2	0.6627095	0.9650475	0.7952635	1.3308
TMCO1	17.98695	22.65585	18.01975	21.32005
TMCO3	16.99965	17.771	15.82285	15.4988
TMCO4	7.633495	1.37638	5.783355	2.401225
TMCO6	10.29465	6.457695	10.48174	9.832785
TMED1	22.29435	29.0406	29.9408	36.1475
TMED10	35.8384	29.76355	35.32615	34.96235
TMED2	186.0105	205.4265	237.2	267.654
TMED3	119.306	115.802	204.755	195.521
TMED4	54.327	49.96405	48.328	45.86615
TMED5	20.43545	20.6993	16.51175	17.2143
TMED6	1.16217	1.064915	1.416665	0.95079
TMED7	30.4882	31.8006	42.79225	46.34545
TMED7-TICAM2	0.8112275	1.52259	2.79571	2.889395
TMED8	5.532985	5.06579	3.916745	4.86865
TMED9	106.463	118.897	104.41745	121.5835
TMEM101	13.00915	5.6005	16.05805	9.66079
TMEM102	7.589145	6.044625	5.5812	4.61624
TMEM104	4.5397	10.26657	2.608535	5.840055
TMEM106A	1.004979	1.162575	0.5103315	0.638421
TMEM106B	5.88021	7.51996	5.87355	8.69471
TMEM106C	77.2746	57.99265	88.135	71.30875
TMEM107	7.873525	6.541665	3.41162	3.315735
TMEM109	74.5366	27.21205	75.5592	51.60055
