SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
SNX25	15.5633	16.7737	0.108052960691321	0.0596856167474185
SNX27	4.688485	3.475435	-0.431928254075222	0.136868796589225
SNX29	2.23057	4.28219	0.94093638562217	0.0111812726919109
SNX3	118.104	106.6375	-0.147342963891839	0.0583089078588135
SNX30	10.26017	9.2681	-0.146709119407585	0.297725645432595
SNX33	9.65089	6.51829	-0.566168453804098	0.0596090265094312
SNX4	14.92925	12.9573	-0.204376565250037	0.0862859780099969
SNX5	132.473	152.6415	0.204448907235723	0.131364704588394
SNX6	40.6345	40.26595	-0.0131447707796545	0.902488730178396
SNX7	20.4635	22.3465	0.12699596900302	0.224882205755771
SNX8	11.127	9.304245	-0.258103682108717	0.152952800003867
SNX9	39.20165	31.20745	-0.329023901100279	0.0306360791013685
SOAT1	6.54382	9.01018	0.461422862825593	0.0464482841354283
SOCS1	0.1534965	0.877357	2.51495824050607	0.0769378058574603
SOCS2	15.19865	5.968355	-1.34853792857777	0.0447208467779889
SOCS2-AS1	1.353365	0.6115435	-1.14602395537463	0.237795309873621
SOCS3	1.712915	1.39634	-0.294803290842887	0.203957659167961
SOCS4	12.7338	13.7087	0.106428756202932	0.0407695204185797
SOCS5	10.55675	8.40017	-0.329675324990672	0.0461161157650674
SOCS6	20.81835	12.5613	-0.728869949451499	0.0103214840637586
SOCS7	8.69154	10.4653	0.267929941741692	0.102181887647273
SOD1	272.707	302.5745	0.149938674353123	0.426398373012722
SOD2	214.495	186.887	-0.198777800454493	0.0309626961483739
SOGA1	9.51989	9.12065	-0.0618082592555878	0.845962417281762
SOGA2	7.751715	8.729745	0.171423983143343	0.202848262687655
SOGA3	1.011329	0.822027	-0.298994717195738	0.116155029552834
SOLH	20.7107	14.699	-0.494658306762529	0.016318025811905
SON	34.3379	37.4031	0.123356035570535	0.43441618714273
SORBS1	0.3391825	2.28024	2.74905203743537	0.0432560227742461
SORBS2	0.230138	0.0350345	-2.71565100675549	0.0277626557438829
SORBS3	29.39625	13.15705	-1.15979607376399	0.00501976579511474
SORD	69.1987	48.8128	-0.503485424971855	0.0643334024941939
SORT1	13.1428	17.8418	0.440988504804977	0.0774711470284451
SOS1	8.499375	8.003525	-0.086721209338802	0.300899054931
SOS2	5.678165	5.488505	-0.0490115418035475	0.0843611002343944
SOWAHB	0.900244	1.456415	0.694033520465999	0.111732658194497
SOWAHC	24.98805	17.1772	-0.54074343521552	0.0135016380336818
SOX12	3.369975	2.642695	-0.350727959316225	0.276999904929721
SOX13	7.365735	9.51125	0.36880546355653	0.075538664473312
SOX15	2.79906	3.9285	0.489036147891589	0.0526442706230306
SOX4	9.07202	10.261565	0.177755048437912	0.249044819943062
SOX7	1.700705	1.367045	-0.31507218250688	0.207685975294884
SOX9	45.36455	32.3711	-0.486858957307353	0.0231276490307552
SP1	17.96835	14.9841	-0.262025502042255	0.234828094687516
SP100	12.3056	6.605665	-0.897539291164351	0.0184411072566761
SP110	1.98507	1.47815	-0.425397203359369	0.147389348509765
SP140L	3.451115	2.62099	-0.396950699584954	0.0879774203483369
SP2	7.44853	9.282175	0.317507165899194	0.0551800993707203
SP3	21.64695	22.21805	0.037568434798188	0.413140752872794
SP4	2.61726	3.887835	0.570909742563005	0.0156643622287311
SP6	1.97531	2.46064	0.316954518188832	0.136571608003725
SP8	3.648115	1.35094	-1.4331876075593	0.0299512689504164
SPA17	9.334305	9.030645	-0.0477135747057909	0.73556974008254
SPAG1	6.3623	7.38734	0.215506578231584	0.218801374419141
SPAG16	12.5093	10.85015	-0.205286073279283	0.0573270153904225
SPAG4	0.904946	1.031405	0.188707333221433	0.0447241420058234
SPAG5	38.67795	46.61625	0.269321621457606	0.0954699666720045
SPAG5-AS1	0.267668	0.5215265	0.96229588783946	0.093965560745832
SPAG7	46.5893	60.6089	0.379531004848398	0.194631379137458
SPAG9	23.8908	40.60285	0.765125832537156	0.00740526530166037
SPAST	6.117205	6.931145	0.180221075499831	0.004313629016322
SPATA13	4.466805	3.81716	-0.226743614841612	0.263032756345317
SPATA17	1.383035	0.811673	-0.768867138035667	0.0845452206058935
SPATA2	5.450085	5.307905	-0.0381361806389246	0.241446609963704
SPATA20	13.55935	11.76005	-0.20539382701225	0.0813977551928991
SPATA24	3.57005	3.92175	0.135553290980134	0.663080654022743
SPATA25	1.164865	0.585831	-0.991606323527369	0.0532620530084292
SPATA2L	5.535445	9.527195	0.783352216509302	0.0114734669784477
SPATA5	3.091555	3.63793	0.234785111386064	0.224739585437807
SPATA5L1	14.61645	14.19595	-0.0421135581859792	0.574189942585009
SPATA7	0.740278	0.9939005	0.425034275518662	0.140439498626226
SPATC1L	5.99841	3.734575	-0.683636064282126	0.0171469841842443
SPATS2	10.05832	11.0445	0.134938749523935	0.0690601948348142
SPATS2L	7.77548	6.398585	-0.281178840208005	0.106049951414431
SPC24	16.5772	13.75695	-0.269039695392828	0.0491008959180464
SPC25	20.14035	14.49845	-0.474190081916617	0.0273782377124001
SPCS1	57.57375	55.05055	-0.0646542060327659	0.698891452997703
SPCS2	43.9927	35.5219	-0.308555396857813	0.0687090934436846
SPCS3	49.06315	48.272	-0.0234532605797706	0.766066790216653
SPDL1	38.95925	35.70405	-0.125878172476882	0.237067260178165
SPDYE7P	3.528395	4.92724	0.481767667236864	0.3145485366069
SPECC1	10.06902	17.2196	0.77412835505806	0.0088860328964797
SPECC1L	16.57745	20.85455	0.331140078433766	0.112104455204755
SPEG	4.19019	2.224985	-0.913220052967969	0.0017729304568583
SPEN	12.7596	13.6279	0.0949801634074877	0.742733773303701
SPG11	6.9775	6.703675	-0.0577580116702266	0.746999813473624
SPG20	18.8897	11.41485	-0.72668788794713	0.0094384325635804
SPG21	69.22105	49.4736	-0.48455194303556	0.0113777336603678
SPG7	16.0966	18.99615	0.238951065712494	0.153219765342301
SPHK1	28.74705	24.41485	-0.235655001035206	0.148326963625762
SPHK2	6.92683	4.551085	-0.605984735705756	0.018345815110617
SPICE1	5.817945	9.24153	0.667622061709683	0.0356224639788669
SPIN1	35.97665	35.3442	-0.0255873674053641	0.526398571968358
SPIN2B	2.3705	1.817365	-0.383343193191349	0.085299152078094
SPIN3	7.90075	8.522275	0.109248994189938	0.101667647140906
SPIN4	8.96114	8.47283	-0.0808383548612505	0.538168527007761
SPINK6	57.47935	36.7382	-0.645762804431534	0.186064794171084
SPINT1	78.2328	90.00905	0.20229646431658	0.0166742962648241
SPINT2	214.385	265.141	0.306555810732327	0.119689881722871
SPIRE1	13.9032	12.7237	-0.127898714496943	0.130838504747743
SPIRE2	3.770625	4.638495	0.298853109083847	0.0810281791655253
SPNS1	44.96775	43.74515	-0.0397676242979287	0.727863696703894
SPOCK1	3.609365	1.0022635	-1.84848319431597	0.0427380674710715
SPOCK2	1.40435	1.10171	-0.350158019666095	0.029442711366968
SPON2	1.0369185	0.7479755	-0.471239584870282	0.177071787775826
SPOP	26.6849	29.4151	0.140533335939924	0.204788490956006
SPOPL	2.249905	1.940245	-0.213625249433772	0.0299190361611018
SPPL2A	20.3584	30.48095	0.582283685916541	0.0108612185663742
SPPL2B	6.62574	12.1618	0.876203272818114	0.0228053237622878
SPPL3	11.3324	10.8726	-0.0597564526168817	0.0522842089221261
SPR	72.44815	39.5101	-0.874727352529004	0.0264532597044652
SPRED1	11.89315	9.408	-0.338170910225812	0.0202028637558301
SPRED2	12.14615	9.684285	-0.326781648784247	0.0848656313078782
SPRN	3.113005	3.841325	0.303296135995958	0.00975298583992341
SPRTN	15.0756	15.4403	0.0344853622922295	0.727597619382974
SPRY1	1.430855	0.486044	-1.55771865222838	0.000641516177989333
SPRY2	14.8809	10.541575	-0.497371349730867	0.0555423030974418
SPRY4	8.77079	9.03532	0.0428689027745495	0.461250991798802
SPRYD3	14.8209	18.69555	0.335061856084684	0.0819820495864672
SPRYD4	8.91212	5.693025	-0.646573223317656	0.0346283093562326
SPRYD7	6.884685	4.97583	-0.46845345078306	0.0219510692778966
SPSB1	4.923315	5.710615	0.214016075811932	0.0847777125223897
SPSB2	11.0899	14.5894	0.395674196093358	0.141614555391645
SPSB3	15.42955	21.01935	0.446022069666211	0.0512346896580518
SPTAN1	35.815	67.9109	0.923079209943879	0.0287976659726022
SPTBN1	43.3575	44.5067	0.0377409614115729	0.844104032951922
SPTBN2	18.86915	9.728055	-0.955806144655934	0.0558880967357643
SPTLC1	81.24175	94.26635	0.214521551355251	0.105172190654975
SPTLC2	5.93332	7.398985	0.318487780655247	0.0219280662850756
SPTLC3	5.68319	5.002325	-0.184102156116178	0.254946814732181
SPTSSA	42.0364	42.89575	0.0291955942166726	0.820712011870331
SPTY2D1	5.3803	6.941705	0.367603438380525	0.182836418978496
SQLE	44.6395	37.27285	-0.260195731547659	0.0708913886636914
SQRDL	25.65485	28.615	0.157540016551035	0.208894630918596
SQSTM1	260.1565	596.3315	1.1967347927653	0.000854275569037544
SRA1	18.97975	19.2357	0.0193253418267387	0.835932928109139
SRBD1	9.71935	9.178005	-0.0826792413820635	0.290348679561238
SRC	8.73067	2.48745	-1.81142484543641	0.0025080950898433
SRCAP	33.3875	44.1493	0.403082492844962	0.196970018896469
SRD5A1	12.67945	15.85255	0.322222760553212	0.0464496317841153
SRD5A3	4.34165	5.532085	0.34957989505864	0.0160347966673478
SREBF1	25.3313	30.16295	0.251856416190715	0.00473011583302935
SREBF2	45.38755	40.1674	-0.176271534291884	0.225387378295449
SREK1	21.04725	23.94245	0.185939043576285	0.0296836567130231
SREK1IP1	4.437245	2.102255	-1.07772653655756	0.0137164130509013
SRF	10.3652	10.5377	0.0238120590206593	0.497020872359402
SRFBP1	12.86555	13.06185	0.021846112448281	0.661454158507486
SRGAP1	5.256725	4.63607	-0.181261914066281	0.384026302184759
SRGAP2	6.08742	11.13795	0.871580908537341	0.013455600584617
SRGAP2C	5.619615	8.152985	0.536857065975485	0.00436111141661576
SRGAP2D	1.31854	1.45981	0.146839270596755	0.450204844195345
SRI	86.9774	56.82815	-0.61403483297657	0.115835487930211
SRM	149.247	106.5875	-0.485663675682945	0.0489325989696102
SRMS	6.690665	2.414955	-1.4701533043516	0.0296122777697304
SRP14	316.2445	307.109	-0.0422895973266039	0.689618366383914
SRP19	46.87405	47.23415	0.0110408448949259	0.898162601206665
SRP54	31.73825	42.4946	0.421056940166604	0.0444680183714715
SRP68	34.2057	38.86875	0.184373957806397	0.0839361882463558
SRP72	38.37335	29.47775	-0.380478308444773	0.0213688124876209
SRP9	381.836	329.819	-0.211278617325391	0.140186019758271
SRPK1	50.03395	45.56025	-0.13513168891896	0.143152310099042
SRPK2	16.08645	17.4563	0.11790181735706	0.0219345318357984
SRPR	63.9663	63.3074	-0.014937889839881	0.650546415506826
SRPRB	46.04445	45.80295	-0.00758675052958666	0.879288497135695
SRPX	20.54915	13.7553	-0.579091114303606	0.0379890692886847
SRPX2	2.257465	1.55093	-0.541570047225	0.0260654862988688
SRR	3.17407	5.9329	0.902403520848708	0.0137485376343138
SRRD	24.49725	23.5997	-0.0538512848545056	0.541666546243588
SRRM1	34.31165	29.67675	-0.209365398524192	0.178654933251449
SRRM2	67.61615	105.679	0.64424894210655	0.13064308459551
SRRM5	1.78175	2.11282	0.245874938897947	0.156500678982286
SRRT	64.89615	83.98095	0.371929216078575	0.00393739298967041
SRSF1	108.5625	91.0893	-0.253172349110332	0.0027485422866529
SRSF10	77.33915	56.37875	-0.456047416904973	0.058570019069009
SRSF11	100.26575	110.251	0.136962864691108	0.103712106294451
SRSF2	142.5005	147.835	0.053020887239222	0.517200123749952
SRSF3	133.095	139.0605	0.0632563076197386	0.474423164628676
SRSF4	42.10475	40.92335	-0.0410587490438226	0.493525510179984
SRSF5	83.08885	87.40075	0.0729907703763527	0.350629160693481
SRSF6	69.2703	60.5675	-0.193693058396589	0.0596891316603083
SRSF7	99.61975	67.24655	-0.566971536604272	0.0662074759948017
SRSF8	16.61375	10.24705	-0.69716911505062	0.0173114858150023
SRSF9	182.0925	166.489	-0.129244641058189	0.385554374355424
SRXN1	30.9318	44.93105	0.538621986839267	0.0112936194084822
SS18	53.81365	63.0006	0.227393405206315	0.0581933870007452
SS18L1	11.4785	12.38365	0.109502477928684	0.19964047860408
SS18L2	33.2727	31.47325	-0.0802127798936008	0.359021624693537
SSB	205.43	191.5255	-0.101110393644077	0.145798877224379
SSBP1	143.2935	107.6125	-0.413127500863601	0.0503066618729392
SSBP3	4.859715	12.088	1.31463195163938	0.030944038738852
SSBP4	9.515535	5.803525	-0.713355328395608	0.00254129968999106
SSFA2	39.4878	37.0392	-0.0923540540350564	0.126424180571568
SSH1	9.4354	8.61519	-0.131201065973034	0.453266261697199
SSH2	3.25607	3.85607	0.243999525891706	0.19335619563888
SSH3	15.675	14.10145	-0.1526219257753	0.102688458896201
SSNA1	93.7338	135.556	0.532247695009482	0.0443581945094637
SSPN	3.00447	2.35495	-0.351414087412532	0.10345388033892
SSR1	15.3008	16.3694	0.0973943566079286	0.145845612896413
SSR2	90.26775	106.674	0.240926033706847	0.0446068678545097
SSR3	75.08925	71.93245	-0.0619636392679154	0.438711145373148
SSR4	293.431	284.736	-0.043396386211449	0.662840480627228
SSR4P1	0.369142	0.880252	1.2537407070592	0.147201138621001
SSRP1	332.497	224.49	-0.566690142807941	0.00678199108499064
SSSCA1	78.63815	78.0034	-0.0116923726772855	0.707381514063211
SSTR5-AS1	1.533721	4.151415	1.43656709419188	0.552564180719529
SSU72	89.07915	72.13185	-0.304451366110222	0.150271520721292
SSX2IP	11.15355	11.5155	0.0460740834951251	0.435160522058828
ST13	99.11255	92.7212	-0.0961685105355042	0.24659018482038
ST14	25.1638	28.5122	0.180229560970085	0.208624175590834
ST20	9.140575	8.967955	-0.0275058838734591	0.819650367447101
ST20-MTHFS	1.752835	2.201455	0.328767157447157	0.0758294339263161
ST3GAL1	2.04215	1.80229	-0.180257670244014	0.122788830773269
ST3GAL2	1.60492	1.39661	-0.200572177672523	0.167119492752068
ST3GAL3	0.632274	1.574495	1.31626737584104	0.04308338934691
ST3GAL4	45.1797	24.82345	-0.863971053745393	0.0177532784970501
ST3GAL5	2.54447	1.369275	-0.893952960546631	0.0812796663898821
ST3GAL6	1.377735	1.30267	-0.0808267617818468	0.669530789774878
ST3GAL6-AS1	0.2963975	0.168316	-0.816360954354485	0.140114611712194
ST5	8.86821	3.75301	-1.2405947994251	0.0199527335392768
ST6GAL1	3.93334	1.611125	-1.28768646833922	0.0105412992494717
ST6GALNAC2	0.7558055	0.530182	-0.511527326468115	0.247591280458488
ST6GALNAC4	33.8602	28.45235	-0.251042678996364	0.0843808400397559
ST6GALNAC5	4.48308	0.5750475	-2.96273720892741	0.0580908894966411
ST6GALNAC6	20.02	11.53215	-0.795780466806256	0.00112529603296938
ST7	15.734	16.7972	0.0943352750742505	0.582746866970754
ST7L	5.58946	4.4343	-0.334002532242078	0.0841505542021946
ST8SIA4	0.528564	0.433525	-0.285962976260616	0.435940137399573
STAC	5.429615	4.615725	-0.234292631567348	0.0761071882783259
STAC2	5.06238	4.746395	-0.092983637131983	0.258781690621597
STAG1	22.4481	19.01775	-0.239246770601262	0.0700770482374366
STAG2	24.7907	14.8972	-0.73475781377366	0.0374409316628447
STAG3L2	1.762595	2.891585	0.714159493991254	0.0364677528343203
STAG3L3	0.4953095	0.9552095	0.947486892919994	0.0179246724146196
STAG3L4	33.46175	35.10605	0.0692067805947131	0.272267844887958
STAM	11.596	11.8656	0.0331578156767714	0.537369998756406
STAM2	3.736105	6.95029	0.895538174052311	0.00386142614247061
STAMBP	11.1699	12.2042	0.127761457860261	0.0414866337252791
STAMBPL1	11.15275	8.20621	-0.442611508996169	0.0737446602595866
STAP2	13.3897	7.04976	-0.92547758827016	0.0650997968170125
STARD10	14.2102	11.53165	-0.301327904775627	0.164241468463785
STARD13	1.67638	2.07557	0.308158373971547	0.112246614306327
STARD3	17.46735	23.0341	0.399110478082194	0.042952085542545
STARD3NL	17.6917	14.79045	-0.25840673647066	0.143422018014845
STARD4	4.91934	3.082505	-0.674361535556791	0.0067994892322386
STARD5	1.124025	4.2606	1.92238248901266	0.0274246257874146
STARD7	77.9796	88.94845	0.189872711179232	0.0547637585597577
STARD9	0.895106	1.70492	0.929573601178167	0.00672761828936183
STAT1	39.746	62.76025	0.659041422935189	0.0546288416631686
STAT2	7.415825	10.44585	0.494250787707759	0.0209525983220805
STAT3	30.62425	49.24755	0.685377441822608	0.00101907967514106
STAT5B	8.85227	5.98702	-0.564209365290072	0.0929941319392337
STAT6	31.89825	19.0706	-0.742127042611581	0.00328293703512119
STAU1	72.68815	91.0777	0.325377671651167	0.00598990000516804
STAU2	12.00125	13.37105	0.15592808289954	0.0420603390155879
STBD1	4.606985	4.556445	-0.0159142475509154	0.687582022727892
STC1	6.27112	8.43688	0.427986455482353	0.0285358483077657
STC2	19.8827	13.04205	-0.60834302726822	0.0152215197137846
STEAP1	24.47925	16.199	-0.59565460202602	0.144776496513227
STEAP2	5.63882	2.52689	-1.15803042801468	0.0592221008662229
STEAP3	15.80675	10.95515	-0.528931529901911	0.0123925142855194
STEAP4	8.255895	6.451815	-0.355719551313215	0.123046069434737
STIL	12.38745	15.9547	0.365102247324827	0.110853913928927
STIM1	22.2921	22.4123	0.00775817869429766	0.810067053443306
STIM2	6.02182	13.22305	1.13478349433859	0.000775043660196892
STIP1	297.716	370.9095	0.317130461966351	0.00709478838381352
STK10	6.75037	5.88465	-0.198009970089625	0.0346342163458868
STK11IP	5.57697	5.581195	0.00109254287583323	0.976097740866356
STK16	6.13815	6.54071	0.0916433482277374	0.4427578997377
STK17A	25.28525	33.10345	0.388685538002302	0.0647871310221458
STK17B	2.822395	4.206105	0.575564955333823	0.0634228501434913
STK19	4.27562	4.734235	0.146997683176458	0.454724944670327
STK24	25.5891	25.8631	0.015365802746753	0.699616056987365
STK25	15.30755	15.52885	0.0207075984128595	0.904850666801413
STK3	20.13095	27.71995	0.461509399097322	0.00455609659001185
STK32C	8.14177	11.46345	0.49362692600264	0.0402849617516391
STK35	11.3608	12.78645	0.17055134383624	0.168559948969732
STK36	3.573705	2.681185	-0.414549780829472	0.0689558220463499
STK38	12.8063	12.7961	-0.00114953990216774	0.981451149370825
STK38L	12.16375	17.52915	0.527167970303996	0.00167639256696398
STK39	20.84675	21.70555	0.0582414940880594	0.112745659546852
STK4	15.31175	17.60005	0.200940347651817	0.141729570990813
STK40	13.9942	20.32365	0.53833050897119	0.0115840437522388
STMN1	145.4425	159.4995	0.13310299819565	0.24022044509712
STMN3	44.7463	35.7408	-0.324196466026749	0.0820841903443657
STOML1	6.143175	7.78034	0.340848720409455	0.132771870143043
STOML2	157.5785	93.60045	-0.751483336068194	0.009823763115216
STON1	0.360116	0.3086665	-0.222412786306492	0.694727453275339
STOX1	1.050194	3.00579	1.51708836030134	0.0495377446659958
STPG1	1.745315	1.79228	0.0383085987637352	0.68700874023969
STRA13	107.69885	105.0705	-0.0356451754662155	0.828090179122812
STRA6	6.89319	4.99009	-0.466105945616446	0.0807708900781291
STRADA	5.076195	11.0029	1.11606442458757	0.0404998299936217
STRADB	6.20467	6.14898	-0.0130073672280862	0.616765078545646
STRAP	350.8985	379.101	0.111528481476187	0.240914387678394
STRBP	13.92065	15.5719	0.161718408254901	0.141181428261918
STRIP1	11.09835	12.06515	0.1205006460076	0.281215163951307
STRIP2	15.09055	18.1472	0.266101578302936	0.13091986488594
STRN	4.255945	5.28873	0.31344181799031	0.116691908734485
STRN3	8.2877	6.75955	-0.294044575056012	0.0467622100617604
STRN4	37.65025	30.6101	-0.298651686507108	0.0123530102320591
STS	2.69197	2.73764	0.0242704122149478	0.694280710193333
STT3A	85.9196	64.1622	-0.421263666936	0.00125784020528236
STT3B	67.2606	72.8018	0.114212472492223	0.243825190221487
STUB1	30.6071	42.89485	0.486938089608718	0.061253581771236
STX10	43.66345	25.176	-0.794377043401744	0.0580060996252133
STX12	8.685585	14.5297	0.742309988303509	0.0136105874522759
STX16	42.73525	48.2201	0.174208080706459	0.0427363364778129
STX16-NPEPL1	0.890278	1.004451	0.17407937658672	0.694161752071043
STX17	10.17867	13.50925	0.408398518640167	0.0636968631355879
STX18	13.47905	11.0846	-0.282162109420007	0.181886083792617
STX1A	9.156665	14.1195	0.62479485367175	0.00248604805968756
STX2	5.003945	4.725845	-0.0824936204108052	0.451254335390297
STX3	12.80015	16.3972	0.357288763317985	0.0392400778212619
STX4	31.82015	32.06195	0.0109215359813887	0.723631540957667
STX5	24.20675	42.77275	0.821282569780809	0.0131545222733026
STX6	18.4201	18.54415	0.00968324755342671	0.648469501876191
STX7	9.88465	15.8731	0.683322124142242	0.0534020693264545
STX8	21.36515	23.0758	0.111121218702376	0.191120468648339
STXBP1	8.71211	20.9301	1.26448512963112	0.011627061844131
STXBP2	22.1639	20.61325	-0.104639776797896	0.218484413767754
STXBP3	19.6923	27.23855	0.468018282446425	0.0978500527378004
STXBP4	1.35712	1.842465	0.441088920567218	0.0354217179492227
STXBP5	4.34007	4.25119	-0.0298515724382573	0.57460214720326
STYK1	0.605443	0.1942415	-1.64013967469391	0.0559481225572422
STYX	11.306	11.283	-0.00293788989395441	0.965372506245406
STYXL1	31.9898	28.93695	-0.144699105204147	0.340953742612297
SUB1	43.3241	44.8073	0.0485640154919297	0.676520155217419
SUCLA2	44.2178	39.5166	-0.162168424413232	0.0293532930730307
SUCLG1	112.3405	110.77	-0.020310922030444	0.809969825127787
SUCLG2	65.41055	68.31735	0.0627286692542099	0.403143721956361
SUCO	4.742745	6.592735	0.475154790217441	0.0271238857012627
SUDS3	16.19105	10.3298	-0.648384226582691	0.0113332925828829
SUFU	3.486315	5.94493	0.769956895129434	0.0663190047350695
SUGP1	19.4513	25.26695	0.377384946656177	0.00225790161587387
SUGP2	40.29585	40.8697	0.0204003877038057	0.844492416114346
SUGT1	42.50145	49.9063	0.231709886157403	0.179070495920127
SULF1	1.07613	0.2239425	-2.26465211547903	0.00803767090057396
SULF2	43.5774	29.1261	-0.581267585339612	0.0231899635847728
SULT1A1	6.187435	4.42842	-0.482549407792571	0.0180736496216145
SULT1A2	2.50711	2.72579	0.12064912235764	0.292074875092928
SULT1B1	0.5991685	0.0751814	-2.99451409311707	0.0461221078822032
SULT1E1	5.24359	0.7026265	-2.89972498977779	0.000520994322091155
SULT2B1	1.097725	0.6021315	-0.866366180482714	0.0198082997630139
SUMF1	27.1229	22.42085	-0.274670467319143	0.0074715069345431
SUMF2	62.0079	64.61755	0.0594740202261187	0.267150132696191
SUMO1	65.19655	66.32935	0.0248517646222631	0.835575666123409
SUMO2	206.653	184.6155	-0.16268662333265	0.326257321873213
SUMO3	70.92175	74.05275	0.0623251766910545	0.591151768146287
SUN1	30.51785	38.5234	0.336081711184421	0.033506778966129
SUN2	22.3889	29.5827	0.401970084411445	0.0229295894017592
SUOX	4.05449	4.583225	0.176842658002877	0.416589565879458
SUPT16H	139.5555	130.2945	-0.0990627972997644	0.0219717330093648
SUPT20H	18.0209	14.526	-0.311033578872776	0.0978835869018099
SUPT3H	1.444885	1.090085	-0.406514037239003	0.0974915392304543
SUPT4H1	41.88485	48.9432	0.224679923783681	0.121452649512405
SUPT5H	44.5749	56.26255	0.335943380430753	0.00699694684253789
SUPT6H	30.41905	44.2331	0.540151256776338	0.0510139546626425
SUPT7L	14.8404	12.6748	-0.227566995463209	0.135169150284611
SUPV3L1	34.8398	29.7034	-0.230108263500164	0.0125902380324601
SURF1	36.20885	60.45855	0.739604021414857	0.0201368974194748
SURF2	66.36935	67.3655	0.0214927858347544	0.885426348433126
SURF4	117.488	140.1735	0.254700221374385	0.00530131685977683
SURF6	49.67565	42.3012	-0.231840254808691	0.0595514375870786
SUSD1	5.005395	3.014245	-0.731687238626311	0.0509500450836577
SUSD2	4.24374	3.847655	-0.141356824126564	0.0384262206835713
SUSD4	1.85697	1.290085	-0.52548438440055	0.0234502842464802
SUV39H1	14.222	9.130295	-0.639390981805603	0.0360660087193121
SUV39H2	13.5927	13.08	-0.0554695149539031	0.277020567074305
SUV420H1	14.14135	10.2294	-0.46719832614118	0.00821803001910643
SUV420H2	4.032115	3.756745	-0.102053594368533	0.230675517008784
SUZ12	37.368	33.21155	-0.170118294524522	0.0683325652743044
SUZ12P1	3.04285	2.367245	-0.362214189939954	0.322982385990068
SVIL	7.833215	6.248115	-0.326183549566478	0.143544833548783
SVIP	12.9055	16.16165	0.324588458351241	0.197695119085538
SWAP70	12.9066	16.39965	0.345556025356466	0.00116722632600037
SWI5	46.22395	61.7089	0.416838029398929	0.11476518523255
SWSAP1	3.00875	3.466015	0.204113661415964	0.188181168904412
SWT1	0.9561895	1.437595	0.588288827705516	0.120797160754966
SYAP1	32.5922	46.54025	0.513952222029312	0.0840894243607707
SYBU	7.909965	6.634595	-0.25366291018818	0.103142042411726
SYCE1L	0.2711395	0.4410325	0.701849670512688	0.509829935314577
SYCE2	1.148397	1.687375	0.55515916504895	0.15603647181058
SYCP2L	1.84381	1.0455635	-0.818409313818798	0.0990929171260921
SYCP3	1.682765	1.180105	-0.511918487488816	0.258471857558432
SYDE1	5.322075	1.23441	-2.10816718692622	0.0187920729362078
SYDE2	1.60579	1.403615	-0.194135963648574	0.0651179469527987
SYF2	26.86175	24.1735	-0.152126925895275	0.348055669995683
SYK	0.146795	0.1079866	-0.442950528998054	0.466037412049028
SYMPK	31.38045	29.9138	-0.0690548508406281	0.099297423980573
SYN1	2.45631	1.16979	-1.07024308704293	0.0189602249084505
SYNC	14.4577	12.0355	-0.264541981679011	0.133123150457206
SYNCRIP	149.5575	135.409	-0.143376629190103	0.0497635457708143
SYNE2	3.67942	4.50054	0.290619747382492	0.202605259351031
SYNE3	0.830588	0.7481815	-0.150744735080917	0.627194591204813
SYNE4	6.790605	3.104615	-1.12912574274665	0.047048108745153
SYNGAP1	2.072095	0.9780545	-1.08310338460749	0.0258066796628725
SYNGR1	5.28707	2.89548	-0.868665896198273	0.0128279900904437
SYNGR2	36.9374	30.02065	-0.299127105323574	0.251190349376645
SYNGR3	0.747564	0.6830325	-0.130242869385732	0.501837668091974
SYNGR4	0.537071	0.1866625	-1.52468069991552	0.293008437313994
SYNJ1	1.708865	3.3972	0.99130772618714	0.0243331044751534
SYNJ2	6.89918	7.40046	0.101190048010058	0.0881213897865047
SYNJ2BP	5.44407	7.91889	0.54061260306544	0.0499610382861224
SYNM	11.85445	22.7504	0.940463182175596	0.0154054215227341
SYNRG	4.425885	5.30501	0.261389505284266	0.201340716484565
SYP	2.36007	4.559225	0.94995895791605	0.0459130345215205
SYPL1	70.0131	71.8736	0.0378370626109921	0.684492785914516
SYS1	12.5792	18.08595	0.523829206383653	0.0369443013117748
SYS1-DBNDD2	0.3749525	0.206482	-0.860691821998474	0.733886830249367
SYT12	15.4361	6.87978	-1.1658739586505	0.00631021230946474
SYT14	8.65617	4.03229	-1.1021294324024	0.0373589823554172
SYT8	1.67282	0.2762115	-2.5984369235783	0.0145804647073911
SYTL1	0.6328235	0.318933	-0.988549794531642	0.00790376219528451
SYTL2	1.279285	2.09982	0.714927958387928	0.0558262031121147
SYTL3	0.8110915	1.07603	0.407781720643862	0.0594292478599033
SYVN1	23.02245	28.04365	0.284632764280944	0.106426883814595
SZRD1	54.51935	78.03505	0.517353904427433	0.0247249073177346
SZT2	2.979925	4.41629	0.567558890415286	0.0649500812776208
TAB1	12.5131	12.0423	-0.0553282839173181	0.530139601145919
TAB2	20.29915	19.95785	-0.0244630059455416	0.668136515282005
TAB3	7.334525	7.88568	0.104531630418166	0.378208471077948
TACC1	7.966465	10.35475	0.378281125340131	0.0679926072712807
TACC2	5.45882	3.889505	-0.489002564699244	0.162153330926296
TACC3	49.1574	67.7247	0.46227348606067	0.0110125989707909
