SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
RSPH9	0.1558735	0.229702	0.13708765	0.1768845
RSPO1	0.00901635	0.0215579	0.00515315	0
RSPO2	0.0304641	0.0275452	0.04100425	0.0123569
RSPO3	0.07902935	0.00683005	0.12325305	0.02771555
RSPO4	0	0.01190615	0	0
RSPRY1	7.25886	12.03885	11.5609	13.88265
RSRC1	23.90725	22.0533	22.24645	24.22485
RSRC2	40.21175	49.14145	44.22525	45.88025
RSU1	17.4149	20.96625	28.93175	31.7005
RSU1P2	0.04813235	0.07364585	0	0.07285635
RTBDN	0.2091255	0.2297095	0.501752	0.3988725
RTCA	25.23785	19.7607	20.85425	17.10535
RTDR1	0	0.01316535	0	0.0140334
RTEL1	8.15894	6.77382	5.94856	8.116785
RTEL1-TNFRSF6B	3.175655	3.83649	2.680085	3.94226
RTF1	15.96305	19.14605	20.79035	28.21705
RTFDC1	96.95105	105.828	114.674	113.219
RTKN	57.0576	31.41235	49.6605	29.8807
RTKN2	2.96259	1.999195	2.186935	1.99264
RTL1	0.0408012	0.0203383	0.01089135	0
RTN1	0.0322359	0.126188	0.0264903	0.04385995
RTN2	3.831835	4.97971	9.05902	8.085925
RTN3	74.4485	136.9735	89.9931	160.9855
RTN4	151.3305	217.182	169.84	208.5675
RTN4IP1	10.65855	5.15381	11.3162	7.8494
RTN4R	4.38489	3.11523	2.283795	2.97423
RTN4RL1	6.14615	2.0286	6.95713	5.217495
RTN4RL2	4.142	1.822975	4.400165	3.19284
RTP1	0.00773175	0.02743155	0	0
RTP2	0.0136225	0.0115798	0.010758	0
RTP3	0	0	0	0
RTP4	0	0	0	0
RTTN	5.87133	4.452725	8.14334	8.33727
RUFY1	14.69185	19.9354	15.70415	19.51685
RUFY2	4.889045	3.223475	4.425675	3.585685
RUFY3	9.539305	6.57593	6.694475	4.733185
RUFY4	0.01108745	0.0185424	0	0
RUNDC1	6.87885	7.516455	10.76785	9.60867
RUNDC3A	0.445389	0.355885	2.798175	2.55582
RUNDC3B	0.05141915	0.146987	0.04247125	0.06817775
RUNX1	9.10025	19.59535	11.46395	12.26835
RUNX1-IT1	0.2136335	0.3565395	0.3278045	0.301322
RUNX1T1	0.01	0.01199855	0.005	0
RUNX2	1.744015	0.4886655	0.449812	0.1785645
RUNX3	22.40355	11.75085	15.4033	12.1381
RUSC1	45.35895	28.8052	34.3215	29.2112
RUSC1-AS1	12.16955	9.91558	10.624805	9.087205
RUSC2	0.6298385	0.159581	0.624949	0.1839705
RUVBL1	114.0665	83.8412	144.0355	121.993
RUVBL2	116.1835	112.33	116.34	118.0405
RWDD1	63.10005	53.8693	79.41295	74.69835
RWDD2A	5.121705	7.087855	6.326925	6.749715
RWDD2B	19.55915	24.32035	17.87865	23.48865
RWDD3	19.69805	12.82975	11.11455	7.53404
RWDD4	39.2921	19.98415	44.28625	26.0254
RXFP1	0	0.005	0.0117061	0
RXFP2	0	0.0054617	0	0
RXFP3	0	0	0.01055585	0
RXFP4	0.1458875	0.1842868	0.0883858	0.012866
RXRA	9.39548	3.039885	9.498045	4.72629
RXRB	20.7165	23.61435	14.09675	13.2377
RXRG	0	0	0.00838215	0
RYBP	9.006615	14.83165	8.296005	11.70095
RYK	34.0835	26.0862	31.19695	28.3849
RYR1	0.01	0.01342145	0.005	0.01
RYR2	0.4060515	0.0553401	0.2774635	0.0482438
RYR3	0.107368	0.06434815	0.149408	0.1006252
S100A1	1.42868	2.509945	1.29253	1.89594
S100A10	252.715	362.465	262.7525	282.8865
S100A11	593.7605	588.612	632.6595	501.7585
S100A12	0	0	0	0
S100A13	129.4425	267.593	103.34765	141.1625
S100A14	292.921	467.165	214.478	257.0125
S100A16	458.783	577.137	456.753	432.7515
S100A2	545.494	688.286	483.0215	400.349
S100A3	8.9361	8.555835	8.21596	3.741805
S100A4	87.2661	54.05795	84.48645	41.06825
S100A5	2.88544	1.3776095	1.239402	0.821764
S100A6	1016.965	1765.145	1032.6585	1347.78
S100A7	0.0910925	0.0560445	0.10182765	0.0513755
S100A7A	0	0.0151662	0	0
S100A7L2	0	0	0	0
S100A8	0	0.2120995	0.1903404	0.3734215
S100A9	4.82876	29.96635	11.94155	39.1018
S100B	0	0	0	0
S100G	0.062242	0	0	0
S100P	639.9315	681.5035	805.385	834.881
S100PBP	9.06487	5.244745	6.76183	4.870585
S100Z	0	0.04327915	0	0
S1PR1	0.631154	0.7133825	0.180765	0.0721154
S1PR2	1.711415	0.7998785	1.613075	0.7384755
S1PR3	3.781515	5.830965	2.272595	5.909585
S1PR4	0.480352	0.1070745	0.2937005	0.0771703
S1PR5	0.1445585	0.05733225	0.0376599	0.06848105
SAA1	15.28475	10.56475	23.95065	22.94875
SAA2	0.2881515	0.5498335	0.5896425	0.9690595
SAA2-SAA4	0.01	0.01748085	0.01	0.01
SAA3P	0	0	0	0
SAA4	0.03369345	0.01605885	0.0266038	0.0580815
SAAL1	16.8265	9.25648	20.638	14.61725
SAC3D1	23.7605	13.24475	24.3667	23.6692
SACM1L	21.4037	21.8036	24.1796	26.8269
SACS	3.734875	2.81463	3.69933	3.574755
SAE1	54.1074	55.05015	64.1262	81.4343
SAFB	53.48155	45.09815	61.2228	57.70335
SAFB2	28.10005	44.3693	35.3759	52.4486
SAG	0	0.02568495	0	0
SAGE1	0	0	0	0
SALL1	0.005	0.0136287	0	0
SALL2	0.511769	0.1008311	0.09750585	0.0175065
SALL3	0	0.0074271	0	0
SALL4	0.2293545	0.0285922	0.224419	0.005
SAMD1	29.2196	7.652545	33.2664	22.1895
SAMD10	7.918575	1.084666	9.064575	2.00785
SAMD11	1.056689	0.172101	0.450208	0.1680655
SAMD12	2.88862	1.823975	3.18632	2.048825
SAMD12-AS1	1.08092	0.2980575	0.3851305	0.20005985
SAMD13	1.463215	0.1713897	0.827833	0.2680975
SAMD14	0.02104795	0.07220075	0.0355977	0.05744185
SAMD15	0.7190955	0.6187645	0.364036	0.6119755
SAMD3	0.04262365	0	0.06251735	0.03292755
SAMD4A	4.33085	4.227235	3.693305	3.00814
SAMD4B	26.12165	31.7913	29.25295	35.45095
SAMD5	0.878374	0.6799105	2.95605	2.7693
SAMD7	0.01567355	0.01956545	0.01141585	0.0058932
SAMD8	4.259315	6.38391	3.389145	3.59429
SAMD9	4.17825	4.39522	2.92422	2.386365
SAMD9L	0.01	0.01	0.0280798	0.005
SAMHD1	5.068355	11.42315	11.52105	21.1297
SAMM50	46.23425	38.01815	53.54765	53.5291
SAMSN1	0.0154682	0.0081144	0.07723495	0.00712875
SAMSN1-AS1	0	0	0	0
SAP130	12.5045	13.38355	11.12135	14.6566
SAP18	46.74605	54.4015	46.4584	52.48565
SAP25	1.44432	5.27939	1.17509	3.250865
SAP30	47.5542	43.3102	39.0554	41.86005
SAP30BP	17.01865	22.17125	15.63775	17.44585
SAP30L	4.920735	3.61485	6.238765	5.858375
SAPCD1	6.166365	4.275875	3.067685	2.2636
SAPCD2	46.86805	47.1463	53.4056	63.19265
SAR1A	38.1435	44.24505	37.9395	43.2539
SAR1B	5.70539	7.10145	8.698365	10.4104
SARDH	0	0.00916155	0.00779565	0
SARM1	2.355065	1.43634	2.969625	2.785915
SARNP	79.6717	68.7399	102.0536	92.2317
SARS	87.88805	130.58	85.93985	97.623
SARS2	11.48825	7.21732	13.035	11.1714
SART1	36.9282	36.67405	31.6644	32.9086
SART3	18.6071	14.4206	22.6223	19.69625
SASH1	1.170445	0.755429	1.96841	2.37145
SASH3	0.05287055	0.0270422	0	0.02365095
SASS6	13.75735	6.39358	10.5556	7.323955
SAT1	136.179	805.719	111.0585	385.563
SAT2	30.4118	34.71195	32.3048	34.02045
SATB1	1.78202	0.9750915	1.47305	1.30226
SATB2	2.880475	3.08335	3.395375	3.247
SATB2-AS1	0.005	0.02218485	0	0
SATL1	1.51385	0.947848	1.716765	1.54448
SAV1	16.7662	22.10125	21.38615	22.62335
SAYSD1	8.508505	12.8636	6.6381	11.8636
SBDS	142.6635	195.0295	188.7265	226.749
SBDSP1	18.98145	17.8998	30.08795	30.11285
SBF1	24.0709	25.8812	23.03355	29.7214
SBF1P1	0	0.02070065	0.005	0.005
SBF2	4.676	2.93466	4.767715	3.258415
SBF2-AS1	2.13488	0.9796335	2.886945	1.51017
SBK1	2.33809	1.311745	2.246525	2.994425
SBK2	0	0	0.01431395	0
SBNO1	10.938	14.279	14.27215	18.038
SBNO2	22.6967	15.5368	35.31715	20.88125
SBSN	0.495044	1.83912	1.69027	1.97878
SBSPON	0.3977835	0.5348655	0.304174	0.236907
SC5DL	4.03995	6.6356	5.26894	6.5005
SCAF1	18.3535	17.15855	20.3181	18.97265
SCAF11	15.96545	11.54	18.4763	15.11345
SCAF4	16.1373	15.0323	13.30755	15.45595
SCAF8	16.77335	11.94945	16.2944	13.40535
SCAI	2.09828	2.04129	2.141985	1.91935
SCAMP1	8.096955	5.044855	9.14848	6.235715
SCAMP2	52.50805	99.0969	82.32445	134.2915
SCAMP3	49.26375	56.07485	50.20675	53.0271
SCAMP4	13.0072	12.8965	18.3853	27.2041
SCAMP5	3.23583	1.0895	7.86919	3.7385
SCAND1	54.61825	85.4717	35.88625	59.742
SCAND2P	3.81916	4.28052	5.595835	6.2883
SCAND3	2.15982	3.20004	1.848385	2.23627
SCAP	26.63715	36.4098	28.8261	43.2506
SCAPER	1.89383	0.957045	3.100745	2.66357
SCARA3	0.0797276	0.01658455	0.0252973	0.00804615
SCARA5	1.079835	0.226392	0.81266	0.1681055
SCARB1	35.6863	23.0876	48.1444	33.1338
SCARB2	33.9809	32.56705	41.70815	40.60075
SCARF1	0.242847	0.4369305	0.1932885	0.238081
SCARF2	0.0868682	0.161043	0.015704	0.0318316
SCARNA1	0	0.916485	2.41184	0.97691
SCARNA10	1.226935	1.79235	1.693785	1.87727
SCARNA11	4.96623	0	0	3.24975
SCARNA12	52.62025	41.0154	80.60175	69.97875
SCARNA13	0.8791165	1.7259	0.9175365	2.053515
SCARNA14	0	1.84954	0	1.971485
SCARNA15	70.01515	60.7767	72.4959	59.13875
SCARNA16	10.777535	4.13133	4.185395	7.31341
SCARNA17	0.8277675	0.8097155	2.145575	2.31487
SCARNA18	0	0	0	2.140885
SCARNA2	0.198109	1.629525	0.2830905	0.7180635
SCARNA20	5.07215	2.15579	2.002805	1.97621
SCARNA21	7.01055	3.60049	4.73756	0
SCARNA22	130.97	53.2268	107.34515	44.1568
SCARNA23	8.576095	0	1.91408	4.37397
SCARNA27	63.98755	69.3599	60.1169	56.1848
SCARNA3	1.73398	0	0	0
SCARNA4	1.80346	2.315555	0	2.034285
SCARNA5	0.5839445	0.8218285	0.5804255	0.2962
SCARNA6	0.879083	1.4759085	1.3562085	1.417414
SCARNA7	0.083548	0	0.186788	0.1143445
SCARNA8	33.91715	19.12615	51.3385	49.08205
SCARNA9	1.403395	1.601885	1.349365	1.89458
SCARNA9L	0.761867	0.5595985	0.57827	0.4686255
SCCPDH	27.6918	13.40155	30.99335	21.29255
SCD	389.365	417.068	166.22	134.907
SCD5	5.82642	5.452305	4.63113	4.034465
SCEL	0.566227	0.348947	0.3583375	0.0907835
SCFD1	30.0044	38.97635	31.2076	36.23795
SCFD2	3.532785	2.03766	4.49256	3.75323
SCG2	31.7235	12.05	37.35515	12.91305
SCG3	0.121065	0.11551315	0.09011425	0.0638324
SCG5	1.72962	1.063235	6.35286	1.763075
SCGB1A1	0.1056618	0.053121	0.04935105	0.20517
SCGB1B2P	0.0269493	0	0	0.03039855
SCGB1C1	0	0.005	0	0
SCGB1D1	0	0	0	0
SCGB1D2	0	0.058728	0	0
SCGB1D4	0	0	0	0
SCGB2A1	0	0.1302285	0	0.0844081
SCGB2A2	0	0	0	0.04055825
SCGB2B2	0	0	0.0524225	0
SCGB2B3P	0	0	0	0
SCGB3A1	0	0.0502955	0	0
SCGB3A2	0	0	0.117053	0.076999
SCGN	0.01220285	0	0	0.01153725
SCHIP1	2.0307425	2.07589	4.88594	3.004315
SCIMP	0.172191	0.267285	0.137714	0.148899
SCIN	0.162208	0.381852	0.275283	0.1815305
SCLT1	8.324995	8.164475	8.259905	8.81586
SCLY	6.61223	4.80556	10.25166	9.02375
SCMH1	13.3688	3.717475	4.430525	2.52966
SCML1	13.9546	9.722645	13.1596	12.07415
SCML2	1.43817	1.370305	3.059675	3.873385
SCML4	0.0607673	0.1689535	0.089189	0.05978155
SCN10A	0	0.01	0	0
SCN11A	0.189648	0.190842	0.1738325	0.1453015
SCN1A	0.01951735	0.005	0.01	0
SCN1B	1.958655	0.887853	1.33633	0.693748
SCN2A	0.3602005	0.05132525	0.07959445	0.01351285
SCN2B	0.151847	0.11208205	0.10465605	0.10868655
SCN3A	0.01	0.005	0.01	0.01
SCN3B	0.1114548	0.3189845	0.518481	1.0075155
SCN4A	0.0111456	0.0160504	0.005	0.01
SCN4B	0.005	0.0113649	0.0524782	0.06766065
SCN5A	0	0.01823815	0.005	0.0104243
SCN7A	0	0	0.01	0
SCN8A	0.494681	0.185885	0.807637	0.438241
SCN9A	0.1275955	0.5869295	0.0728698	0.16075
SCNM1	13.7603	10.9009	11.11225	9.07405
SCNN1A	78.5273	68.3494	86.7177	68.53195
SCNN1B	0.050497	0.05721385	0.0301383	0.0224369
SCNN1D	1.179325	1.96782	0.832722	1.20633
SCNN1G	0.486522	0.2215835	0.587587	0.2315955
SCO1	74.3406	54.05235	89.46615	75.94785
SCO2	43.49285	44.0568	43.94405	48.10125
SCOC	51.54355	62.06115	49.42935	60.0116
SCP2	39.81355	25.98765	31.8091	22.3222
SCP2D1	0.0232258	0	0	0
SCPEP1	26.8005	39.83345	24.78915	36.79065
SCRG1	0.519602	0.6543015	0.2556835	0.4429775
SCRIB	27.03815	29.03925	16.55705	19.10435
SCRN1	33.56245	15.77765	36.05745	28.5024
SCRN2	6.271685	3.45491	5.271865	3.26475
SCRN3	5.981435	5.69497	6.924645	6.85736
SCRT1	0.01572415	0.06014765	0.0215446	0.0421755
SCRT2	0	0	0	0
SCT	0.13465325	0.04253785	0.0395191	0.18093135
SCTR	0	0.0081706	0	0
SCUBE1	0	0	0	0
SCUBE2	0.01803975	0.057037	0.0362868	0.0343917
SCUBE3	0.11597	0.1872365	0.0633213	0.0915372
SCXA	0	0	0	0
SCYL1	50.63835	50.587	35.1062	35.8134
SCYL2	18.68745	27.9927	21.7506	31.9379
SCYL3	3.931185	4.86147	3.44776	4.2182
SDAD1	35.04185	35.0777	39.2299	37.31985
SDC1	37.7129	22.62445	65.92765	65.46995
SDC2	0.3032985	1.44284	0.6368835	2.87347
SDC3	5.689355	1.78945	0.877677	0.9941335
SDC4	65.5413	153.9515	71.74255	112.039
SDC4P	0	0.050105	0	0
SDCBP	57.3048	136.851	51.7343	95.86765
SDCBP2	2.035195	2.250425	1.12019	1.38728
SDCBP2-AS1	0.6108905	1.146245	0.4817755	0.838516
SDCCAG3	62.83225	54.22825	89.389	79.23185
SDCCAG8	11.02885	11.35525	8.803475	9.65136
SDE2	22.87715	20.41585	21.664	20.36665
SDF2	15.0563	32.5373	20.89215	33.3064
SDF2L1	50.88145	32.4375	36.1736	33.4937
SDF4	71.7271	52.69595	51.72685	41.1889
SDHA	57.1349	59.0472	67.23405	82.07755
SDHAF1	13.66025	15.62965	15.10995	18.2352
SDHAF2	33.52905	33.36605	39.8677	40.37915
SDHAP1	5.70174	6.04283	3.937045	4.157425
SDHAP2	5.066115	4.80161	3.88678	3.631655
SDHAP3	4.734945	5.429935	5.600035	6.502925
SDHB	203.2175	179.9765	182.5605	153.5495
SDHC	38.62765	38.42605	36.3379	38.96585
SDHD	99.8749	89.6871	120.503	111.4185
SDK1	0.8036185	0.660685	0.332521	0.2472
SDK2	0.0131819	0.01931445	0.01	0.01
SDPR	0	0.005	0.005	0
SDR16C5	4.471075	3.67019	4.92488	3.519955
SDR39U1	19.85175	30.6437	22.98865	25.89375
SDR42E1	0.02696715	0.0105168	0.005	0
SDR9C7	0.0099688	0.02579005	0.00752385	0.0094251
SDS	0.01879215	0.0193057	0	0.04699795
SDSL	3.663245	3.240695	6.911795	5.7739
SEBOX	0.03369345	0.0298853	0.053217	0.08996665
SEC11A	110.4375	104.4345	163.41	157.287
SEC11C	112.3475	115.199	163.047	157.704
SEC13	103.713	119.752	112.5855	126.5535
SEC14L1	17.76185	17.85925	10.5334	12.1991
SEC14L1P1	1.202585	0.8969095	0.823701	0.666346
SEC14L2	5.470915	4.70135	3.402045	2.79645
SEC14L3	0.429829	0.746328	0.4018715	0.537572
SEC14L4	0.586634	0.827179	0.537724	0.5139815
SEC14L5	0.0656059	0.324817	0.05590375	0.2455295
SEC14L6	0	0.0255633	0	0
SEC16A	22.9209	32.8505	24.9413	36.99855
SEC16B	0.11811065	0.0564835	0.05972615	0.01
SEC1P	0.129633	0.148231	0.172139	0.1717765
SEC22A	3.36407	5.214985	4.54619	5.279225
SEC22B	39.80775	62.22985	35.7794	49.68845
SEC22C	16.8193	14.83935	15.60175	18.1106
SEC23A	31.18995	22.76495	27.53555	24.07775
SEC23B	76.85845	89.80005	77.8077	85.7011
SEC23IP	13.5074	14.33235	11.5611	13.10685
SEC24A	6.74457	8.25227	7.53361	7.726595
SEC24B	13.37595	16.41875	13.0737	13.8749
SEC24B-AS1	1.234325	1.63539	0.887169	0.7903415
SEC24C	30.1243	43.78235	20.8965	28.36055
SEC24D	5.07617	9.34562	1.47573	3.318375
SEC31A	30.0751	39.63385	24.86255	29.4729
SEC31B	1.25661	1.609765	0.959471	1.119725
SEC61A1	82.88155	89.99065	97.599	118.464
SEC61A2	8.40483	7.06115	8.805025	7.100865
SEC61B	236.8855	269.5575	253.7725	258.5255
SEC61G	625.7125	684.8735	620.4415	621.946
SEC62	19.6769	21.2717	26.2625	26.423
SEC63	30.19445	26.28485	29.53885	29.16965
SECISBP2	15.01295	22.99395	17.08235	21.25415
SECISBP2L	3.94906	6.449245	3.91224	5.197255
SECTM1	25.7294	16.2071	34.53535	32.8554
SEH1L	57.39135	51.7583	67.6297	69.1878
SEL1L	8.53311	13.14095	10.32755	13.9987
SEL1L2	0	0.02373795	0.01385045	0.0071499
SEL1L3	7.601035	6.155515	12.5578	12.04095
SELE	0	0	0	0.005
SELENBP1	0.19434	0.43095	0.01762995	0.0355814
SELK	15.05215	22.36815	20.85515	25.40715
SELL	0.1908645	0.1082211	0.191293	0.09827355
SELM	9.12419	17.1711	9.644485	16.73285
SELO	18.34125	19.38235	19.5436	23.731
SELP	0.0102467	0	0.005	0
SELPLG	0.07194095	0.671371	0.183357	0.6450985
SELRC1	28.1232	10.4583	28.3875	16.86295
SELT	35.86605	56.992	37.4014	62.42975
SELV	0.0207478	0.0088183	0	0.0340592
SEMA3A	3.233705	0.8627785	1.60381	0.5681865
SEMA3B	24.96285	6.87212	7.35192	2.207115
SEMA3C	1.82614	2.702275	6.03855	5.85223
SEMA3D	0.1632345	0.02224225	0.142639	0.0293401
SEMA3E	0.0128109	0.0582494	0.01062	0.0532611
SEMA3F	6.09042	7.109355	7.12147	11.19275
SEMA3G	0.005	0.05682405	0.01046945	0.07821725
SEMA4A	1.090905	0.233194	0.182505	0.06033675
SEMA4B	16.4976	20.86195	23.1059	29.45815
SEMA4C	12.2071	5.75559	10.60795	6.56563
SEMA4D	7.608005	3.574735	5.712505	4.679695
SEMA4F	4.176335	8.467195	3.827725	6.51712
SEMA4G	1.085945	0.504566	0.466539	0.3832825
SEMA5A	0.0859999	0.04042015	0.1030844	0.0470413
SEMA5B	0.03518965	0.07713445	0.00537095	0
SEMA6A	0.1651875	0.3697745	0.2878465	0.4197465
SEMA6B	6.253465	1.441055	1.20413	0.7656115
SEMA6C	0.266309	1.1598	0.3172775	0.9611965
SEMA6D	0.0261534	0.02871395	0.0603667	0.0303972
SEMA7A	6.401655	10.42761	10.049655	12.45325
SEMG1	0	0.00945975	0.0080494	0.0083107
SEMG2	0	0.01552735	0	0
SENP1	11.16655	3.35867	10.67875	5.9749
SENP2	13.50655	18.02255	15.48655	19.9247
SENP3	73.5208	36.74555	73.451	56.63165
SENP3-EIF4A1	0.5720745	0.8840265	1.07301	0.7916215
SENP5	9.43719	14.33445	10.76145	13.77265
SENP6	18.88625	10.00185	21.1879	13.05695
SENP7	2.745755	1.38409	1.676495	1.18928
SENP8	2.317225	5.47223	2.739885	4.5581
SEP15	123.8795	110.888	111.267	103.0195
SEPHS1	35.53	16.1746	40.14075	26.14315
SEPHS2	49.0757	77.24685	54.78865	81.01185
SEPN1	50.0863	32.81355	23.87205	21.3656
SEPP1	0.1469395	0.164387	0.1645875	0.2646365
SEPSECS	4.000545	2.937655	3.018955	2.991575
SEPT1	0.796684	0.6326485	0.350423	0.513289
SEPT10	19.91735	25.80265	24.36095	37.4952
SEPT11	22.5002	16.3856	18.65605	19.0708
SEPT12	0	0.174257	0.02032815	0.02162915
SEPT14	0.969493	0.9185595	0.530439	0.626713
SEPT2	57.1123	42.4126	60.4058	56.8649
SEPT3	0.520138	0.2519515	1.611505	0.6852245
SEPT4	0.2020755	0.665894	0.3777525	1.130605
SEPT5	0.1618425	0.02715705	0.12051895	0.037979
SEPT5-GP1BB	0.01	0.01695525	0.02735225	0.01
SEPT6	1.90956	1.776815	1.339765	1.36889
SEPT7	33.35095	30.96595	37.37375	37.9868
SEPT7L	0.40637	0.6662705	0.259184	0.2609125
SEPT7P2	2.683645	2.626535	2.932195	2.858065
SEPT8	13.52055	4.131395	9.483925	5.26407
SEPT9	66.9682	88.19375	41.8736	65.5115
SEPW1	88.6259	103.54865	124.6865	126.4245
SERAC1	3.46667	3.54427	4.72244	4.56415
SERBP1	92.26165	68.73285	99.2656	85.88285
SERF1A	0.01	0.005	0.01	0.01
SERF1B	0.0748854	0.055244	0.10376735	0.0742109
SERF2	52.1252	60.1718	53.06635	51.2968
SERF2-C15ORF63	47.67955	34.4744	58.09565	45.82695
SERGEF	5.52693	6.53416	5.358785	6.17049
SERHL	0.1462625	0.0817808	0.1876405	0.1396245
SERHL2	0.95889	0.487773	0.887986	0.9854305
SERINC1	36.3548	60.7057	41.62845	54.74055
SERINC2	111.1	106.7875	36.3276	45.02615
SERINC3	54.4452	70.45555	49.13145	56.9983
SERINC4	2.122235	2.687535	2.733095	3.171255
SERINC5	3.76445	6.880745	5.04512	7.479305
SERP1	68.8074	68.95085	78.07415	75.49455
SERP2	0	0.0237664	0	0
SERPINA1	0.75332	0.5269	0.9130535	0.624582
SERPINA10	0.123609	0.1401965	0.09423305	0.128786
SERPINA11	0	0.01043845	0	0
SERPINA12	0	0	0	0
SERPINA13P	0	0.01823275	0	0
SERPINA3	119.387	81.4995	111.5565	68.5558
SERPINA4	0.0106798	0.01894545	0.01649455	0
SERPINA5	1.141575	0.6270135	1.272485	0.7283455
SERPINA6	0.0120798	0	0.0182342	0
SERPINA7	0	0	0	0
SERPINA9	0	0	0	0
SERPINB1	10.9969	26.58275	16.21945	19.0923
SERPINB10	0.2245145	0.10974505	0.133187	0.07166095
SERPINB11	0	0.00866815	0	0
SERPINB12	0.08840905	0.159876	0.08426425	0.072517
SERPINB13	0	0.005	0	0
SERPINB2	3.95839	1.90435	3.7565	1.381085
SERPINB3	4.168935	0.984616	5.686095	2.306775
SERPINB4	1.360765	0.375049	1.95394	0.656621
SERPINB5	98.47835	97.23025	195.556	90.1712
SERPINB6	60.2323	37.7669	34.1235	27.0666
SERPINB7	4.890295	1.615705	4.70296	1.977955
SERPINB8	20.6855	32.54725	38.94725	39.29605
SERPINB9	0.7772635	2.65134	0.2478235	0.5847465
SERPINC1	0.07969465	0.765512	0.11139	0.3140555
SERPIND1	0.1256995	0.11350355	0.143283	0.05924685
SERPINE1	0.261542	0.258605	1.116459	1.059307
SERPINE2	51.65695	57.39935	101.4979	83.9527
SERPINE3	0.0251547	0.09854435	0.03929045	0.1595545
SERPINF1	1.198345	0.7848875	1.121475	1.0885325
SERPINF2	3.42522	0.6641565	2.013925	0.315518
SERPING1	0.01335375	0.04179345	0.0381651	0.0543597
SERPINH1	133.1265	57.3434	109.23	65.3944
SERPINI1	3.479675	30.31965	4.478955	27.6249
SERPINI2	0	0.0550089	0	0.0281851
SERTAD1	9.937325	67.79445	9.09049	35.5238
SERTAD2	5.80956	10.9547	4.90588	7.004025
SERTAD3	9.417555	9.521685	7.774325	6.450935
SERTAD4	7.531565	1.935315	12.6445	5.611545
SERTAD4-AS1	3.87853	1.97087	7.386335	3.39045
SERTM1	0	0	0	0
SESN1	4.530565	7.119505	4.469425	7.04377
SESN2	2.748895	7.0927	3.853325	5.749175
SESN3	0.1813435	2.782615	0.1793195	2.305255
SESTD1	5.425835	3.60373	4.3463	3.212845
SET	366.144	248.776	463.894	399.2
SETBP1	1.0167305	0.7306425	1.5112	1.108025
SETD1A	14.26665	14.42365	14.2433	14.0832
SETD1B	5.10518	4.827245	5.63484	5.045785
SETD2	10.77035	13.4386	12.1671	14.2386
SETD3	28.5996	20.3487	25.27755	21.02095
SETD4	7.701355	8.387035	7.481945	7.57261
SETD5	26.81155	22.08625	26.68185	20.4321
SETD5-AS1	12.5599	27.52165	10.98885	17.4409
SETD6	20.47685	15.09325	16.4741	15.3951
SETD7	19.4187	11.0918	23.84385	19.3911
SETD8	27.34255	19.93855	35.4027	26.67675
SETD9	3.898975	4.013755	3.365495	3.472455
SETDB1	11.6145	4.89305	11.26055	5.74877
SETDB2	2.056585	2.28558	1.907165	1.698465
SETMAR	10.8788	8.11773	9.69514	8.40373
SETX	13.00365	13.9837	14.36545	14.384
SEZ6	0.005	0.02029895	0.00614755	0.00735985
SEZ6L	0.005	0.0177064	0	0
SEZ6L2	5.66402	4.57606	6.4792	7.148955
SF1	98.57655	119.094	96.8296	102.8205
SF3A1	33.6042	29.71595	32.7887	31.93495
SF3A2	46.1615	35.07905	46.13845	47.3012
SF3A3	86.8047	54.3049	65.0238	49.80305
SF3B1	98.51485	77.47105	82.185	87.165
SF3B14	141.641	150.7145	186.5295	178.238
SF3B2	141.502	137.5915	124.044	129.4705
SF3B3	32.34975	18.40355	33.29345	25.5089
SF3B4	42.228	36.72155	38.11195	37.1387
SF3B5	134.6955	191.4555	134.972	176.074
SFI1	4.84849	6.736695	4.50206	9.176585
SFMBT1	3.15463	1.102698	1.98359	1.33073
SFMBT2	0.05314375	0.0857437	0.0484003	0.06038625
SFN	171.861	491.3185	118.2205	171.077
SFPQ	114.805	112.7395	138.452	105.0435
SFR1	11.21	10.806	9.01243	9.9465
SFRP1	107.3145	91.7117	103.912	112.4855
SFRP2	0.0087138	0.00772895	0.0203396	0.0286088
SFRP4	0	0.00955745	0	0
SFRP5	0.2542845	0.153121	0.043594	0.01598565
SFSWAP	18.84605	14.09455	23.09115	20.2562
SFT2D1	99.7295	65.44885	98.4401	80.42335
SFT2D2	8.054455	10.3709	5.93622	7.10592
SFT2D3	4.28422	6.42025	4.34969	6.781845
SFTA1P	6.13446	1.297395	17.14415	6.64432
SFTA2	0.2333005	0.105396	0.04678935	0.1172255
SFTA3	0	0.021081	0	0
SFTPA1	0	0.0145402	0	0
SFTPA2	0	0.02678775	0	0
SFTPB	0.1620085	0.298286	0.2107735	0.1848905
SFTPC	0.0619274	0.541706	0.0472893	0.07288105
SFTPD	0.17955065	0.04955295	1.569035	0.9898035
SFXN1	35.06175	17.25415	37.41615	29.64775
SFXN2	2.777905	1.635285	2.894955	1.77899
SFXN3	15.3327	12.67995	8.706095	6.18119
SFXN4	45.44855	9.74881	46.8842	18.7746
SFXN5	4.949765	7.19478	3.16635	4.86419
SGCA	0	0	0.0280259	0
SGCB	4.21727	5.15492	4.229465	6.892945
SGCD	0.005	0.0297964	0.005	0
SGCE	39.8244	21.85805	35.0282	21.2745
