SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
SRP54	42.7376	42.4946	-0.00822637089766145	0.690712856263781
SRP68	50.764	38.86875	-0.385195040196467	0.0471817500366308
SRP72	21.8069	29.47775	0.434841713930809	0.0103888885558728
SRP9	276.5045	329.819	0.254371551078715	0.0253449041487846
SRPK1	54.7464	45.56025	-0.264988435974394	0.00180341593379264
SRPK2	14.89245	17.4563	0.22916668543921	0.00623933104738536
SRPR	47.3549	63.3074	0.418860431272301	0.0375299905379933
SRPRB	34.6978	45.80295	0.400596327803523	0.0247950748403414
SRPX	21.2705	13.7553	-0.628866341895045	0.0195446392197922
SRPX2	3.465745	1.55093	-1.16003193592082	0.0573102838269477
SRR	8.888435	5.9329	-0.583191957806709	0.00625991189933969
SRRD	18.0665	23.5997	0.385451478325052	0.052352070089579
SRRM1	45.31935	29.67675	-0.610794062965844	0.0174127200321399
SRRM2	123.3385	105.679	-0.222934485889228	0.0495053373553667
SRRM5	2.238835	2.11282	-0.0835783435976569	0.541933352820533
SRRT	78.36485	83.98095	0.0998554194059766	0.163324783624326
SRSF1	77.07005	91.0893	0.241111267789031	0.0280671172511544
SRSF10	53.16525	56.37875	0.084667915660278	0.10433878059924
SRSF11	126.2755	110.251	-0.195783012877585	0.0307847052116803
SRSF2	194.161	147.835	-0.393265575431141	0.00527594178842883
SRSF3	126.185	139.0605	0.140172259039401	0.0626734212249955
SRSF4	44.88075	40.92335	-0.133172535506835	0.263540506413454
SRSF5	127.0995	87.40075	-0.540240790007238	0.00695807327793607
SRSF6	68.6912	60.5675	-0.181581424280861	0.00357058078174592
SRSF7	48.31845	67.24655	0.476886078489483	0.0485905009647836
SRSF8	10.14165	10.24705	0.0149162439865758	0.47814533454185
SRSF9	114.9205	166.489	0.5347906860389	0.00480415978267274
SRXN1	39.07645	44.93105	0.201413368857606	0.0637719436084685
SS18	59.3651	63.0006	0.0857505306407253	0.274095847479216
SS18L1	14.9771	12.38365	-0.274321701149915	0.0764739200293078
SS18L2	25.9986	31.47325	0.27569222474533	0.0839636775368623
SSB	193.5075	191.5255	-0.0148529961206552	0.537273480803829
SSBP1	76.76035	107.6125	0.487412472651987	0.0350182416779051
SSBP3	13.9419	12.088	-0.205851619248736	0.152408837640856
SSBP4	3.8672	5.803525	0.585640066035586	0.0233229393497527
SSFA2	28.8124	37.0392	0.362363100192778	0.0241233648074438
SSH1	7.750345	8.61519	0.152622081941915	0.193221878908115
SSH2	3.202715	3.85607	0.267835818612847	0.0617131352159585
SSH3	31.51995	14.10145	-1.16042172900137	0.00138255480115739
SSNA1	114.651	135.556	0.241640033037512	0.0993020698592006
SSPN	1.394135	2.35495	0.756326158799633	0.0740115275532279
SSR1	23.51145	16.3694	-0.522362073148492	0.0133794389156859
SSR2	147.1435	106.674	-0.464015226994865	0.046514919600461
SSR3	64.0278	71.93245	0.167944303043314	0.181616579629494
SSR4	355.1395	284.736	-0.318760922712193	0.0829401716517585
SSR4P1	1.78397	0.880252	-1.01910284936894	0.0790817882902289
SSRP1	183.7975	224.49	0.288534037620631	0.0435159506389677
SSSCA1	90.361	78.0034	-0.212163227411999	0.22538147877092
SSTR5-AS1	3.44062	4.151415	0.270934597364797	0.872755332775727
SSU72	71.53905	72.13185	0.0119054655274419	0.848119300910748
SSX2IP	9.492175	11.5155	0.278766450173101	0.0643334413889405
ST13	67.16685	92.7212	0.465149867067762	0.00837341849846571
ST14	29.96725	28.5122	-0.0718073365011244	0.44369188650378
ST20	8.83412	8.967955	0.0216926092686014	0.859767124885827
ST20-MTHFS	2.282495	2.201455	-0.0521543454577658	0.880043807724385
ST3GAL1	2.072355	1.80229	-0.20143999304698	0.0650525546778497
ST3GAL2	1.491205	1.39661	-0.0945493946097304	0.413274419275714
ST3GAL3	3.444445	1.574495	-1.12938236560993	0.125796014180648
ST3GAL4	15.3478	24.82345	0.693671767153607	0.0187841528307257
ST3GAL5	0.7499965	1.369275	0.868456452969476	0.0176524015001095
ST3GAL6	1.387255	1.30267	-0.0907613445917637	0.662264155235916
ST3GAL6-AS1	0.3354495	0.168316	-0.994923268543293	0.144506756029757
ST5	4.546145	3.75301	-0.276595565540479	0.237184566438068
ST6GAL1	1.40656	1.611125	0.195897335270676	0.435610627778023
ST6GALNAC2	0.730416	0.530182	-0.462230677706071	0.182673516280156
ST6GALNAC4	30.7831	28.45235	-0.113590709277695	0.199910083796665
ST6GALNAC5	0.5607065	0.5750475	0.0364353359213198	0.81234592331625
ST6GALNAC6	7.941185	11.53215	0.538235296894013	0.00393529843737087
ST7	10.71375	16.7972	0.648757226795455	0.123305698438497
ST7L	5.041405	4.4343	-0.185119479340301	0.417224288319344
ST8SIA4	0.868804	0.433525	-1.00291555391518	0.0265687728394164
STAC	4.729035	4.615725	-0.0349885470434762	0.510807347052991
STAC2	1.999345	4.746395	1.24730472814337	0.0114446331009437
STAG1	16.4332	19.01775	0.210733129887847	0.0974807180425868
STAG2	9.88482	14.8972	0.591754594528263	0.0160664938615109
STAG3L2	3.14723	2.891585	-0.122222103147533	0.465586403543481
STAG3L3	0.90393	0.9552095	0.0796061297396102	0.725769743083296
STAG3L4	24.6427	35.10605	0.510559343862643	0.0360636273182587
STAM	9.57556	11.8656	0.309356287563471	0.00755762503249845
STAM2	7.2384	6.95029	-0.058597659074258	0.225397346474581
STAMBP	13.0322	12.2042	-0.0947029217919916	0.0823386540650307
STAMBPL1	9.06674	8.20621	-0.143867840640087	0.335689236087472
STAP2	9.82728	7.04976	-0.479218018231224	0.0289732006268481
STARD10	9.553185	11.53165	0.271545246839707	0.0187735684504982
STARD13	3.64743	2.07557	-0.813372702163055	0.0344073848994612
STARD3	15.21195	23.0341	0.598566127223729	0.0586719886020758
STARD3NL	14.6705	14.79045	0.0117479053723753	0.827390335114927
STARD4	9.082375	3.082505	-1.55896637031689	0.000592850114690838
STARD5	2.824015	4.2606	0.593308860998504	0.059046329435196
STARD7	60.08135	88.94845	0.566052235658993	0.00459714955423361
STARD9	0.8538425	1.70492	0.997662165611922	0.0103570854902771
STAT1	64.9695	62.76025	-0.0499115031953498	0.186839049850827
STAT2	14.6064	10.44585	-0.48367075259588	0.00581856765811605
STAT3	30.5529	49.24755	0.688742630878963	0.00116681388712619
STAT5B	2.27037	5.98702	1.39891065836822	0.0642794840270399
STAT6	16.14145	19.0706	0.240580051552013	0.0554120134772544
STAU1	82.46495	91.0777	0.143316797002747	0.0238708537301647
STAU2	13.21055	13.37105	0.0174222295176223	0.438285221539522
STBD1	8.235805	4.556445	-0.85400101844478	0.072403800395959
STC1	22.1067	8.43688	-1.38970219456586	0.0184384018097531
STC2	17.36195	13.04205	-0.412758336765227	0.0273534182394748
STEAP1	8.95165	16.199	0.855679220424682	0.000587037923630361
STEAP2	1.58792	2.52689	0.6702246317785	0.150304020144188
STEAP3	8.868205	10.95515	0.3048952126581	0.0817753247905166
STEAP4	3.44278	6.451815	0.906131078126336	0.0104876006555703
STIL	17.946	15.9547	-0.169680834755084	0.0105036208575685
STIM1	16.98755	22.4123	0.399812911685213	0.00279455445610645
STIM2	11.58875	13.22305	0.1903300231447	0.0514312797448441
STIP1	304.1045	370.9095	0.286500054782382	0.0192493151302525
STK10	8.54798	5.88465	-0.538626921510922	0.0108234254415197
STK11IP	7.707425	5.581195	-0.46567489247744	0.0159334199743667
STK16	8.52699	6.54071	-0.382589314627036	0.0226285067542017
STK17A	31.9018	33.10345	0.05334375305067	0.12290936512159
STK17B	5.576745	4.206105	-0.406938438848404	0.0604581257152207
STK19	8.29368	4.734235	-0.808881062985832	0.0412006357963746
STK24	21.6661	25.8631	0.2554557247618	0.0413071761399911
STK25	17.33475	15.52885	-0.158716036413113	0.29764273982227
STK3	33.7736	27.71995	-0.284971312271822	0.0011478903461771
STK32C	10.234335	11.46345	0.163623935018829	0.194014160340239
STK35	13.0548	12.78645	-0.029964582336836	0.644541758250568
STK36	2.856985	2.681185	-0.0916226939636992	0.454403284233587
STK38	18.8442	12.7961	-0.558416376919762	0.00428325305376713
STK38L	12.52875	17.52915	0.484513557169122	0.0850572428857574
STK39	17.1357	21.70555	0.341058851993964	0.0156570285930886
STK4	16.08925	17.60005	0.129482450987913	0.262223886397482
STK40	57.6549	20.32365	-1.50428370113342	0.00177441044873004
STMN1	195.3025	159.4995	-0.292158515356891	0.110815957008639
STMN3	18.12625	35.7408	0.979491439229315	0.0013831700040728
STOML1	7.63354	7.78034	0.0274809503778268	0.82122416867749
STOML2	54.14635	93.60045	0.789651376641932	0.00683877964530571
STON1	0.450936	0.3086665	-0.546873776839129	0.0487688602319602
STOX1	1.72519	3.00579	0.800988959974037	0.0813057642915126
STPG1	5.69292	1.79228	-1.66737278545172	0.0305769418132493
STRA13	114.604	105.0705	-0.125299729551917	0.209479556574979
STRA6	6.751885	4.99009	-0.436224495987855	0.0427084783680542
STRADA	12.0298	11.0029	-0.128728836863122	0.403368174928627
STRADB	8.280355	6.14898	-0.429345506720754	0.175596316290659
STRAP	317.622	379.101	0.255271418267812	0.0035364576504677
STRBP	7.463115	15.5719	1.0610951630322	0.0117645693354427
STRIP1	15.7486	12.06515	-0.384377731379527	0.119208210645927
STRIP2	9.600205	18.1472	0.918609848359681	0.011970615377748
STRN	4.28371	5.28873	0.304060509505077	0.0981879435005995
STRN3	6.833965	6.75955	-0.0157956531364528	0.769841865575997
STRN4	20.3596	30.6101	0.588298540585424	0.00843391980506464
STS	2.67075	2.73764	0.0356878080692805	0.589585070436672
STT3A	55.64135	64.1622	0.205566186175846	0.0969227735325701
STT3B	61.3049	72.8018	0.247971730243714	0.00849763768171572
STUB1	40.7594	42.89485	0.0736716322417333	0.452453254116633
STX10	22.7877	25.176	0.143793765378499	0.364731957881704
STX12	21.57415	14.5297	-0.570298804348642	0.0354639340722303
STX16	56.14465	48.2201	-0.21951391253476	0.0475985388188955
STX16-NPEPL1	4.13838	1.004451	-2.04265893741479	0.0434990349699992
STX17	10.9921	13.50925	0.297480547878322	0.0248988103989509
STX18	10.04382	11.0846	0.142248631164414	0.0368891239283241
STX1A	13.18675	14.1195	0.0985999582901601	0.159947005951365
STX2	2.260425	4.725845	1.06397826164099	0.0537951389397788
STX3	16.40705	16.3972	-0.000866384482488002	0.987311893648129
STX4	38.61735	32.06195	-0.268386994536022	0.0938335736658518
STX5	45.6523	42.77275	-0.0939955804107635	0.255528477675951
STX6	22.1382	18.54415	-0.255573783889431	0.044794772099641
STX7	17.19855	15.8731	-0.115703024715239	0.248467531043394
STX8	25.0071	23.0758	-0.11595709750874	0.246044983799224
STXBP1	10.178755	20.9301	1.04001809352592	0.00211909992587022
STXBP2	20.24625	20.61325	0.0259172686514984	0.886016257087008
STXBP3	37.15775	27.23855	-0.448013239501341	0.0587330777355736
STXBP4	2.08683	1.842465	-0.179675864899107	0.216820842640821
STXBP5	2.96973	4.25119	0.517534968349193	0.0275730084351682
STYK1	0.543154	0.1942415	-1.48350983440991	0.0246538328832818
STYX	9.86816	11.283	0.193297699757326	0.218564828874794
STYXL1	23.9749	28.93695	0.271388069825301	0.0786022301462385
SUB1	22.36095	44.8073	1.00275231307461	0.000161815378812544
SUCLA2	29.42265	39.5166	0.42553163190517	0.00757367214516707
SUCLG1	90.4879	110.77	0.29177041340038	0.0677302398943088
SUCLG2	74.98135	68.31735	-0.13427978629292	0.0605446027836189
SUCO	9.15144	6.592735	-0.47312168032072	0.0547229964545752
SUDS3	6.935655	10.3298	0.574708280254967	0.00741242403745551
SUFU	8.78575	5.94493	-0.563505625170538	0.0182946210126611
SUGP1	25.8427	25.26695	-0.0325052825923846	0.449068902570401
SUGP2	31.9846	40.8697	0.353654212431472	0.123143182412657
SUGT1	52.0191	49.9063	-0.0598194910148469	0.23054210617923
SULF1	0.01016505	0.2239425	4.46143913341575	0.150371453293316
SULF2	8.97665	29.1261	1.6980634862771	0.01177103292988
SULT1A1	8.74539	4.42842	-0.981730665833662	0.00976971607604652
SULT1A2	7.050315	2.72579	-1.3710132984348	0.0706483726077598
SULT1B1	0.269515	0.0751814	-1.84191788309563	0.046695421368243
SULT1E1	1.8082	0.7026265	-1.36372436423711	0.00106706776671613
SULT2B1	1.29543	0.6021315	-1.10528056211496	0.0578415218631439
SUMF1	14.3651	22.42085	0.642272937433458	0.0203071973418719
SUMF2	78.71525	64.61755	-0.284717113900379	0.103867501751124
SUMO1	68.43055	66.32935	-0.0449931547227348	0.301510867982531
SUMO2	168.3085	184.6155	0.13341564605034	0.0862609539473915
SUMO3	55.81455	74.05275	0.407912052358086	0.0149544621634912
SUN1	42.32325	38.5234	-0.135715377931649	0.0569980481003251
SUN2	28.96545	29.5827	0.0304206540534349	0.0841202136826449
SUOX	7.50414	4.583225	-0.711323631218573	0.0741598100229396
SUPT16H	93.01135	130.2945	0.486297504616976	0.00304989542023967
SUPT20H	16.0119	14.526	-0.14050702555287	0.00339940918143035
SUPT3H	1.3744	1.090085	-0.334361307231478	0.192956858274961
SUPT4H1	42.61055	48.9432	0.199897757292373	0.059779710364085
SUPT5H	58.15315	56.26255	-0.0476823990110092	0.54115930999717
SUPT6H	48.1975	44.2331	-0.123831961377275	0.0480384938272853
SUPT7L	10.316985	12.6748	0.296941558483469	0.124357652497598
SUPV3L1	22.6057	29.7034	0.393941486255494	0.0259409520895835
SURF1	83.62315	60.45855	-0.467956010591398	0.102528026284381
SURF2	56.5895	67.3655	0.251475540388502	0.123956856257472
SURF4	139.5625	140.1735	0.00630228552469628	0.640584280001055
SURF6	36.0996	42.3012	0.228715738800331	0.0430763650085895
SUSD1	2.29279	3.014245	0.394692462577182	0.137902492913022
SUSD2	0.2085775	3.847655	4.20532400295465	0.00880486550692267
SUSD4	0.678234	1.290085	0.927611109951098	0.0790700890162696
SUV39H1	6.320615	9.130295	0.530596534056717	0.120532336470099
SUV39H2	8.881495	13.08	0.558488093432988	0.0219648486969106
SUV420H1	14.0064	10.2294	-0.453364667145405	0.0612619352658263
SUV420H2	5.61184	3.756745	-0.578990684473996	0.0653010140178861
SUZ12	14.9866	33.21155	1.14801193858538	0.0239377730748211
SUZ12P1	1.64381	2.367245	0.526165472173259	0.276332468205348
SVIL	5.13118	6.248115	0.284130371667036	0.0841981912822279
SVIP	10.058875	16.16165	0.684105534506557	0.117528480496324
SWAP70	8.883355	16.39965	0.884488474263981	0.00674669932802053
SWI5	58.6042	61.7089	0.0744745155724113	0.366713348536644
SWSAP1	3.55266	3.466015	-0.0356217270056705	0.800407917992316
SWT1	1.609025	1.437595	-0.162529445675999	0.0994740241859301
SYAP1	55.179	46.54025	-0.245640350720691	0.0795500449256143
SYBU	3.415925	6.634595	0.95773210137475	0.0142684669723271
SYCE1L	1.41091	0.4410325	-1.67766908530535	0.055027033679737
SYCE2	0.707813	1.687375	1.2533404676251	0.0965839555085883
SYCP2L	1.10993	1.0455635	-0.0861880094390303	0.461251124939725
SYCP3	0.875427	1.180105	0.430856443773178	0.336961759952077
SYDE1	0.577029	1.23441	1.09710592242923	0.0107283286050168
SYDE2	1.637485	1.403615	-0.22233442049104	0.353334836206492
SYF2	36.06645	24.1735	-0.57723105526415	0.0125650112007934
SYK	0.3473465	0.1079866	-1.68552326000962	0.054296004709428
SYMPK	21.38765	29.9138	0.484033217122636	0.00975790394481359
SYN1	1.615955	1.16979	-0.466137462169421	0.100596181572053
SYNC	10.316565	12.0355	0.22233338658339	0.218700838991359
SYNCRIP	114.5575	135.409	0.241251717283049	0.0131406279220964
SYNE2	3.09419	4.50054	0.54053632567576	0.0252750612870778
SYNE3	0.745253	0.7481815	0.0056580155908844	0.985992787461996
SYNE4	3.711745	3.104615	-0.257683227046326	0.243483481902084
SYNGAP1	2.114835	0.9780545	-1.11255834464506	0.00366407736146673
SYNGR1	5.451295	2.89548	-0.912796462977875	0.0771611458702935
SYNGR2	30.84625	30.02065	-0.0391398964105792	0.693178917911315
SYNGR3	0.6489905	0.6830325	0.0737568663156367	0.800490140480786
SYNGR4	0.5683245	0.1866625	-1.60628278704663	0.125509222589723
SYNJ1	4.19813	3.3972	-0.305400686981729	0.18339259573286
SYNJ2	5.80184	7.40046	0.35110443877507	0.00741687459946937
SYNJ2BP	8.71555	7.91889	-0.13829348911924	0.204017632086777
SYNM	12.5381	22.7504	0.859573169734283	0.000767150992590876
SYNRG	4.986585	5.30501	0.0893033284641409	0.105419255000001
SYP	3.579495	4.559225	0.349032544194049	0.039997090073367
SYPL1	43.70775	71.8736	0.717572836911345	0.00306282601330246
SYS1	18.37375	18.08595	-0.0227767237199462	0.787994315727135
SYS1-DBNDD2	0.906015	0.206482	-2.13351891508967	0.575962210092706
SYT12	7.97499	6.87978	-0.213120278354868	0.136364071727764
SYT14	3.0949	4.03229	0.38170660542136	0.0451613181346167
SYT8	0.186319	0.2762115	0.567998585573597	0.513655617816051
SYTL1	0.975767	0.318933	-1.61328331181252	0.147263387689717
SYTL2	2.97105	2.09982	-0.500707221572903	0.0338217081327272
SYTL3	2.066545	1.07603	-0.941502478251769	0.0255851914053989
SYVN1	34.22475	28.04365	-0.287365868683397	0.0885080327113795
SZRD1	99.11875	78.03505	-0.345035727245014	0.00912856415858306
SZT2	8.83639	4.41629	-1.0006221832049	0.00647080026619951
TAB1	9.088815	12.0423	0.405946850501111	0.0647203324316807
TAB2	22.69405	19.95785	-0.185357784817605	0.00649993989843648
TAB3	13.8769	7.88568	-0.815378243832232	0.0434186004916953
TACC1	10.79115	10.35475	-0.0595558970524476	0.567502277529402
TACC2	4.37468	3.889505	-0.169590928735023	0.436184515010244
TACC3	89.36385	67.7247	-0.400009244040134	0.104983048422506
TACO1	15.8512	23.44635	0.564771286965087	0.0498409226561762
TACSTD2	107.857	49.70295	-1.11771642436137	0.00153794596233221
TADA1	5.09448	5.53945	0.120807845114023	0.132523112082476
TADA2A	10.32447	15.91935	0.624713706945645	0.0487369313773284
TADA2B	4.707665	5.25906	0.159793295385613	0.138244294534804
TADA3	45.33355	47.90715	0.07966184912631	0.554437324872237
TAF1	9.189665	7.342455	-0.323749751801426	0.0570790657567978
TAF10	87.9428	85.725	-0.036849467910989	0.700562088182243
TAF11	34.64655	25.46435	-0.444232808608385	0.00501837024172266
TAF12	64.4432	38.04035	-0.760497614332142	0.00807282027551662
TAF13	69.9702	49.7904	-0.490873009803191	0.0417080843289666
TAF15	84.3277	106.1101	0.331483473262292	0.209039303989343
TAF1A	16.99015	13.74265	-0.30603836325007	0.027795260438978
TAF1B	21.5393	23.78285	0.142950244841442	0.217181951328171
TAF1C	22.8761	17.19855	-0.411554179974421	0.051948106920879
TAF1D	41.8958	46.2718	0.143327598819633	0.0543567744349122
TAF2	21.804	21.42075	-0.0255838316697474	0.674709658978994
TAF3	7.946285	11.43805	0.525488674325678	0.0191128113539163
TAF4	10.155915	11.53445	0.183628987777951	0.263953462493911
TAF4B	6.597565	11.20995	0.764774278933128	0.00681776572335662
TAF5	6.68524	6.643975	-0.00893270924870778	0.795791590584729
TAF5L	27.7953	27.81505	0.00102474551070128	0.986142198642793
TAF6	25.6864	30.61015	0.253005406741876	0.00567304164616601
TAF6L	22.0474	19.1027	-0.20683196702018	0.113012976302239
TAF7	97.7105	88.55335	-0.141966717372266	0.066004321409397
TAF8	15.6097	9.88605	-0.65897670245833	0.00837289237307858
TAF9	324.401	229.7205	-0.497898659870864	0.000226049371891909
TAF9B	8.10717	6.66949	-0.281621949216407	0.111087105691973
TAGLN	0.888115	2.00662	1.17594902972876	0.109819914507502
TAGLN2	491.744	412.2355	-0.254438700509955	0.120191601817135
TALDO1	119.457	143.4455	0.264011314295396	0.0164326503050608
TAMM41	14.8416	20.87325	0.492008617813239	0.0615723438168105
TANC1	12.14575	9.53114	-0.349730891788795	0.130832246939349
TANC2	3.586615	4.419255	0.3011802903403	0.0529342725076522
TANGO2	13.15195	9.052075	-0.538956276360968	0.03874638508227
TANGO6	3.837555	5.99524	0.643630081017907	0.0907907025817477
TANK	29.03485	24.75985	-0.229783006350149	0.0520399910157851
TAOK1	8.680285	8.88856	0.0342073012536488	0.820892138452203
TAOK2	36.11785	32.79435	-0.139264735138815	0.101757117140137
TAOK3	11.7635	15.00925	0.35153451864717	0.0844708687189111
TAP1	22.6174	24.802	0.133023369514761	0.327737987505146
TAP2	33.53585	28.9853	-0.210382751389345	0.144622588748958
TAPBP	22.8728	16.2225	-0.495636819704557	0.019083036978209
TAPBPL	2.095985	4.03824	0.94609826301836	0.0251998939641547
TAPT1	3.198575	1.92889	-0.72965843961649	0.0132404964769403
TARBP1	16.9814	22.4431	0.402316560863706	0.0420839774336827
TARBP2	13.02075	18.87765	0.535866630119175	0.115826814405591
TARDBP	82.4185	69.69365	-0.241940993342602	0.0496312931590047
TARS	59.78565	92.16385	0.624401740037638	0.00276814573486378
TARS2	9.815885	12.8715	0.390989938010936	0.0180734255261469
TARSL2	2.288495	2.19893	-0.0575974612274158	0.661657255895663
TAS1R3	0.682745	0.671121	-0.0247739425339919	0.397538012938594
TASP1	20.38485	24.05215	0.238668520038457	0.168409861315845
TATDN1	40.94935	36.2506	-0.175835677742966	0.141018198981209
TATDN2	25.3278	40.9787	0.694152448862368	0.0467709575782421
TATDN3	2.254035	2.409605	0.0962867513263661	0.467610087869461
TAX1BP1	52.1392	45.0559	-0.210652409911446	0.00459847618107021
TAX1BP3	300.0155	189.786	-0.660663465467106	0.0515567176454646
TAZ	24.5433	23.39595	-0.0690704304240502	0.342787962854178
TBC1D1	5.441195	6.065895	0.156796993060763	0.0789251279317816
TBC1D10A	10.1477	6.689965	-0.601082206019731	0.0041143938671149
TBC1D10B	20.89005	26.82445	0.360732645247689	0.119889370230623
TBC1D10C	1.178085	0.435203	-1.4366832280852	0.080735915614975
TBC1D12	2.39877	2.55193	0.0892939211097666	0.172186321580954
TBC1D13	14.99325	12.89865	-0.217093063801751	0.168521902374142
TBC1D14	8.58115	11.585	0.433015136106508	0.0127274095939541
TBC1D15	5.754025	8.89006	0.62762166670638	0.0436714622496502
TBC1D16	14.597	9.09051	-0.6832387539105	0.0117671288519688
TBC1D17	12.8056	11.19975	-0.193308322366338	0.238612552661609
TBC1D19	1.85762	0.9206525	-1.01272679074713	0.0365493195397035
TBC1D2	16.90635	17.80515	0.0747293673627961	0.434199154717124
TBC1D20	7.140485	8.084355	0.179110605579449	0.196000694146036
TBC1D22A	4.95017	3.31528	-0.578347349657296	0.0202767201603722
TBC1D22B	6.63997	4.35142	-0.609690450520401	0.0274549447737296
TBC1D23	19.2805	13.58635	-0.504984540112263	0.0611663608427717
TBC1D24	6.942425	6.99066	0.00998898281317691	0.765340374181795
TBC1D25	9.42578	5.998205	-0.652081179011959	0.0127967387933115
TBC1D2B	6.05461	11.07915	0.871741262418504	0.0113366083785883
TBC1D30	0.7939505	1.69694	1.09581458695337	0.00738537926744678
TBC1D4	12.3943	16.35985	0.400482726766024	0.00482153730643811
TBC1D5	11.3404	20.7855	0.874105924645281	0.0677757334975402
TBC1D7	35.25875	26.4577	-0.41429367702695	0.0789404447173788
TBC1D8	15.8933	15.4822	-0.0378082181961373	0.51748460766186
TBC1D8B	1.16005	0.7115955	-0.705057696737197	0.169835176640345
TBC1D9	2.60849	4.96688	0.929124989022702	0.0188747352549534
TBC1D9B	29.4569	35.4972	0.269099618799466	0.0749349292243365
TBCA	247.8375	224.295	-0.14399703635833	0.205366516150453
TBCB	52.2516	51.92065	-0.00916677003957922	0.0947961687091798
TBCC	10.8105	6.71889	-0.686138435052309	0.0658086169061036
TBCCD1	10.53445	9.661775	-0.124754832209282	0.144077557402946
TBCD	42.8855	45.7743	0.0940478827862337	0.0882007785479087
TBCE	63.06595	40.2921	-0.646364288645299	0.0168934253918529
TBCEL	2.025755	3.938215	0.959082173361838	0.00753859245258205
TBCK	2.955575	3.820475	0.370313189261534	0.139848136804938
TBK1	14.726	19.69455	0.419430846623031	0.0516648020958893
TBKBP1	0.1799345	0.168833	-0.0918749103779545	0.866097213032131
TBL1X	8.602935	8.05435	-0.095060771798858	0.286351338512269
TBL1XR1	13.09715	18.7978	0.521310917161479	0.0423603241376388
TBL2	23.1569	33.66325	0.53973233403995	0.0208033886746664
TBL3	38.04605	37.7263	-0.0121760636311939	0.843489185745216
TBP	21.44575	23.9744	0.160802939071271	0.0105573984447937
TBPL1	29.2794	31.6141	0.110682159110734	0.363183898341178
TBRG1	9.065845	11.8573	0.387262133738347	0.0151020129475033
TBRG4	78.82785	103.8678	0.397971143230563	0.0895897945512814
TBX18	5.175535	6.60098	0.350972223837258	0.00442739025753704
TBX19	1.768955	1.195605	-0.565156512672309	0.102093112670929
TBX2	0.524255	0.6356595	0.277985456551041	0.366602816189066
TBX20	2.85047	3.698965	0.375921831801392	0.0134992995868221
TBX6	0.2375355	0.3662605	0.624726977210913	0.185837980676468
TC2N	1.68178	2.797085	0.733935102678856	0.0129235772476392
TCAIM	9.81565	10.45875	0.0915547227288841	0.0746442796495088
TCEA1	39.32995	54.1505	0.461346306866098	0.0527755014089195
TCEA2	8.813575	8.093615	-0.12294310599584	0.622223176576589
TCEAL1	4.352535	5.428295	0.318643226911894	0.352208223858564
TCEAL3	1.89468	2.05315	0.115884825892643	0.584842608027244
TCEAL4	28.57425	35.4421	0.310748456437649	0.0243140896598061
TCEAL8	1.30336	0.12395175	-3.39438507934439	0.105811502220287
TCEANC	1.29091	0.8134435	-0.666274373902571	0.14464382877936
TCEANC2	2.260585	2.406345	0.0901473326309646	0.0503876333228241
TCEB1	44.58195	42.27125	-0.0767829461622519	0.380435883132057
TCEB2	224.321	197.961	-0.180348450751942	0.298020996583232
TCEB3	22.6864	14.8753	-0.608908928064388	0.0113651043576921
TCERG1	14.056	21.75265	0.630005070432243	0.00987382950180554
TCF12	3.305525	6.544325	0.985364970271469	0.000880238076136303
TCF19	12.91755	14.03195	0.119383044136425	0.291159952626579
TCF20	8.534335	14.9263	0.806505940730168	0.0136905117033705
TCF25	47.1279	31.52235	-0.580206304761021	0.0782317111129424
TCF3	19.1301	32.09255	0.746394012198358	0.0116095012526451
TCF4	0.83922	1.205265	0.522229419511329	0.0105326552165718
TCF7	1.018169	1.98723	0.964781812404523	0.0522512496894073
TCF7L2	6.66068	4.42315	-0.590595303535994	0.0127624151180589
TCFL5	16.8777	20.31655	0.267537120646016	0.0196229071866347
TCHP	7.95735	12.565	0.659050709506536	0.0209627271252761
TCIRG1	24.4156	12.95335	-0.914477975378141	0.036529810936779
TCN1	0.504172	4.83259	3.26080869764273	0.0629588720241711
TCOF1	19.94205	44.3157	1.15200417861019	0.0132386322423929
TCP1	267.5405	354.952	0.407866641096983	0.0182335423090191
TCP11L1	10.31875	15.11285	0.55050753624106	0.01806235375465
TCP11L2	2.692715	1.527695	-0.817704999321315	0.0188280386825787
TCTA	19.5474	12.04665	-0.698344717902874	0.0193440053953905
TCTE3	1.45845	1.009396	-0.530943652513042	0.407277224879645
TCTEX1D2	22.12975	18.16705	-0.28466298205497	0.0384350625333271
TCTEX1D4	5.566815	1.29005	-2.1094251564475	0.000156283571713081
TCTN1	5.24416	5.24586	0.000467602843651854	0.997593104406492
TCTN2	2.206295	2.936255	0.412351560773702	0.0299621362662429
TCTN3	22.658	22.669	0.000700229256792435	0.9942261006647
TDG	23.75455	30.23905	0.34820893911716	0.0132334577632375
TDP1	5.21464	4.869595	-0.0987658681038956	0.358816331135077
TDP2	32.29995	22.0323	-0.551911822651327	0.016497864186849
TDRD3	2.6644	2.853065	0.0987019284924161	0.445519671154765
TDRD5	0.6806355	1.365955	1.00495565106524	0.00399649477329623
TDRD7	5.6508	7.645575	0.436169877817762	0.00214155034025408
TDRKH	13.9126	13.8972	-0.00159781845973024	0.970441847691748
TEAD1	13.5648	19.28375	0.507517854842385	0.0475224550599238
