SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
TWISTNB	13.0707	8.13835	-0.683528174810327	0.109828739221768
TWSG1	18.4273	22.52765	0.289852124613461	0.105401875466139
TXLNA	21.14255	26.74145	0.338928304254838	0.000575697914769526
TXLNG	27.2945	17.4993	-0.64131305591413	0.0343992421146924
TXN	704.431	729.723	0.0508905270444469	0.309528518019536
TXN2	58.4258	56.3605	-0.0519211728443924	0.403603463771559
TXNDC11	15.84565	15.28645	-0.0518334354148936	0.294639849371467
TXNDC12	41.8044	57.64285	0.463486870610351	0.0503887205055221
TXNDC15	8.813315	2.99518	-1.55704206331965	0.000799024869136275
TXNDC16	4.71862	5.097975	0.111559305526904	0.317984945975796
TXNDC17	42.6077	54.339	0.350873840194965	0.0392030105439758
TXNDC5	110.859	71.564	-0.631419966223862	0.0432059561146778
TXNDC9	36.0954	50.6795	0.489587299350089	0.00462993057093525
TXNIP	14.91175	27.70065	0.893470251643255	0.0240374328887121
TXNL1	117.956	115.15	-0.0347343940518513	0.369334279147794
TXNL4A	45.1073	51.69365	0.196626139254078	0.0484317119406474
TXNL4B	13.5471	21.6802	0.678394015772812	0.0149803476300393
TXNRD1	56.66005	139.034	1.29503394928706	0.0143210160823895
TXNRD2	12.53335	6.5644	-0.933037022769542	0.0495030394054065
TXNRD3	6.634905	11.1345	0.746889060638233	0.0281776471484978
TYK2	13.1685	16.12495	0.292203666883534	0.00126244140147682
TYMP	10.669885	8.99281	-0.24670073399128	0.445202863853809
TYMS	64.18495	41.66585	-0.623369643871618	0.0173797474585865
TYRO3	5.86094	1.529545	-1.93802951580969	0.0012918119706907
TYSND1	23.6032	17.8956	-0.399377551044418	0.00639545237043422
TYW1	11.2811	10.8373	-0.0579023801520293	0.470321443503373
TYW3	23.238	8.71453	-1.41499114438636	0.0159500298224364
TYW5	3.037535	3.61888	0.252642237288381	0.129462527787398
U2AF1	147.8385	105.8605	-0.481857650824113	0.0083338514097288
U2AF1L4	4.72355	3.25803	-0.535871641288934	0.114718050640907
U2AF2	115.5475	112.8565	-0.0339965324893051	0.673680943104795
U2SURP	42.23375	22.4232	-0.913404173063107	0.0226269395158271
UACA	4.67546	8.039275	0.781957088732156	0.0089514365184502
UAP1	37.82785	42.5981	0.171340302382905	0.118094372299542
UAP1L1	9.761995	4.73558	-1.0436348792093	0.00889531909032578
UBA1	221.6525	292.8085	0.401657799898341	0.0175102289321634
UBA2	74.8561	36.3727	-1.04126386265603	0.0031489490638732
UBA3	35.8566	24.26275	-0.563495616897756	0.0185921519556262
UBA5	16.5204	12.1028	-0.448907762752525	0.0440928117944545
UBA52	127.162	141.0775	0.149820303026139	0.193557688732722
UBA6	21.59905	20.67805	-0.0628677173812073	0.564136490337397
UBAC1	38.36725	29.3167	-0.388152645117321	0.0154752658204588
UBAC2	31.561	28.61355	-0.141444417650955	0.0334739145264669
UBAC2-AS1	1.4035	1.282735	-0.129805908757391	0.611055075269871
UBALD1	21.75695	17.0308	-0.353330121069706	0.201253197039146
UBALD2	15.4868	22.12375	0.514556870361939	0.0746460972235098
UBAP1	10.40305	14.11015	0.439726760393427	0.010589053040783
UBAP2	8.053165	10.3714	0.364982853835124	0.0144449340709903
UBAP2L	59.2943	50.8276	-0.222281313630299	0.0120851374335197
UBASH3B	10.20325	10.61335	0.0568513394752686	0.000899977701282501
UBB	671.422	804.4735	0.260825088646915	0.37217778558451
UBC	210.33	230.892	0.13456354646721	0.133024171553975
UBE2A	38.3161	48.10025	0.328093668399087	0.00290002609115732
UBE2B	16.4488	17.2705	0.0703275131518728	0.346564287732295
UBE2C	251.017	215.4415	-0.220488893605558	0.123629804426254
UBE2D1	13.1838	17.044	0.370497694704706	0.0603267874989877
UBE2D2	19.8553	15.07455	-0.397409223203212	0.0161058997217567
UBE2D3	123.975	138.7615	0.162558115880395	0.000920908537651291
UBE2D4	1.72021	3.164415	0.879354118559242	0.0203362266646325
UBE2E1	101.621	41.60845	-1.28825011498749	0.00116634215508237
UBE2E2	22.65305	13.53065	-0.743474160661779	0.0161186379631482
UBE2E3	70.17175	37.6564	-0.897995258905342	0.0358583651896931
UBE2F	24.85915	30.5126	0.295628150528931	0.056832838212878
UBE2F-SCLY	4.22447	4.84225	0.196907213092217	0.512122228440316
UBE2G1	22.59375	21.38815	-0.0791120422279921	0.231657316479673
UBE2G2	21.9943	21.5081	-0.0322496017251728	0.402724586461911
UBE2H	20.3513	25.52815	0.326968036953498	0.0150084901624681
UBE2I	44.2997	42.41855	-0.0626016229646721	0.145716503683641
UBE2J1	17.69895	9.56335	-0.888075792500274	0.0234434231205485
UBE2J2	22.14985	22.166	0.00105152111228012	0.990136238013352
UBE2K	28.10405	17.3199	-0.698347447985748	0.00595826627453069
UBE2L3	41.1032	37.15895	-0.145540980075334	0.0929059485252144
UBE2L6	20.747	8.07212	-1.3618832121678	0.0246761758287398
UBE2M	62.04635	42.5242	-0.545062248459434	0.0213349722909833
UBE2N	53.8715	47.0572	-0.195106756389811	0.0106181168326551
UBE2O	15.29645	18.49325	0.273801914846355	0.0118628705296398
UBE2Q1	26.5008	17.40335	-0.606670872485138	0.0215866612515596
UBE2Q2	14.892	6.167725	-1.27172717486333	0.00434319763210077
UBE2Q2P1	1.0365785	0.83236	-0.31654983424303	0.408693176325215
UBE2R2	8.50809	6.07799	-0.485240993225138	0.0472375610058899
UBE2S	207.3045	293.0895	0.499589850410084	0.0374929226110063
UBE2T	115.667	76.1874	-0.602352992465951	0.000392176580566021
UBE2V1	63.95275	60.41595	-0.0820769211995456	0.136379151526334
UBE2V2	75.86775	81.80985	0.108787803229034	0.114746505663292
UBE2W	7.588155	8.39024	0.144962930697357	0.55143737179666
UBE2Z	37.46245	52.1722	0.477836017068022	0.00768837851169422
UBE3A	48.10425	40.03435	-0.264925978706734	0.0411313317761062
UBE3B	8.378335	9.9065	0.241711868198932	0.0547140615606179
UBE3C	35.70095	38.37985	0.104386608269987	0.0705004829003147
UBE3D	7.835055	5.271525	-0.571723022431471	0.0625878140869628
UBE4A	14.8302	20.4057	0.460434147756743	0.0183042624315648
UBE4B	22.82855	23.49585	0.0415667336109105	0.0618240251074374
UBFD1	32.56675	39.2186	0.268138282949544	0.0613911422602877
UBIAD1	15.52775	12.75025	-0.284323260716543	0.00626994502901605
UBL3	3.07585	6.850245	1.15517043809668	0.0350115491289994
UBL4A	82.0198	29.25925	-1.48707943628598	0.0387439922412473
UBL5	295.471	355.3245	0.266120628277345	0.00698840035230342
UBL7	46.6149	55.71565	0.257291451852774	0.116879159153807
UBLCP1	15.0516	20.17315	0.422519520649056	0.162023744706833
UBN1	13.83235	23.69825	0.776734248003209	0.00410209149892719
UBN2	0.8226905	1.14346	0.474984209698976	0.170231539798789
UBOX5	5.778245	6.41577	0.15099104723534	0.151271689695381
UBP1	29.52535	39.25565	0.410946151882709	0.0151544934346619
UBQLN1	88.18675	92.3793	0.0670077061675682	0.172807287649335
UBQLN2	20.0891	25.61315	0.350471759639618	0.0445111745057172
UBQLN4	29.50925	22.51145	-0.39050826786956	0.0924234814711086
UBR1	6.959265	7.413765	0.0912714411730088	0.462219357553581
UBR2	9.31366	13.67685	0.55431587055558	0.0291351995894283
UBR3	11.06625	19.1218	0.789051914005648	0.0354304201755738
UBR4	36.1843	54.0814	0.579768636655862	0.0621871414233694
UBR5	18.44505	15.86105	-0.217745419352284	0.0889037564050944
UBR7	15.8531	9.34416	-0.762628097457679	0.0113936819264859
UBTD1	18.686	26.7577	0.517996339143289	0.0191123664919961
UBTD2	7.988765	12.22915	0.614279735066195	0.0258154350632002
UBTF	28.94935	22.7193	-0.349612570807399	0.0277400508059273
UBXN1	99.7513	102.89645	0.0447856607296735	0.655570156764068
UBXN11	9.386245	6.735665	-0.478727730733089	0.118461119008227
UBXN2A	10.2435	9.42436	-0.120242185073324	0.504074838882762
UBXN2B	5.97582	6.586175	0.140304153214576	0.233536921145294
UBXN4	44.7875	38.0199	-0.236341401023292	0.0404232985176145
UBXN6	25.34945	31.8088	0.327471500829869	0.0693924376779795
UBXN7	12.5703	16.0504	0.352590170706047	0.0646184470827408
UBXN8	9.56832	2.776285	-1.78510996378093	0.0345539436613168
UCA1	83.55025	150.0725	0.84494358460981	0.0038898485423479
UCHL3	64.00075	78.49285	0.294472431715914	0.0682705559739393
UCHL5	76.01745	50.5645	-0.588205768682864	0.0313636252718061
UCK1	22.7729	16.8963	-0.430610666610468	0.0225166052982532
UCK2	19.66615	8.886435	-1.14603788237148	0.00340439170896524
UCKL1	23.35735	15.67015	-0.575857613195856	0.08354812840338
UCKL1-AS1	2.072815	2.717505	0.390691328920076	0.187292392111028
UCN	1.390205	2.44491	0.814483720030044	0.350145734218521
UCN2	3.57348	4.99157	0.482163944399516	0.121730468117078
UEVLD	4.741075	4.852185	0.0334203418395847	0.871306552258555
UFC1	38.65145	17.45765	-1.14666316879728	0.0398862056588186
UFD1L	83.11945	88.4181	0.0891556248364599	0.113070112777577
UFL1	22.5503	21.86235	-0.0446981409443915	0.640834935533957
UFM1	18.57465	26.70915	0.523999037461151	0.0558362181009204
UFSP1	8.84943	10.31458	0.221028639260513	0.249767944005833
UFSP2	21.8785	13.15815	-0.733557165343532	0.0535218237541372
UGCG	7.509505	11.4817	0.612546547072811	0.0218660564752725
UGDH	13.4629	12.1915	-0.143113568635944	0.0975625570919039
UGDH-AS1	19.23005	27.75095	0.529174646347229	0.0143596480047953
UGGT1	10.60525	9.562035	-0.149389038734556	0.198943797270998
UGGT2	4.19643	4.866105	0.213604935207021	0.0752498901054109
UGP2	89.1992	94.13325	0.0776736344827813	0.205652021690389
UGT8	12.14965	7.19589	-0.755669716008718	0.0227285886358791
UHMK1	19.24855	18.63455	-0.0467697908891167	0.724423853821089
UHRF1	59.21725	19.18475	-1.62605752947013	0.0340996613830125
UHRF1BP1	7.42797	3.280125	-1.17921719399306	0.0171499226930282
UHRF1BP1L	5.310545	7.1122	0.421435967673008	0.0216406743058931
UHRF2	31.57855	34.3131	0.119814543213422	0.0675150565081868
UIMC1	15.82735	13.20805	-0.261002236024579	0.122312663991033
ULBP1	0.859454	1.44849	0.753057394199912	0.00415202634262421
ULBP2	6.243375	13.453	1.1075299005505	0.0113781306125121
ULBP3	3.848985	5.83987	0.6014582051733	0.0988703172522112
ULK1	6.061625	10.92725	0.850153863437074	0.0177473292322874
ULK2	4.423095	2.576505	-0.779640836816225	0.0649966294775866
ULK3	16.746	16.24115	-0.0441627400449157	0.369473740978122
UMPS	8.41319	6.04632	-0.476595590608582	0.0129607675661143
UNC119	21.4715	31.60365	0.557668207726559	0.0606274139911777
UNC119B	21.4683	22.56245	0.0717157811703872	0.309433839282894
UNC13B	0.5956745	1.870805	1.65106308394791	0.0694986240043094
UNC13D	8.453265	2.573675	-1.71567879383923	0.0346685878145191
UNC45A	49.8039	72.91055	0.549868864519556	0.0478968992323773
UNC50	26.49075	14.52495	-0.866955492161507	0.00664644336595029
UNC5B	0.263892	1.523325	2.52920425181955	0.0249005693034926
UNC93B1	25.5899	21.68465	-0.238900351994235	0.139814613475504
UNG	49.2482	13.17135	-1.90266777319191	0.000201902545116431
UNK	6.64513	3.70051	-0.844573308504718	0.00217435710339777
UNKL	8.86858	5.582695	-0.667741385359683	0.0570431059708722
UPF1	34.2141	40.9109	0.257894277605024	0.048529493194516
UPF2	10.294	7.91279	-0.379545312945646	0.0277521256698996
UPF3A	21.8197	22.23575	0.0272498007238423	0.539670567665924
UPF3B	13.56795	14.43795	0.0896631544775083	0.48894461473916
UPK1A-AS1	0.454673	0.9524545	1.06682084023857	0.343823084693244
UPK3B	1.178235	1.34827	0.194482120037609	0.400138790742776
UPK3BL	4.57586	6.331755	0.46856252008074	0.193174419058456
UPP1	48.0321	64.2896	0.420586488856588	0.0760550098645253
UPRT	3.887645	3.083085	-0.334521820583179	0.0343084761438024
UQCC	13.9816	13.1104	-0.0928177635341841	0.0777842636424008
UQCR10	73.0438	52.1745	-0.485416951656488	0.0068337058284297
UQCR11	63.4737	60.97685	-0.0578973182857493	0.613449667974849
UQCRB	34.3022	33.6001	-0.0298355810735534	0.599311108647566
UQCRC1	142.5555	164.3995	0.205682209616759	0.134977309627368
UQCRC2	208.6485	236.505	0.180796135269869	0.0363433332145445
UQCRFS1	208.626	183.773	-0.18299414394153	0.0152397300064655
UQCRH	462.828	489.641	0.0812482201697589	0.339131077960163
UQCRHL	1.242495	1.416545	0.189136387001658	0.602588775483948
UQCRQ	49.22515	62.5705	0.346087030292663	0.123155092039782
URB1	6.31993	8.47914	0.424009367218563	0.120175768919973
URB2	33.4207	15.3813	-1.11956450865104	0.00146400389682787
URGCP	11.38795	8.80281	-0.371472029817372	0.0252985512714699
URGCP-MRPS24	1.168925	0.4489015	-1.38071154521257	0.348230653888261
URI1	41.21035	26.4143	-0.641687538668268	0.0108491210739616
URM1	21.8928	15.25315	-0.521349269935787	0.00449304375444044
UROD	34.6338	31.2938	-0.146303832471919	0.309189147985412
UROS	49.22	65.526	0.412822808064484	0.0352111879604125
USB1	58.2911	77.60525	0.41287862740472	0.00191818044564957
USE1	15.5769	12.05385	-0.369914130522629	0.25254298791885
USF1	18.7931	22.288	0.24606409811716	0.115550749783076
USF2	68.33975	31.3143	-1.12590334082799	0.0245074707734456
USMG5	350.655	343.632	-0.0291879089457281	0.749966953692455
USO1	50.6652	59.7504	0.237953216264802	0.0644735307589551
USP1	36.257	20.11585	-0.849926856948195	0.0264148583857959
USP10	40.3748	38.2127	-0.0794029153130634	0.277442519954465
USP11	47.9967	80.6936	0.749519037349251	0.0403086455841638
USP12	9.29834	7.671835	-0.277401487626616	0.122000635971891
USP13	8.293875	4.092985	-1.01889292443537	0.00182115472521939
USP14	51.546	55.0831	0.0957492766703224	0.176699918916738
USP15	10.82925	11.18455	0.0465738822095285	0.600842166847189
USP16	24.41735	29.13895	0.255042257901217	0.0910001756912518
USP18	4.9453	2.023025	-1.28954389435672	0.0167456779641205
USP19	22.79695	21.7654	-0.0668042854614092	0.391068721121064
USP20	5.79398	14.58765	1.33212088101661	0.00850417075133278
USP21	11.7979	4.37343	-1.4316929782046	0.041384880892784
USP22	46.6325	43.95655	-0.0852576171051172	0.359240227000548
USP24	18.9224	8.54851	-1.14635019661358	0.00217787052560399
USP25	3.11499	5.659075	0.861338725858803	0.0850719259751591
USP27X	3.467865	1.895775	-0.871259989014601	0.0170347365577328
USP28	11.7609	9.993025	-0.235005097178739	0.104592668954084
USP3	3.270215	2.86396	-0.191374145611717	0.0419154674422166
USP30	2.378745	1.1089	-1.10107135412156	0.00423478016602793
USP31	6.86522	4.14131	-0.729218752654033	0.00924689518037657
USP32	6.14493	7.356945	0.259710229688054	0.113475457484548
USP33	22.6392	26.61795	0.233576486716807	0.104517116640636
USP34	18.7897	23.2127	0.304972307843392	0.0580645446739652
USP35	5.18806	5.354895	0.0456631220819525	0.66782296933596
USP36	14.68135	10.3039	-0.510794137803491	0.00486165035809155
USP37	6.30791	4.40917	-0.516654973600985	0.0324683581540129
USP38	10.6903	14.46055	0.435820085815652	0.112840535070381
USP39	51.5564	49.8596	-0.048280220138631	0.14292820409283
USP4	14.4836	15.57175	0.104510848998225	0.224406799309717
USP40	12.2661	5.616755	-1.12686783800665	0.019339187365496
USP42	3.702225	2.62321	-0.497059270016872	0.0686357659771427
USP43	3.88994	7.804715	1.00459804847919	0.0083963234621652
USP45	5.358215	9.46805	0.821314853930253	0.0749827947916244
USP46	2.074855	0.4675085	-2.14994601740939	0.00232286709046662
USP47	10.47175	15.4744	0.563380911617207	0.00426183165153033
USP48	29.89965	25.55735	-0.226390343249451	0.0503479495442085
USP49	0.65019	1.48969	1.19607886894079	0.115782168762957
USP5	58.7265	71.232	0.278513839577618	0.0592774311290298
USP50	0.9354335	0.8619805	-0.117979863298384	0.709448636424408
USP53	5.721815	13.05995	1.19060461580149	0.00850413068315907
USP54	3.3639	4.10361	0.286758807559112	0.14139998725854
USP6NL	4.344665	3.38345	-0.360749871973977	0.0338664691629936
USP7	34.6219	30.01325	-0.206085349543318	0.0484073371486758
USP8	15.0359	15.76325	0.0681537886813244	0.122417365993236
USP9X	19.22395	30.2898	0.655927250970825	0.0468736103348769
USPL1	5.07294	5.508795	0.118914679423409	0.43538171158898
UST	2.164975	3.3574	0.632994064129444	0.061368046560561
UTP11L	57.1698	46.3711	-0.302027292971383	0.0714550502747775
UTP14A	28.60655	26.9651	-0.0852521325159884	0.0695074063669553
UTP14C	4.005675	3.41671	-0.2294375716191	0.138460660328735
UTP15	14.1573	10.8436	-0.384702348070251	0.0251071015649426
UTP18	54.3595	17.3958	-1.64379315891768	0.00231954160866922
UTP20	12.2874	5.31172	-1.20992867123718	0.00997795995110767
UTP23	12.6585	11.4029	-0.150705680119579	0.268318124973028
UTP3	39.3981	52.4591	0.413067000202022	0.00131655553873927
UTP6	50.26395	36.91825	-0.445189882147694	0.00235103594005554
UTRN	2.65062	3.08033	0.216755060713786	0.10899634113751
UVRAG	6.26141	4.759675	-0.395624505812829	0.0271762723026056
UVSSA	7.555555	8.212625	0.120305690368977	0.297934534991858
UXS1	23.07615	40.55865	0.813607086472214	0.0324970232697523
UXT	123.343	117.3165	-0.0722699059497993	0.3839089278444
VAC14	12.4782	17.6855	0.503157168948744	0.0166396518276996
VAMP1	3.02551	11.4751	1.92325646786169	0.00499004567537027
VAMP2	21.1431	19.53925	-0.113811828524061	0.136373896691115
VAMP3	35.81615	46.62585	0.380519760818291	0.0712661885134229
VAMP4	1.586115	1.142115	-0.47378945274967	0.328996266800101
VAMP5	1.8616	5.30972	1.51209266885296	0.112348989472092
VAMP8	83.65325	68.17665	-0.295143879853688	0.00423207685210226
VANGL1	10.09505	9.067095	-0.154935750366583	0.150611540817874
VANGL2	5.08889	0.641819	-2.98711260277851	0.001118251296983
VAPA	25.9241	23.3312	-0.152033392492969	0.0659513381237539
VAPB	15.53675	10.5765	-0.554822463826925	0.0497891201323631
VARS	93.70305	55.82435	-0.747201459955987	0.0634289408793791
VARS2	27.7718	19.37085	-0.519733425630979	0.0201557666674083
VASH1	1.24954	1.16935	-0.095690275557451	0.396345012312386
VASN	0.8461715	3.19418	1.91642361445246	0.0267149116142658
VASP	66.3189	85.28745	0.362913387665781	0.0857957957832601
VAT1	77.41725	83.80305	0.114347690142466	0.169063681193219
VAV2	24.977	22.54295	-0.147923883697403	0.0741994684318706
VAV3	4.313255	1.69783	-1.3450849986193	0.00113477904904497
VAX2	5.066735	5.36928	0.0836722661658441	0.67636261724542
VBP1	112.023	76.61465	-0.548102778582282	0.0295997444154273
VCAN	1.57488	0.1863135	-3.07943778607928	0.0328076060068418
VCL	28.21715	44.0442	0.642379769437232	0.041724825078184
VCP	78.9395	121.89	0.626760484009545	0.0440724749425568
VCPIP1	3.018725	4.53975	0.588673515655347	0.00715773595200149
VDAC1	222.1735	153.573	-0.532762152846836	0.013656970336106
VDAC2	182.3485	172.1315	-0.0831871979135699	0.143960498243049
VDAC3	217.9945	184.9375	-0.237253944854465	0.0170840978023136
VDR	9.209695	11.65645	0.339903195080026	0.0464984035968177
VEGFA	30.7723	35.97325	0.225292227114085	0.0748683762230823
VEGFB	28.7059	13.1951	-1.12134500405543	0.00126389824374198
VEGFC	16.0098	6.878955	-1.21869396219981	0.00252137276779372
VEPH1	1.51725	0.6569535	-1.20759565712383	0.0570042333390201
VEZF1	9.36112	8.974535	-0.0608439595317378	0.51802191063989
VEZT	13.654	22.96765	0.750279593857145	0.015096481011316
VGF	10.239215	62.1966	2.60273060318548	0.00125200816543526
VGLL3	1.123985	1.092089	-0.0415323486281004	0.866073823968767
VGLL4	22.05815	21.6615	-0.0261786491686494	0.759836797365506
VHL	29.9461	32.78085	0.130485136356928	0.0439708510243312
VILL	1.95591	0.6267405	-1.6418998588181	0.00820918914820634
VIM	32.2821	44.3628	0.458615994244476	0.00298743153877609
VIMP	45.99725	61.5873	0.421085270985965	0.0366972460143572
VIPAS39	8.51375	15.67225	0.88034568425281	0.000707760542215216
VKORC1	86.07345	78.94465	-0.124726796758185	0.345189456942467
VKORC1L1	43.48455	30.0665	-0.532345968927186	0.0199603263290897
VMA21	25.50435	16.0593	-0.667334323511533	0.0126469864054
VMAC	1.90175	4.141325	1.12276482091135	0.0215696515806014
VMO1	0.645655	1.53168	1.24627953489431	0.278605885247135
VMP1	45.07785	72.1955	0.679490208215386	0.00925105805872979
VN1R2	1.15531	1.28334	0.151623423049345	0.468908204194877
VNN1	2.06929	0.3452215	-2.58354162358846	0.0625671559631195
VOPP1	81.0606	43.19895	-0.908004607606874	0.00051593701524661
VPRBP	8.839725	7.448335	-0.247083526977698	0.0265907510690756
VPS11	8.68003	8.24162	-0.0747720827575419	0.154997388737238
VPS13A	12.14385	9.96822	-0.284818061600285	0.106571808793406
VPS13B	2.866065	2.756735	-0.0561107387875285	0.774836557541789
VPS13C	1.267285	1.67287	0.400584327834232	0.148899974109302
VPS13D	5.07785	4.306705	-0.237633272848274	0.161043089389662
VPS16	8.681095	15.64795	0.850024730282215	0.0446439324110018
VPS18	9.842735	17.4085	0.822660740866604	0.0132469991143433
VPS25	62.2135	68.784	0.144845343924226	0.00252549772089266
VPS26A	36.4274	43.44435	0.254144538059158	0.135931066466051
VPS26B	7.16898	6.25755	-0.196169953781321	0.0709290584983926
VPS28	17.0858	16.3107	-0.0669791009849452	0.436168418752677
VPS29	60.5855	62.2594	0.0393191203946083	0.441542153130576
VPS33A	12.96785	9.915075	-0.387243717814707	0.120152448947473
VPS33B	11.1491	13.0806	0.23050146326505	0.0235061832539505
VPS35	72.0454	70.989	-0.0213108280726611	0.707368260771343
VPS36	9.12961	4.199335	-1.12039234917955	0.032034814661458
VPS37A	9.284845	10.71185	0.206257932282891	0.0998449326686212
VPS37B	24.39315	22.4375	-0.120564133095117	0.279324056948578
VPS37C	8.47232	10.448025	0.302401267932769	0.15832011557531
VPS39	13.60155	23.27175	0.774808636373673	0.0159256430135952
VPS41	6.44261	9.12295	0.501855145538067	0.111339976412527
VPS45	8.720345	9.09748	0.0610817614564556	0.382246730782196
VPS4A	112.1115	124.3855	0.149884043601955	0.224621882842422
VPS4B	27.81205	34.6087	0.315424662546361	0.13144866284321
VPS51	38.5527	41.64825	0.111423975487822	0.375801016746611
VPS52	32.5857	13.4905	-1.27229516694174	0.0142019536970902
VPS53	8.56651	13.20175	0.623949708754552	0.0261844030977347
VPS54	11.36055	3.85038	-1.56095994217588	0.0160329960556337
VPS72	23.50045	17.97265	-0.386885238083135	0.0335051182349819
VPS8	5.77888	10.9322	0.919721941328031	0.00985562451811115
VPS9D1	2.090385	3.860775	0.885121801248312	0.00410661670822153
VRK1	42.2294	20.4564	-1.04569547320033	0.0302851456657478
VRK2	24.7876	18.4369	-0.427022492816752	0.0304328700027088
VRK3	6.268305	13.85175	1.1439209701927	0.0017518687307072
VSIG10	3.666015	1.822045	-1.00865409829798	0.0110405073881474
VSNL1	1.22259	0.6668325	-0.874544346902802	0.162490802685067
VSTM2L	1.33594	0.5771285	-1.21089073301515	0.069708600485469
VTA1	33.55325	44.30275	0.400943739799249	0.0238668351145343
VTI1A	6.39368	10.78475	0.754274288962347	0.0176275357696615
VTI1B	48.0331	51.173	0.0913538919134107	0.0974826474366208
VWA1	2.526625	1.943655	-0.378439393954088	0.300977660730792
VWA5B2	0.8431915	2.093285	1.3118365186596	0.0369041996958265
VWA7	2.686885	2.265765	-0.245936338750311	0.234491404937008
VWA8	9.79367	4.300565	-1.1873233741389	0.0301828712882242
VWA9	34.78545	15.91705	-1.12791100662447	0.0443397892691112
WAC	28.238	23.31185	-0.276574411591312	0.0182397042102661
WAC-AS1	20.3075	16.42975	-0.305702116405569	0.0115519852425055
WAPAL	16.90105	15.52765	-0.122273374066483	0.214728411901214
WARS	57.70395	44.40005	-0.378108777611339	0.0150877554792422
WARS2	8.94509	8.38521	-0.0932490826269224	0.15812563004993
WASF1	12.91495	11.67875	-0.14515619015678	0.0288955510881129
WASF2	40.27695	32.39245	-0.314296848029793	0.114797236532051
WASF3	4.770245	3.65863	-0.382759842795631	0.129655824649258
WASH1	1.084395	0.8808415	-0.299936019424827	0.49403750684405
WASH2P	1.14804	0.988992	-0.215142153137489	0.457758773247454
WASH3P	1.499	0.942699	-0.669131280472405	0.127632289397433
WASH5P	30.61705	18.038	-0.763295897932446	0.00529780237347233
WASL	13.24245	12.857	-0.0426160120587024	0.667599667208697
WBP1	34.77515	54.05275	0.636311280970337	0.0760859233394656
WBP11	87.6065	60.43635	-0.535621382304179	0.00145115790539531
WBP1L	5.90185	8.92954	0.597418603628646	0.0094853246172819
WBP2	36.40225	37.63535	0.0480607630129118	0.288555423353022
WBP4	9.324435	12.2355	0.391984842707155	0.0270580894680779
WBP5	20.11445	11.8653	-0.76148371231111	0.0527789354430651
WBSCR16	38.83305	21.0259	-0.885117467479423	0.0172327456039251
WBSCR22	69.38825	79.7164	0.200185177610514	0.0292790348945196
WBSCR27	1.61266	1.616175	0.00314111750646132	0.962187809503862
WDFY1	13.86885	7.356465	-0.914763584796582	0.0040039131328383
WDFY2	3.403295	4.11263	0.273129072534559	0.155342851637257
WDFY3	3.55974	3.928785	0.142311347508126	0.225544234722361
WDHD1	17.44545	6.21272	-1.48955387160086	0.0129440063535704
WDPCP	1.0313755	1.915935	0.893478936749782	0.0113824013599222
WDR1	101.724	117.7025	0.210484865494697	0.0729561861146575
WDR11	10.39569	10.68985	0.0402560909749532	0.62336716472469
WDR12	37.4501	23.41735	-0.677391747006306	0.0138738603155255
WDR13	30.75605	40.9251	0.412115712062746	0.0558875961164531
WDR17	2.076895	3.051095	0.554898820100787	0.0625353487660878
WDR18	52.54655	37.5478	-0.484867665754473	0.0738479975068911
WDR19	3.75027	6.270325	0.741545756020532	0.00142932102390825
WDR20	9.05018	10.3555	0.194378822126094	0.177515423341057
WDR24	7.374625	8.215435	0.155767276499416	0.141480993511074
WDR25	4.496035	6.206575	0.465144093188366	0.128261779994143
WDR26	40.29815	83.67245	1.0540390697381	0.00665413321029751
WDR27	6.77902	7.305545	0.107915176198415	0.451974067988856
WDR3	51.5925	33.93325	-0.604461743749801	0.0143321593321505
WDR31	2.708525	4.4322	0.710515576371995	0.0821582814947691
WDR33	16.29895	15.78375	-0.046339016719691	0.343323512170017
WDR34	100.70705	89.7929	-0.165491403308234	0.198185732167271
WDR35	2.560615	1.291615	-0.9873142528327	0.0175495882532528
WDR36	12.52485	9.433135	-0.408984105795865	0.0421683488196359
WDR37	4.296845	6.44132	0.584078629975384	0.00754738873315287
WDR4	21.4164	14.46805	-0.565845501044134	0.0152968088133112
WDR41	13.65165	13.5138	-0.0146419233576143	0.875782657312296
WDR43	42.6303	23.66415	-0.849176105547736	0.000235439692173867
WDR44	3.89964	6.75364	0.792324333151497	0.105762212613265
WDR45	36.3774	22.62415	-0.685178842527228	0.0742997247893656
WDR45B	97.64835	100.84065	0.0464097509987126	0.47985132463393
WDR46	54.7492	42.92015	-0.351182765961035	0.031527228824417
WDR47	5.272815	14.6612	1.47535790613843	0.0152094859855333
WDR48	12.5349	9.058915	-0.468540314835446	0.011331561769794
WDR5	55.78705	39.12655	-0.511782358580995	0.0321426592767332
WDR52	0.8416585	0.975702	0.213205601988936	0.163949808276735
WDR53	16.5008	15.01275	-0.136347700998411	0.0729004025122914
WDR54	31.69285	33.9711	0.100150533272271	0.291718805094548
WDR55	14.7861	16.50675	0.158814521622166	0.131977995586044
WDR59	12.5882	10.64275	-0.242201025649899	0.0138691053709564
WDR5B	3.997885	6.579835	0.718814433249465	0.0177403491934761
WDR6	39.0543	41.9097	0.101802792010044	0.0643513917354105
WDR60	2.64054	3.12032	0.240860994101638	0.0395778336770077
