SUM159R_DMSO_24H_0	SUM159R_DMSO_24H_1	SUM159R_DMSO_3H_0	SUM159R_DMSO_3H_1	SUM159R_JQ1_24H_0	SUM159R_JQ1_24H_1	SUM159R_JQ1_3H_0	SUM159R_JQ1_3H_1	SUM159_DMSO_12H_0	SUM159_DMSO_12H_1	SUM159_DMSO_24H_0	SUM159_DMSO_24H_1	SUM159_DMSO_3H_0	SUM159_DMSO_3H_1	SUM159_JQ1_12H_0	SUM159_JQ1_12H_1	SUM159_JQ1_24H_0	SUM159_JQ1_24H_1	SUM159_JQ1_3H_0	SUM159_JQ1_3H_1
XKRX	0.887997	0.558817	0.326105	0.150682	0.165491	0.237878	0.300781	0.324298	1.22793	1.70614	1.16667	1.09677	2.0836	1.73773	0.705935	0.684333	0.400013	0.266654	1.36773	1.33602
XKRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPA	8.4948	10.9228	15.4491	16.5074	13.5131	14.0984	15.8546	17.7701	6.20211	5.77069	5.75803	7.5207	8.24189	8.4763	8.79428	10.4961	9.62696	9.4478	8.69234	10.3987
XPC	15.2044	14.3242	11.5239	10.7245	19.3632	18.1058	12.6355	12.2171	11.2949	12.3457	17.1309	14.7044	9.57129	9.52458	17.872	16.8667	18.9601	20.463	11.8663	12.2466
XPNPEP1	27.603	24.346	33.4228	34.3062	23.8689	23.5076	35.098	34.9623	35.0488	36.0772	35.9838	32.2303	32.8424	32.3291	35.5222	31.5657	32.981	33.5294	33.861	32.9721
XPNPEP2	0	0	0	0	0	0	0	0	0.01	0.0422024	0.0616846	0.0953838	0.0448128	0.0466682	0.0255939	0.048243	0	0.0150385	0.0807236	0.0248399
XPNPEP3	4.71315	4.45586	5.09633	5.09978	4.52543	4.27864	4.99448	5.42323	6.02797	6.81448	6.67234	6.02219	6.61718	5.84871	6.5098	5.4174	6.45149	6.65	6.8943	7.63774
XPO1	108.431	106.248	94.4072	100.639	100.928	89.2206	89.5235	91.3866	109.086	118.104	63.0437	64.5113	116.951	91.3155	91.2725	82.057	70.5739	79.7993	73.6386	93.7024
XPO4	5.20473	4.64322	9.47847	9.32388	5.32052	4.22349	9.51688	9.18628	4.77363	5.79439	2.80449	2.81105	6.80266	5.04046	4.02031	3.1965	2.16662	2.45462	4.28758	5.66413
XPO5	27.3318	23.8728	32.4588	31.1867	29.1895	25.866	28.6992	29.0199	27.0151	31.0372	15.0619	13.3559	38.1437	34.4781	26.3479	23.6522	12.6736	15.439	28.0813	30.0127
XPO6	36.4018	33.7412	27.2501	25.6308	36.2129	38.1174	24.1676	22.0254	52.2937	51.5442	23.0579	24.3505	47.1407	51.3536	42.5805	43.7236	31.1733	31.6002	41.5774	36.1898
XPO7	30.1058	25.9931	22.2724	22.3113	27.6194	24.6801	21.5456	21.2403	35.0397	38.4845	32.4517	29.7414	36.0957	30.7627	27.3878	25.4558	23.8089	26.9163	26.6433	28.352
XPOT	54.2347	52.8967	59.7858	64.5593	52.4405	46.2454	57.7462	59.4265	84.4284	90.3509	84.9463	82.354	97.7128	81.5497	63.5661	58.0339	40.8027	46.6659	71.6506	82.6558
XPR1	10.9546	10.2111	12.6883	12.9941	14.7169	12.5894	14.34	15.1683	7.08648	7.55061	5.61749	5.3387	7.85427	6.63819	11.0148	10.3112	9.79442	11.3594	8.26813	9.34079
XRCC1	21.3684	23.2358	12.1554	12.2531	17.5598	20.1939	10.2352	10.3118	18.6443	19.4528	24.6433	21.9574	14.7016	18.6313	13.3191	14.223	17.6393	18.0735	15.4371	10.7699
XRCC2	11.307	10.2016	15.0098	14.5428	10.6901	8.88327	11.7494	12.0208	10.2958	12.6013	4.46879	4.79196	13.3286	10.508	9.16835	7.99986	3.81895	4.45098	8.54191	9.73923
XRCC3	8.0697	10.721	12.4029	10.8801	6.72836	12.1404	9.88319	9.31995	13.0916	8.94672	6.08744	6.14806	7.62134	12.9908	6.49267	8.88405	7.26026	4.14205	9.14548	7.15363
XRCC4	15.0856	14.6578	7.76867	10.6547	7.1852	6.99565	5.73452	6.42424	17.6983	19.4979	24.9671	22.9462	17.8395	15.9261	12.5591	11.3651	9.56633	10.981	15.3145	18.27
XRCC5	216.453	206.623	271.914	307.003	167.869	150.827	264.962	284.018	226.576	243.587	169.179	153.156	262.14	223.458	200.308	188.73	93.3238	111.936	240.857	271.914
XRCC6	315.752	290.637	354.286	387.88	252.03	224.165	371.759	393.403	384.048	419.058	353.503	318.498	408.178	372.315	420.647	375.789	248.731	283.357	409.377	444.222
XRCC6BP1	7.8231	8.45259	8.20837	9.08233	6.98772	7.16002	10.2268	9.80527	10.0207	9.36505	10.8349	12.4308	8.2625	8.85916	10.8061	10.6318	9.17691	8.07222	9.01239	10.2439
XRN1	5.65835	5.32052	3.8749	4.01416	5.96628	4.69101	4.00403	4.14634	3.89227	4.59881	6.98723	6.29373	4.11238	3.16543	3.84874	3.24671	5.62109	6.76053	2.3215	3.06588
XRN2	74.8524	76.4969	94.2434	103.163	83.9457	74.0111	102.046	104.668	70.4717	76.6232	62.7839	60.6552	88.9372	74.6092	84.0821	78.4741	49.0319	57.8765	76.2729	88.5731
XRRA1	6.92027	7.08788	4.28739	4.21518	7.36175	7.11746	4.46818	4.31222	7.4181	7.81939	8.6661	8.12609	6.241	6.26989	7.00878	7.0628	6.58622	7.92581	5.48215	6.08902
XXYLT1	9.9159	11.2312	13.8842	13.7255	8.09277	9.74025	14.1077	13.3691	15.37	14.0078	8.00059	7.48106	13.2958	14.9099	16.2585	16.7625	12.4599	11.4414	16.1231	14.9303
XYLB	1.76893	1.37789	1.80449	1.63151	1.57392	1.31947	1.48295	1.8259	3.32264	3.84121	2.14519	1.91073	3.70801	3.51176	2.07172	2.18395	1.26088	1.71775	2.9041	3.48518
XYLT1	0.402473	0.413946	0.0859318	0.131031	0.48369	0.400363	0.125546	0.154162	2.97856	3.07715	4.05806	3.49703	3.06583	2.94758	3.99015	3.82672	2.82141	2.95258	4.53305	4.60881
XYLT2	8.81933	11.9898	5.73242	5.33706	6.17635	9.39183	5.43564	4.79877	15.711	12.086	14.0038	15.1435	6.47658	9.49472	10.3428	14.4235	14.618	10.9419	8.16161	5.33876
YAE1D1	16.9792	17.7822	30.0396	33.9466	18.3888	16.8094	26.642	30.8871	23.4856	23.6382	16.0117	15.7015	31.5331	24.2276	26.2138	23.5742	13.0775	14.2505	29.7896	38.5118
YAF2	3.72017	4.15391	4.86657	5.47389	3.50574	3.13312	5.30374	5.46458	4.58163	4.85694	4.09389	3.94828	5.23909	4.3196	4.93302	4.32712	2.40326	2.80865	4.13114	4.47928
YAP1	35.4991	33.8111	14.2854	13.178	31.4749	26.9996	12.5692	12.7029	29.496	34.675	23.9725	21.5903	43.0204	35.1703	20.4778	18.3829	18.1056	22.1419	25.3226	31.2934
YARS	50.8793	47.7227	43.7935	44.1418	43.1337	42.5897	45.2392	44.4032	73.0976	72.8027	70.3445	59.2478	69.0908	69.4281	66.7682	64.9913	35.414	40.9818	68.2209	66.1708
YARS2	13.457	13.1188	18.9307	20.8644	10.8086	11.5846	15.8991	15.6599	18.9277	17.799	14.671	13.9589	19.9397	21.3956	14.0183	14.694	9.75636	9.60706	12.3291	14.625
YBEY	7.45875	7.92197	14.0036	13.4064	7.72911	7.73675	13.3533	13.4821	8.03437	6.35872	6.5921	7.32896	6.15662	6.71118	8.6793	8.50362	6.1633	7.8781	7.42606	5.97881
YBX1	815.118	954.36	900.034	890.391	877.001	1016.22	900.746	926.319	1016.4	839.239	718.49	743.588	861.93	1005.9	1008.5	1185.77	929.999	940.019	1345.64	1016.2
YBX2	0	0	0	0	0	0	0	0	0	0	0	0.0196753	0	0	0	0	0	0	0	0
YDJC	5.38918	13.4787	17.1615	16.9909	4.53889	15.1172	15.3897	14.5642	26.5288	10.7131	8.96401	17.5139	9.06761	26.0113	7.76817	19.479	16.54	6.72218	21.5064	8.25897
YEATS2	21.0565	18.7296	10.0447	9.92201	20.94	19.0225	9.88454	8.79397	13.4486	15.3885	16.3242	16.1968	11.1398	9.94045	17.312	16.372	17.0897	19.9512	9.1917	9.61377
YEATS4	25.1136	31.9382	40.3325	48.2168	24.9132	28.0854	31.3342	34.8598	28.4322	27.4611	26.639	26.6727	28.2574	25.0173	29.1806	28.6522	19.5107	18.1687	16.7533	18.4601
YES1	32.8753	37.6073	30.2146	34.228	31.0627	28.0811	33.5454	34.0916	28.7799	30.1175	25.6143	25.7337	39.8973	31.9467	34.8976	33.6087	23.1569	26.2109	37.4157	46.8409
YIF1A	33.9748	41.8798	68.5738	64.7077	31.0504	49.04	64.9431	63.5055	56.7385	40.119	49.3223	59.0574	34.8124	60.1662	39.0661	53.719	46.5164	27.9662	62.6175	41.4044
YIF1B	16.9966	21.5518	29.9205	29.2574	14.2453	22.0447	29.1339	28.2153	18.4395	13.9058	18.7243	22.1334	10.2584	17.3252	15.0297	19.9232	27.4353	16.7193	17.9135	13.4548
YIPF1	8.72933	7.96744	11.2873	12.191	7.9976	8.03293	11.1473	12.4335	10.6658	10.5071	13.7141	11.6512	10.304	9.51122	13.9885	13.7319	9.84961	11.601	11.5426	11.294
YIPF2	14.4647	21.4502	17.7871	18.5502	12.243	20.7491	15.7273	15.0553	21.9946	13.8551	31.3765	37.8181	11.0018	19.058	12.074	19.3915	26.9556	17.4467	19.1704	12.1368
YIPF3	55.6947	59.5761	55.9945	54.9889	52.894	68.5887	58.1456	59.2881	38.6883	34.0328	57.9124	61.4034	30.149	38.9362	42.4541	51.0874	59.3139	57.5845	48.6428	36.4258
YIPF4	16.8666	16.9705	19.399	20.9768	19.4234	17.3474	17.8312	18.9524	12.4621	14.5473	22.2128	22.9723	17.1193	14.0551	14.8403	12.5293	15.5757	18.2771	11.0124	17.4117
YIPF5	24.0851	23.3254	29.9723	32.888	23.7725	21.9944	31.6895	34.1977	24.2951	26.0447	35.0959	34.098	27.9115	25.6601	30.4018	27.8907	28.504	31.0303	22.8417	28.1092
YIPF6	5.92587	5.12424	7.06599	8.3638	6.30031	5.19511	7.18361	8.09553	8.90428	10.3775	16.7353	15.7971	13.4004	10.057	9.78831	8.44386	10.7248	12.2826	8.52398	11.6869
YIPF7	0	0.0373697	0	0.0418565	0	0	0.0434466	0.0468435	0	0.0360299	0	0	0	0.0332021	0	0.0343225	0	0.064195	0	0.106034
YJEFN3	0.619369	1.65591	1.11796	0.741217	0.837662	2.36727	1.12643	1.07856	0.767656	0.318961	0.543914	0.920127	0.62062	1.22324	0.290179	0.8897	2.08005	0.901619	0.916424	0.375474
YKT6	52.4452	46.9797	78.8811	77.0144	54.7567	50.2639	73.6627	76.3797	50.9852	56.6036	30.6618	25.7344	56.7554	56.7588	68.299	60.1669	39.1636	42.2067	57.8386	61.7059
YLPM1	13.8398	11.6227	4.81409	4.00679	14.0809	12.8174	3.89806	3.34149	9.46677	10.0807	8.11818	7.2474	11.8779	10.5658	7.15398	6.97394	6.80711	8.81441	8.81961	8.33284
YME1L1	67.3979	66.4606	82.3214	92.27	66.2714	60.0152	84.9102	90.2908	57.2199	60.7481	57.3799	55.7661	67.7794	57.891	67.4637	62.8588	49.3266	57.5379	65.1647	78.0098
YOD1	4.32234	4.4469	7.29012	7.80404	4.57135	3.80886	6.72666	6.83806	6.77798	7.96023	7.16506	6.58376	10.4106	7.71015	8.17204	6.98483	4.93179	5.86932	10.8331	16.3972
YPEL1	1.49789	1.71874	1.10272	1.02271	1.83417	1.93161	1.18645	0.95941	0.964366	1.0357	1.19844	1.27682	0.82482	0.93055	1.24967	1.13461	1.85371	1.96065	1.07307	0.914401
YPEL2	2.77093	2.44614	0.473418	0.341717	4.68286	3.95085	0.462374	0.566817	0.665889	0.745875	2.81507	3.07587	0.501979	0.387231	0.998123	0.855639	4.04129	4.58577	0.29025	0.409644
YPEL3	2.08894	4.10237	1.35051	0.833718	2.92538	5.46927	0.648805	0.55983	1.35998	1.0039	5.94078	11.4801	0.317521	0.694401	1.1231	2.29369	12.442	6.38568	0.68636	0.421794
YPEL4	0.0844599	0.14436	0.0172315	0.0202115	0.0240477	0.133805	0.0209793	0	0.0804956	0.121786	1.48339	1.51926	0	0	0.140682	0.0497206	1.19574	1.64291	0	0.0512014
YPEL5	11.8297	12.0611	9.28389	9.48565	16.6854	14.1585	10.8102	10.6476	6.42812	6.66448	28.8708	27.2375	5.84493	5.09201	10.497	10.0416	22.1386	25.3738	4.30522	5.06592
YRDC	6.9133	5.72351	18.2718	17.6905	7.02351	7.09414	14.4403	15.4641	17.056	18.6586	8.94881	7.56444	27.7803	24.6058	14.9992	11.6852	7.69284	7.6984	20.5155	25.7888
YTHDC1	13.5175	14.2583	11.4905	12.1416	15.0594	13.8934	11.9364	12.5356	11.6447	11.9726	10.4089	10.6484	12.5523	11.3459	14.7024	13.7531	12.1988	12.6228	13.0552	14.0469
YTHDC2	11.4124	10.3574	9.52628	9.85179	10.7289	9.23413	9.41214	9.65863	8.41979	10.0207	8.62186	8.46776	10.4981	8.04206	7.53953	6.63592	7.47557	8.34883	6.59324	8.53769
YTHDF1	26.1637	28.363	22.2357	20.3535	25.8334	30.4342	21.1998	19.5228	23.5165	21.298	15.0078	12.6048	23.5232	27.7868	17.5598	19.2075	14.7888	13.6165	26.9508	24.48
YTHDF2	36.4469	36.7391	33.203	33.194	38.7077	36.3359	30.9042	32.8246	39.5909	41.786	30.3401	25.9734	54.5628	51.594	40.6073	38.9036	27.3478	31.4068	47.8561	50.2087
YTHDF3	18.3861	18.269	21.2917	22.997	19.3398	17.7312	22.9637	23.6286	15.1242	17.0005	16.7633	14.3033	22.0058	18.1585	19.0059	16.82	14.4918	16.1192	22.096	27.0802
YWHAB	149.348	153.369	129.072	134.885	135.183	127.625	136.988	141.12	131.331	134.868	87.6937	86.8821	152.761	138.421	132.307	129.527	87.6061	100.856	156.146	170.498
YWHAE	486.235	473.466	555.475	608.982	464.628	428.339	566.483	620.085	445.376	450.213	458.546	445.852	481.018	440.305	514.95	496.233	458.152	503.764	524.631	532.811
YWHAG	91.3965	87.6433	87.6423	84.2587	97.3969	93.8708	92.4842	91.2449	96.5886	98.8577	75.868	75.8757	118.874	109.948	103.244	98.7533	89.1009	95.8378	139.944	156.369
YWHAH	94.8062	94.3473	155.118	150.838	104.459	95.4992	162.079	165.892	108.351	109.862	55.3483	52.4887	120.393	118.087	141.855	142.18	67.587	72.4339	139.617	150.287
YWHAQ	517.067	532.056	546.655	613.999	468.287	449.465	560.855	581.868	328.811	335.363	292.861	292.758	369.391	332.71	397.477	388.485	361.81	397.453	403.793	471.235
YWHAZ	426.152	421.064	405.751	449.435	380.35	335.906	417.241	439.545	338.222	362.191	288.89	263.994	417.731	337.189	425.024	391.176	290.891	346.38	377.814	465.207
YY1	33.1264	35.8349	32.8174	32.981	34.3032	37.6974	32.7536	31.389	34.304	33.3224	22.0653	25.0531	38.2843	37.8616	28.6507	29.2676	26.1605	22.4834	38.3835	42.2144
YY1AP1	27.1109	22.5031	16.5189	15.8758	26.2894	23.7216	16.9724	17.0231	18.1462	19.4157	21.8465	19.1605	17.904	18.0778	21.8811	21.8466	19.6713	21.9763	19.4163	18.8833
YY1P2	0.752499	0.997897	0.825859	0.950053	0.687089	0.665955	0.676765	0.646287	0.875453	0.8178	0.585946	0.774266	0.964873	0.87183	0.729354	0.656844	0.673499	0.514267	1.15872	1.46292
YY2	2.18991	2.39697	1.88681	1.83821	1.64033	1.13688	1.65698	1.71887	6.63704	7.5889	4.51399	4.16022	7.82987	7.09882	5.32415	4.32369	3.17986	3.35713	6.78115	7.10759
ZACN	0.0336774	0.0216251	0.103063	0.0241773	0.0287662	0.128548	0.0251244	0.0270579	0.134806	0.0416576	0	0.0427615	0	0.0958917	0.0842709	0.0991276	0.079562	0.111242	0.0221156	0.183744
ZADH2	11.0578	10.4268	11.8206	12.5833	8.8036	8.1961	10.2204	10.4938	12.1061	12.8383	9.92235	10.4099	12.332	11.4121	9.78781	9.82862	8.49083	9.72952	8.10494	8.51278
ZAK	42.028	38.0015	22.3732	22.9709	33.4043	27.8153	21.3731	21.3575	26.2291	30.6571	36.4559	34.3047	35.5541	27.8305	19.8712	17.7575	18.7874	21.97	25.5029	30.7974
ZAN	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
ZAP70	0	0.022037	0.0210436	0.0137893	0.0587355	0.0326814	0.0256205	0.0154322	0.0768863	0.0637817	0.155376	0.109185	0.0630202	0.0765673	0.0429512	0	0.12169	0.113641	0.135519	0.0625287
ZAR1	0	0	0	0	0	0.0164867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAR1L	0	0.0304695	0	0	0.0406053	0.0225934	0	0	0.0271839	0	0.0715644	0.0301803	0	0	0.0890796	0.027985	0	0.104683	0.0312176	0.0432276
ZBBX	0.0285974	0.0360403	0	0.0102621	0.0122099	0.0203894	0	0	0.01	0	0.0215192	0.0363165	0	0.01	0.01	0.01	0.0168645	0.015739	0	0.0129984
ZBED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED3	4.53747	4.17083	1.5716	1.33835	3.75558	4.68086	1.93963	1.3565	5.69224	4.82554	6.19538	10.6519	3.26984	4.26654	2.54859	3.00246	9.29562	6.08039	3.78816	2.49483
ZBED3-AS1	0.227806	0.262824	0.195204	0.0981267	0.233502	0.259849	0.0679029	0.109818	0.468966	0.985447	4.18393	3.41321	0.548116	0.518917	0.341503	0.295036	1.23632	1.20397	0.209438	0.207151
ZBED4	5.15505	5.56294	4.14169	3.7881	5.25006	5.70261	3.84145	3.64848	6.90879	6.79822	5.80595	5.44922	6.33737	6.46499	5.52906	5.82847	5.7197	5.47175	7.40055	6.3859
ZBED5	22.8625	23.1871	23.0243	26.9001	27.8901	23.7594	21.4119	22.4399	15.592	17.2816	18.2269	17.554	20.1902	15.8986	21.7725	19.8077	18.076	20.6154	13.3141	19.694
ZBED6	9.45022	6.86812	4.27355	3.53238	13.7025	9.39862	5.49403	4.48034	3.38531	4.77817	8.06564	7.15992	4.54414	2.51736	5.85404	4.57933	9.84089	12.1251	3.00549	4.13335
ZBP1	0.0685966	0.102592	0.18194	0.114909	0.117188	0.0652051	0.187432	0.165343	0.130756	0.070652	0.206536	0.0725838	0.125037	0.156258	0.171391	0.323064	0.188839	0.251766	0.240254	0.0831698
ZBTB1	9.7787	10.5811	11.5579	12.7586	10.2921	9.43326	11.7895	12.5837	8.06833	8.33181	11.1671	10.8371	13.0048	10.6564	8.6671	8.13788	8.17759	10.6074	12.8323	16.679
ZBTB10	2.44441	2.61437	2.01419	1.87012	3.23474	3.16277	1.43548	1.52426	1.06341	1.25806	1.24127	1.15812	0.997524	0.702243	0.9161	0.752848	0.843651	0.991379	0.445629	0.438004
ZBTB11	16.3122	16.5692	20.3513	21.2054	23.8487	19.5789	23.404	24.7366	9.68097	10.8811	11.938	11.8025	14.5402	11.2453	15.7071	13.6108	11.2742	13.4896	13.0418	17.7113
ZBTB12	1.77534	1.56669	0.818898	1.01593	1.09887	1.52857	0.747754	0.764873	1.89799	1.74902	3.25364	3.29965	1.26627	1.69966	0.723206	0.999682	2.15524	1.18984	0.929298	0.91247
ZBTB14	3.84048	4.56479	5.93329	5.63847	4.57175	4.07826	5.3155	4.95857	5.59189	6.07684	5.37138	5.3455	6.32992	6.20261	5.00345	4.86714	3.96859	4.63436	3.1299	3.36843
ZBTB16	11.9156	11.52	7.30798	6.99923	12.9077	14.5647	5.22786	4.7264	6.01286	6.18786	16.4177	17.106	1.22955	1.42659	6.05463	6.65815	20.4616	18.371	1.05794	0.880563
ZBTB17	5.62107	7.20008	4.75564	5.12663	4.18505	7.39219	3.96366	3.41077	7.22524	5.26753	7.18425	7.84236	4.60608	7.52961	4.52249	6.86512	7.97785	4.94828	5.54248	3.87554
ZBTB18	2.71925	2.31471	1.25551	1.37428	2.1721	2.50395	1.46601	1.6125	1.66013	1.73352	1.85823	1.73505	1.2476	1.2263	1.30439	1.24767	1.52938	1.65065	1.27221	1.21729
ZBTB2	6.48023	7.04294	8.15949	8.51665	3.96458	4.13	7.55835	7.41063	14.0509	13.3976	4.95587	5.24383	18.7316	18.3333	4.1218	4.24259	2.34434	2.30216	10.5657	9.57391
ZBTB20	0.127088	0.063818	0.0879527	0.0592334	0.124228	0.0972177	0.0860467	0.0773598	0.0707908	0.155378	0.186331	0.172261	0.0985707	0.156816	0.0560983	0.117252	0.178509	0.135342	0.0629085	0.0745911
ZBTB20-AS1	0	0	0	0	0	0	0	0	0	0.0174324	0.0424665	0.0179091	0.0308512	0	0	0	0	0	0	0
ZBTB21	8.7347	7.64561	8.2913	8.77024	9.48121	8.52982	10.1236	9.99032	4.79048	5.63433	7.60993	6.47612	7.95148	5.9144	5.84105	5.06116	4.93253	6.19621	6.77271	8.98861
ZBTB22	6.17773	6.53807	2.66769	2.50021	5.84488	6.81677	2.76335	3.09106	3.48701	3.23367	8.06184	7.53309	1.83741	2.4118	4.59116	4.73914	9.55777	8.53626	2.90818	2.40299
ZBTB24	5.96703	4.90073	8.33008	8.10772	5.31481	4.74052	8.83286	9.69078	6.338	8.07407	4.06323	3.6859	8.42064	8.24376	5.50877	4.90541	2.74609	3.19852	5.67573	6.43433
ZBTB25	6.10079	5.00761	5.01049	5.89935	6.11507	6.12455	6.61055	5.47684	4.94821	5.59748	7.07563	8.12188	5.00416	3.40333	5.57995	5.40553	9.21744	8.97924	2.75946	2.80212
ZBTB26	3.58227	3.25946	3.77183	4.20831	3.31663	2.84553	3.88283	3.60273	3.20881	4.22624	4.14833	4.61217	3.80821	3.05287	3.47371	3.06741	4.04902	4.27526	1.90827	2.98412
ZBTB3	2.20627	1.86901	1.38815	1.22946	2.34578	1.97251	1.26467	1.09084	0.961662	1.03925	2.41554	2.23328	0.894298	0.808319	1.36845	1.38055	2.62115	2.71801	1.0233	1.06625
ZBTB32	0	0	0.0297921	0.0524165	0.0207884	0.034701	0.0181359	0.0195539	0.0835028	0.0601598	0	0.108158	0.133085	0.180174	0.0456054	0.0716363	0.0287133	0.0803908	0.111876	0.110655
ZBTB33	11.1357	11.3657	10.7338	12.1847	12.8309	10.5888	10.3688	11.6518	17.2173	20.0298	23.4273	22.3444	24.0949	17.6161	17.4558	15.0907	14.6871	16.7643	13.269	18.6281
ZBTB34	2.99072	2.61475	2.61206	2.71157	3.26641	2.92906	2.83461	2.91045	2.29052	2.59991	2.82278	2.15472	2.71957	2.13561	2.22069	2.0692	1.83954	2.27176	3.7161	4.65685
ZBTB37	0.961732	0.797226	1.14265	1.07499	1.09735	1.1952	1.41298	1.03469	0.986518	1.31495	1.7097	1.17806	1.32564	1.16444	1.74811	1.00776	1.81071	2.13009	0.768531	1.27128
ZBTB38	15.8252	15.2969	16.1103	16.8297	16.0567	13.7415	12.9957	12.7357	9.96367	11.4585	10.618	9.85126	14.4105	12.1569	7.98225	7.31697	6.4413	8.49649	4.73811	5.78656
ZBTB39	1.74943	1.46632	1.38721	1.17457	1.7121	1.19501	1.28781	1.18933	2.6812	3.23016	2.68694	2.1089	3.41602	3.09361	2.15449	2.04723	1.54588	1.71565	2.72557	2.85315
ZBTB4	8.70683	9.06129	3.55898	3.40059	8.54818	9.37175	2.50641	2.56726	8.62938	7.04531	10.6596	11.4043	4.87735	6.47922	4.92144	5.66173	11.7052	11.399	3.01434	2.20115
ZBTB40	5.43514	4.75347	2.32517	1.9502	6.41278	5.71615	2.25551	2.06464	5.72447	6.46331	5.94241	5.4014	5.62528	5.42882	6.34701	5.70365	5.78357	7.09246	4.19346	4.59987
ZBTB41	3.17815	3.10028	3.3211	3.63946	3.98593	3.16834	4.14356	4.45922	2.74824	3.78111	6.23923	5.51507	3.58886	2.46612	4.45124	3.61715	4.07879	4.9161	2.48411	3.98489
ZBTB42	1.08337	1.67611	1.73774	1.93099	1.07429	1.7755	2.13425	1.52074	0.769046	0.754139	0.843581	0.695702	0.749035	1.04952	0.917816	1.32685	1.16062	0.918626	0.809565	0.566171
ZBTB43	5.14995	4.08363	4.70729	4.81179	5.4112	4.45467	5.39593	5.15067	3.78869	4.67619	5.63731	4.86011	4.95353	3.75056	5.18386	4.28219	4.3463	4.9275	5.86475	8.07573
ZBTB44	5.95961	6.05357	4.41496	4.16764	8.97831	7.63248	4.6606	4.75063	4.41105	4.95771	4.91543	4.61513	4.67604	3.7055	4.61077	4.2271	5.66794	7.03569	3.77845	4.77269
ZBTB45	2.5666	4.90971	3.39756	3.25666	1.86941	4.69968	3.42485	2.44577	5.8252	2.44675	2.06669	3.65048	1.98013	4.88334	1.60316	4.61477	4.50688	1.3144	3.41011	1.68257
ZBTB46	1.18124	1.65041	0.644968	0.536877	0.965422	1.28853	0.582602	0.553048	0.869857	0.62494	0.447763	0.345292	0.585526	0.813024	0.599817	0.695381	0.701821	0.533341	0.920802	0.757304
ZBTB47	2.88513	3.22841	2.40218	2.16962	1.9481	2.60456	1.64549	1.72882	6.06472	4.95037	8.09219	8.96397	3.59605	5.17223	2.95487	3.52024	6.53199	5.33291	2.30743	1.64887
ZBTB48	5.7877	5.40402	3.2605	3.57995	4.65286	6.08208	4.23827	3.42723	4.71822	4.04692	4.22079	5.11115	3.06633	4.04863	4.20305	5.31705	6.35574	5.8654	3.27467	3.023
ZBTB49	1.34187	1.1501	1.14601	1.59063	1.19949	1.25326	1.48827	1.60464	1.3116	1.20529	0.93957	0.832098	1.89416	1.94593	1.52038	1.34106	1.12292	1.06515	2.46938	2.25595
ZBTB5	7.68208	6.60623	4.54301	4.77648	9.04196	7.4484	5.47378	5.69318	4.24445	5.19293	6.94754	5.77441	3.31227	3.2085	5.51906	4.78838	4.76417	5.11313	5.42357	6.57464
ZBTB6	4.64627	4.36171	5.45956	6.70268	4.86727	3.85402	5.56094	6.39192	4.32375	5.27528	6.05429	6.20566	7.35852	4.90494	4.83238	3.66415	3.25796	4.235	3.66283	6.198
ZBTB7A	4.71045	7.88089	4.24745	3.8596	3.61858	6.97512	3.45001	3.05522	8.18465	4.9492	5.01092	7.28738	4.50079	8.25418	3.68569	6.51979	8.24678	4.47567	6.74963	3.86144
ZBTB7B	6.28756	7.56037	2.59933	2.57492	3.75503	5.89739	1.56306	1.67823	10.6878	7.98583	10.9801	11.7423	4.13707	6.18621	5.90602	7.78976	14.6494	9.37071	3.22414	2.0446
ZBTB7C	0.247782	0.296918	0.065938	0.0309365	0.4509	0.512017	0.0642234	0.0259668	0.110889	0.153122	0.210835	0.129951	0.0706929	0.128835	0.0672913	0.0697622	0.0381302	0.0474471	0.0565968	0.01
ZBTB8A	1.84041	1.57154	2.16849	2.1863	1.82805	1.73515	2.30955	2.64907	1.83744	2.06718	2.02154	2.05139	2.43239	1.72742	1.87974	1.63043	1.4994	1.52474	1.57469	2.12054
ZBTB8B	0.0112053	0.0287283	0.0274332	0	0.0574272	0.0159767	0.0333999	0.0180056	0.01	0.0207737	0.0337373	0.0426833	0	0.0191433	0.0139981	0.0131929	0.0264399	0.0123376	0.01	0
ZBTB8OS	31.362	28.8391	44.8918	52.5953	22.8595	22.8552	44.7466	52.6127	32.7594	32.87	31.2236	32.813	38.4154	33.7193	39.7013	34.7587	20.9178	30.2033	41.1903	38.9372
ZBTB9	7.65411	6.33728	9.6304	8.94613	7.03297	7.64018	10.0355	10.4914	6.89192	7.61651	4.1574	4.06931	10.2354	10.63	7.15542	6.87424	4.38441	4.95519	9.72811	10.3704
